country,variant,gender,freq,year,lifeexpectancyatbirth
862,estimates,female,5yearly,1950,56.28
862,estimates,male,5yearly,1950,53.52
862,estimates,female,5yearly,1955,59.4
862,estimates,male,5yearly,1955,56.28
862,estimates,female,5yearly,1960,62.51
862,estimates,male,5yearly,1960,59.01
862,estimates,female,5yearly,1965,65.57
862,estimates,male,5yearly,1965,61.2
862,estimates,female,5yearly,1970,68.55
862,estimates,male,5yearly,1970,63.17
862,estimates,female,5yearly,1975,70.39
862,estimates,male,5yearly,1975,64.63
862,estimates,female,5yearly,1980,71.77
862,estimates,male,5yearly,1980,65.9
862,estimates,female,5yearly,1985,72.39
862,estimates,male,5yearly,1985,66.75
862,estimates,female,5yearly,1990,73.2
862,estimates,male,5yearly,1990,67.45
862,estimates,female,5yearly,1995,75.36
862,estimates,male,5yearly,1995,68.15
862,estimates,female,5yearly,2000,77.18
862,estimates,male,5yearly,2000,68.81
862,estimates,female,5yearly,2005,77.66
862,estimates,male,5yearly,2005,69.37
862,estimates,female,5yearly,2010,78.24
862,estimates,male,5yearly,2010,69.93
862,medium_variant,female,5yearly,2015,79.01
862,medium_variant,male,5yearly,2015,70.87
862,medium_variant,female,5yearly,2020,79.75
862,medium_variant,male,5yearly,2020,71.8
862,medium_variant,female,5yearly,2025,80.46
862,medium_variant,male,5yearly,2025,72.75
862,medium_variant,female,5yearly,2030,81.14
862,medium_variant,male,5yearly,2030,73.71
862,medium_variant,female,5yearly,2035,81.8
862,medium_variant,male,5yearly,2035,74.68
862,medium_variant,female,5yearly,2040,82.45
862,medium_variant,male,5yearly,2040,75.66
862,medium_variant,female,5yearly,2045,83.08
862,medium_variant,male,5yearly,2045,76.68
862,medium_variant,female,5yearly,2050,83.71
862,medium_variant,male,5yearly,2050,77.71
862,medium_variant,female,5yearly,2055,84.31
862,medium_variant,male,5yearly,2055,78.72
862,medium_variant,female,5yearly,2060,84.89
862,medium_variant,male,5yearly,2060,79.71
862,medium_variant,female,5yearly,2065,85.48
862,medium_variant,male,5yearly,2065,80.59
862,medium_variant,female,5yearly,2070,86.05
862,medium_variant,male,5yearly,2070,81.36
862,medium_variant,female,5yearly,2075,86.61
862,medium_variant,male,5yearly,2075,82.06
862,medium_variant,female,5yearly,2080,87.17
862,medium_variant,male,5yearly,2080,82.69
862,medium_variant,female,5yearly,2085,87.73
862,medium_variant,male,5yearly,2085,83.31
862,medium_variant,female,5yearly,2090,88.29
862,medium_variant,male,5yearly,2090,83.89
862,medium_variant,female,5yearly,2095,88.85
862,medium_variant,male,5yearly,2095,84.46
