country,variant,gender,freq,year,lifeexpectancyatbirth
694,estimates,female,5yearly,1950,30.58
694,estimates,male,5yearly,1950,27.09
694,estimates,female,5yearly,1955,31.56
694,estimates,male,5yearly,1955,28.17
694,estimates,female,5yearly,1960,32.45
694,estimates,male,5yearly,1960,29.52
694,estimates,female,5yearly,1965,33.85
694,estimates,male,5yearly,1965,31.41
694,estimates,female,5yearly,1970,36.88
694,estimates,male,5yearly,1970,36.73
694,estimates,female,5yearly,1975,40.04
694,estimates,male,5yearly,1975,39.4
694,estimates,female,5yearly,1980,41.08
694,estimates,male,5yearly,1980,40.65
694,estimates,female,5yearly,1985,39.4
694,estimates,male,5yearly,1985,38.89
694,estimates,female,5yearly,1990,36.71
694,estimates,male,5yearly,1990,35.23
694,estimates,female,5yearly,1995,37.49
694,estimates,male,5yearly,1995,35.92
694,estimates,female,5yearly,2000,42.56
694,estimates,male,5yearly,2000,40.11
694,estimates,female,5yearly,2005,46.72
694,estimates,male,5yearly,2005,45.05
694,estimates,female,5yearly,2010,50.74
694,estimates,male,5yearly,2010,49.65
694,medium_variant,female,5yearly,2015,52.94
694,medium_variant,male,5yearly,2015,51.67
694,medium_variant,female,5yearly,2020,55.07
694,medium_variant,male,5yearly,2020,53.59
694,medium_variant,female,5yearly,2025,57.1
694,medium_variant,male,5yearly,2025,55.37
694,medium_variant,female,5yearly,2030,58.96
694,medium_variant,male,5yearly,2030,57.02
694,medium_variant,female,5yearly,2035,60.66
694,medium_variant,male,5yearly,2035,58.48
694,medium_variant,female,5yearly,2040,62.17
694,medium_variant,male,5yearly,2040,59.78
694,medium_variant,female,5yearly,2045,63.55
694,medium_variant,male,5yearly,2045,60.9
694,medium_variant,female,5yearly,2050,64.75
694,medium_variant,male,5yearly,2050,61.85
694,medium_variant,female,5yearly,2055,65.83
694,medium_variant,male,5yearly,2055,62.69
694,medium_variant,female,5yearly,2060,66.79
694,medium_variant,male,5yearly,2060,63.42
694,medium_variant,female,5yearly,2065,67.7
694,medium_variant,male,5yearly,2065,64.1
694,medium_variant,female,5yearly,2070,68.52
694,medium_variant,male,5yearly,2070,64.73
694,medium_variant,female,5yearly,2075,69.28
694,medium_variant,male,5yearly,2075,65.24
694,medium_variant,female,5yearly,2080,70.02
694,medium_variant,male,5yearly,2080,65.75
694,medium_variant,female,5yearly,2085,70.72
694,medium_variant,male,5yearly,2085,66.27
694,medium_variant,female,5yearly,2090,71.4
694,medium_variant,male,5yearly,2090,66.72
694,medium_variant,female,5yearly,2095,72.05
694,medium_variant,male,5yearly,2095,67.17
694,estimates,female,5yearly,Regi,Sierra Leone
694,estimates,male,5yearly,Regi,Sierra Leone
694,medium_variant,female,5yearly,Regi,Sierra Leone
694,medium_variant,male,5yearly,Regi,Sierra Leone
