country,variant,gender,freq,year,lifeexpectancyatbirth
788,estimates,female,5yearly,1950,39.9
788,estimates,male,5yearly,1950,37.77
788,estimates,female,5yearly,1955,41.71
788,estimates,male,5yearly,1955,39.77
788,estimates,female,5yearly,1960,44.76
788,estimates,male,5yearly,1960,42.75
788,estimates,female,5yearly,1965,49.44
788,estimates,male,5yearly,1965,47.26
788,estimates,female,5yearly,1970,55.21
788,estimates,male,5yearly,1970,53
788,estimates,female,5yearly,1975,60.28
788,estimates,male,5yearly,1975,58.52
788,estimates,female,5yearly,1980,65.91
788,estimates,male,5yearly,1980,62.76
788,estimates,female,5yearly,1985,69.07
788,estimates,male,5yearly,1985,65.35
788,estimates,female,5yearly,1990,72.71
788,estimates,male,5yearly,1990,68.12
788,estimates,female,5yearly,1995,75.04
788,estimates,male,5yearly,1995,70.08
788,estimates,female,5yearly,2000,76.27
788,estimates,male,5yearly,2000,71.44
788,estimates,female,5yearly,2005,77.04
788,estimates,male,5yearly,2005,72.3
788,estimates,female,5yearly,2010,77.13
788,estimates,male,5yearly,2010,73.04
788,medium_variant,female,5yearly,2015,78.14
788,medium_variant,male,5yearly,2015,74.03
788,medium_variant,female,5yearly,2020,79.06
788,medium_variant,male,5yearly,2020,74.98
788,medium_variant,female,5yearly,2025,79.89
788,medium_variant,male,5yearly,2025,75.88
788,medium_variant,female,5yearly,2030,80.67
788,medium_variant,male,5yearly,2030,76.8
788,medium_variant,female,5yearly,2035,81.38
788,medium_variant,male,5yearly,2035,77.7
788,medium_variant,female,5yearly,2040,82.06
788,medium_variant,male,5yearly,2040,78.59
788,medium_variant,female,5yearly,2045,82.72
788,medium_variant,male,5yearly,2045,79.5
788,medium_variant,female,5yearly,2050,83.35
788,medium_variant,male,5yearly,2050,80.42
788,medium_variant,female,5yearly,2055,83.97
788,medium_variant,male,5yearly,2055,81.33
788,medium_variant,female,5yearly,2060,84.56
788,medium_variant,male,5yearly,2060,82.22
788,medium_variant,female,5yearly,2065,85.13
788,medium_variant,male,5yearly,2065,83.05
788,medium_variant,female,5yearly,2070,85.69
788,medium_variant,male,5yearly,2070,83.79
788,medium_variant,female,5yearly,2075,86.25
788,medium_variant,male,5yearly,2075,84.44
788,medium_variant,female,5yearly,2080,86.78
788,medium_variant,male,5yearly,2080,85.01
788,medium_variant,female,5yearly,2085,87.34
788,medium_variant,male,5yearly,2085,85.55
788,medium_variant,female,5yearly,2090,87.88
788,medium_variant,male,5yearly,2090,86.06
788,medium_variant,female,5yearly,2095,88.43
788,medium_variant,male,5yearly,2095,86.57
