country,variant,gender,freq,year,lifeexpectancyatbirth
604,estimates,female,5yearly,1950,45
604,estimates,male,5yearly,1950,42.86
604,estimates,female,5yearly,1955,47.5
604,estimates,male,5yearly,1955,45.11
604,estimates,female,5yearly,1960,50.49
604,estimates,male,5yearly,1960,47.81
604,estimates,female,5yearly,1965,52.99
604,estimates,male,5yearly,1965,50.06
604,estimates,female,5yearly,1970,57.24
604,estimates,male,5yearly,1970,53.87
604,estimates,female,5yearly,1975,60.48
604,estimates,male,5yearly,1975,56.68
604,estimates,female,5yearly,1980,63.74
604,estimates,male,5yearly,1980,59.45
604,estimates,female,5yearly,1985,66.69
604,estimates,male,5yearly,1985,61.99
604,estimates,female,5yearly,1990,69.2
604,estimates,male,5yearly,1990,64.4
604,estimates,female,5yearly,1995,71.86
604,estimates,male,5yearly,1995,66.79
604,estimates,female,5yearly,2000,74.32
604,estimates,male,5yearly,2000,69
604,estimates,female,5yearly,2005,75.87
604,estimates,male,5yearly,2005,70.5
604,estimates,female,5yearly,2010,76.84
604,estimates,male,5yearly,2010,71.54
604,medium_variant,female,5yearly,2015,78.02
604,medium_variant,male,5yearly,2015,72.73
604,medium_variant,female,5yearly,2020,79.07
604,medium_variant,male,5yearly,2020,73.85
604,medium_variant,female,5yearly,2025,80.03
604,medium_variant,male,5yearly,2025,74.96
604,medium_variant,female,5yearly,2030,80.91
604,medium_variant,male,5yearly,2030,76.02
604,medium_variant,female,5yearly,2035,81.74
604,medium_variant,male,5yearly,2035,77.08
604,medium_variant,female,5yearly,2040,82.51
604,medium_variant,male,5yearly,2040,78.12
604,medium_variant,female,5yearly,2045,83.26
604,medium_variant,male,5yearly,2045,79.18
604,medium_variant,female,5yearly,2050,83.96
604,medium_variant,male,5yearly,2050,80.23
604,medium_variant,female,5yearly,2055,84.66
604,medium_variant,male,5yearly,2055,81.28
604,medium_variant,female,5yearly,2060,85.31
604,medium_variant,male,5yearly,2060,82.21
604,medium_variant,female,5yearly,2065,85.94
604,medium_variant,male,5yearly,2065,83.05
604,medium_variant,female,5yearly,2070,86.58
604,medium_variant,male,5yearly,2070,83.78
604,medium_variant,female,5yearly,2075,87.18
604,medium_variant,male,5yearly,2075,84.42
604,medium_variant,female,5yearly,2080,87.79
604,medium_variant,male,5yearly,2080,85.04
604,medium_variant,female,5yearly,2085,88.36
604,medium_variant,male,5yearly,2085,85.62
604,medium_variant,female,5yearly,2090,88.95
604,medium_variant,male,5yearly,2090,86.19
604,medium_variant,female,5yearly,2095,89.52
604,medium_variant,male,5yearly,2095,86.76
