country,variant,gender,freq,year,lifeexpectancyatbirth
716,estimates,female,5yearly,1950,50.1
716,estimates,male,5yearly,1950,47.0
716,estimates,female,5yearly,1955,52.2
716,estimates,male,5yearly,1955,49.0
716,estimates,female,5yearly,1960,54.1
716,estimates,male,5yearly,1960,50.9
716,estimates,female,5yearly,1965,55.8
716,estimates,male,5yearly,1965,52.5
716,estimates,female,5yearly,1970,57.5
716,estimates,male,5yearly,1970,54.09
716,estimates,female,5yearly,1975,59.6
716,estimates,male,5yearly,1975,56.1
716,estimates,female,5yearly,1980,62.52
716,estimates,male,5yearly,1980,58.59
716,estimates,female,5yearly,1985,63.0
716,estimates,male,5yearly,1985,57.48
716,estimates,female,5yearly,1990,57.86
716,estimates,male,5yearly,1990,51.67
716,estimates,female,5yearly,1995,49.75
716,estimates,male,5yearly,1995,45.06
716,estimates,female,5yearly,2000,45.51
716,estimates,male,5yearly,2000,42.7
716,estimates,female,5yearly,2005,49.39
716,estimates,male,5yearly,2005,47.2
716,estimates,female,5yearly,2010,59.02
716,estimates,male,5yearly,2010,56.1
716,medium_variant,female,5yearly,2015,63.77
716,medium_variant,male,5yearly,2015,59.91
716,medium_variant,female,5yearly,2020,64.59
716,medium_variant,male,5yearly,2020,60.93
716,medium_variant,female,5yearly,2025,66.21
716,medium_variant,male,5yearly,2025,62.69
716,medium_variant,female,5yearly,2030,67.95
716,medium_variant,male,5yearly,2030,64.45
716,medium_variant,female,5yearly,2035,69.62
716,medium_variant,male,5yearly,2035,66.03
716,medium_variant,female,5yearly,2040,71.18
716,medium_variant,male,5yearly,2040,67.43
716,medium_variant,female,5yearly,2045,72.81
716,medium_variant,male,5yearly,2045,68.82
716,medium_variant,female,5yearly,2050,74.22
716,medium_variant,male,5yearly,2050,70.1
716,medium_variant,female,5yearly,2055,75.39
716,medium_variant,male,5yearly,2055,71.19
716,medium_variant,female,5yearly,2060,76.48
716,medium_variant,male,5yearly,2060,72.23
716,medium_variant,female,5yearly,2065,77.48
716,medium_variant,male,5yearly,2065,73.21
716,medium_variant,female,5yearly,2070,78.44
716,medium_variant,male,5yearly,2070,74.11
716,medium_variant,female,5yearly,2075,79.29
716,medium_variant,male,5yearly,2075,74.86
716,medium_variant,female,5yearly,2080,79.99
716,medium_variant,male,5yearly,2080,75.55
716,medium_variant,female,5yearly,2085,80.66
716,medium_variant,male,5yearly,2085,76.22
716,medium_variant,female,5yearly,2090,81.31
716,medium_variant,male,5yearly,2090,76.87
716,medium_variant,female,5yearly,2095,81.93
716,medium_variant,male,5yearly,2095,77.51
716,estimates,female,5yearly,Regi,Zimbabwe
716,estimates,male,5yearly,Regi,Zimbabwe
716,medium_variant,female,5yearly,Regi,Zimbabwe
716,medium_variant,male,5yearly,Regi,Zimbabwe
