country,variant,freq,year,lifeexpectancyat60
784,estimates,5yearly,1950,13.931916
784,estimates,5yearly,1955,14.397867
784,estimates,5yearly,1960,14.874976
784,estimates,5yearly,1965,15.295121
784,estimates,5yearly,1970,15.721795
784,estimates,5yearly,1975,16.19655
784,estimates,5yearly,1980,16.68741
784,estimates,5yearly,1985,17.195169
784,estimates,5yearly,1990,17.707061
784,estimates,5yearly,1995,18.219346
784,estimates,5yearly,2000,18.773373
784,estimates,5yearly,2005,19.28268
784,estimates,5yearly,2010,19.837488
784,medium_variant,5yearly,2015,20.371688
784,medium_variant,5yearly,2020,20.920918
784,medium_variant,5yearly,2025,21.49471
784,medium_variant,5yearly,2030,22.069851
784,medium_variant,5yearly,2035,22.678643
784,medium_variant,5yearly,2040,23.305826
784,medium_variant,5yearly,2045,23.938037
784,medium_variant,5yearly,2050,24.569022
784,medium_variant,5yearly,2055,25.188337
784,medium_variant,5yearly,2060,25.797696
784,medium_variant,5yearly,2065,26.360354
784,medium_variant,5yearly,2070,26.878719
784,medium_variant,5yearly,2075,27.366547
784,medium_variant,5yearly,2080,27.82175
784,medium_variant,5yearly,2085,28.290437
784,medium_variant,5yearly,2090,28.782359
784,medium_variant,5yearly,2095,29.279117
