region,variant,gender,freq,year,under40mortalityper1000livebirth
941,estimates,female,5yearly,1950,503.311744891688
941,estimates,male,5yearly,1950,528.203959746013
941,estimates,female,5yearly,1955,468.729704335065
941,estimates,male,5yearly,1955,492.825842644899
941,estimates,female,5yearly,1960,437.927986567306
941,estimates,male,5yearly,1960,461.663559332916
941,estimates,female,5yearly,1965,406.911507595727
941,estimates,male,5yearly,1965,429.503361040266
941,estimates,female,5yearly,1970,394.977219504971
941,estimates,male,5yearly,1970,416.601972682256
941,estimates,female,5yearly,1975,371.789412229428
941,estimates,male,5yearly,1975,403.045008851318
941,estimates,female,5yearly,1980,333.757527815671
941,estimates,male,5yearly,1980,356.379572468212
941,estimates,female,5yearly,1985,309.656829873584
941,estimates,male,5yearly,1985,333.673241190963
941,estimates,female,5yearly,1990,298.215767009087
941,estimates,male,5yearly,1990,323.959039088116
941,estimates,female,5yearly,1995,272.207568754307
941,estimates,male,5yearly,1995,294.369371342049
941,estimates,female,5yearly,2000,241.962771110388
941,estimates,male,5yearly,2000,259.769102373461
941,estimates,female,5yearly,2005,199.382690908506
941,estimates,male,5yearly,2005,218.045524290152
941,estimates,female,5yearly,2010,164.306962722656
941,estimates,male,5yearly,2010,186.743062267536
941,medium_variant,female,5yearly,2015,141.16466945176
941,medium_variant,male,5yearly,2015,166.260636121765
941,medium_variant,female,5yearly,2020,123.980287991528
941,medium_variant,male,5yearly,2020,149.988356506905
941,medium_variant,female,5yearly,2025,109.155747537654
941,medium_variant,male,5yearly,2025,135.67401319413
941,medium_variant,female,5yearly,2030,95.9915228654792
941,medium_variant,male,5yearly,2030,123.292626549604
941,medium_variant,female,5yearly,2035,84.796736264051
941,medium_variant,male,5yearly,2035,112.506628734895
941,medium_variant,female,5yearly,2040,75.5869889284901
941,medium_variant,male,5yearly,2040,103.605798150646
941,medium_variant,female,5yearly,2045,67.803438603709
941,medium_variant,male,5yearly,2045,95.6125275435926
941,medium_variant,female,5yearly,2050,61.1147115859574
941,medium_variant,male,5yearly,2050,88.2433143906163
941,medium_variant,female,5yearly,2055,55.5060951049849
941,medium_variant,male,5yearly,2055,81.8085660031699
941,medium_variant,female,5yearly,2060,50.8515688630735
941,medium_variant,male,5yearly,2060,75.999988433088
941,medium_variant,female,5yearly,2065,46.8849195155486
941,medium_variant,male,5yearly,2065,70.867051028483
941,medium_variant,female,5yearly,2070,43.5224615501841
941,medium_variant,male,5yearly,2070,66.1954158266628
941,medium_variant,female,5yearly,2075,40.6177472962721
941,medium_variant,male,5yearly,2075,61.9244997584634
941,medium_variant,female,5yearly,2080,37.9941823599714
941,medium_variant,male,5yearly,2080,58.039613402522
941,medium_variant,female,5yearly,2085,35.6818574483121
941,medium_variant,male,5yearly,2085,54.3771217019636
941,medium_variant,female,5yearly,2090,33.5251090164721
941,medium_variant,male,5yearly,2090,50.95101826978
941,medium_variant,female,5yearly,2095,31.6203707274132
941,medium_variant,male,5yearly,2095,47.6634924997106
941,estimates,female,5yearly,Regi,Least developed countries
941,estimates,male,5yearly,Regi,Least developed countries
941,medium_variant,female,5yearly,Regi,Least developed countries
941,medium_variant,male,5yearly,Regi,Least developed countries
