region,variant,freq,year,netnumberofmigrants
948,estimates,5yearly,1950,-515.298
948,estimates,5yearly,1955,-258.091
948,estimates,5yearly,1960,-1655.344
948,estimates,5yearly,1965,-3771.595
948,estimates,5yearly,1970,-5841.591
948,estimates,5yearly,1975,-6825.244
948,estimates,5yearly,1980,-5777.852
948,estimates,5yearly,1985,-7234.352
948,estimates,5yearly,1990,-10243.722
948,estimates,5yearly,1995,-13146.073
948,estimates,5yearly,2000,-13941.946
948,estimates,5yearly,2005,-14514.712
948,estimates,5yearly,2010,-9646.026
948,medium_variant,5yearly,2015,-10760.776
948,medium_variant,5yearly,2020,-9811.973
948,medium_variant,5yearly,2025,-10396.01
948,medium_variant,5yearly,2030,-10395.657
948,medium_variant,5yearly,2035,-10395.621
948,medium_variant,5yearly,2040,-10398.686
948,medium_variant,5yearly,2045,-10400.527
948,medium_variant,5yearly,2050,-9880.33
948,medium_variant,5yearly,2055,-9360.328
948,medium_variant,5yearly,2060,-8840.264
948,medium_variant,5yearly,2065,-8320.235
948,medium_variant,5yearly,2070,-7800.192
948,medium_variant,5yearly,2075,-7280.191
948,medium_variant,5yearly,2080,-6760.214
948,medium_variant,5yearly,2085,-6240.219
948,medium_variant,5yearly,2090,-5720.207
948,medium_variant,5yearly,2095,-5200.325
