region,variant,freq,year,netnumberofmigrants
925,estimates,5yearly,1950,-1025.964
925,estimates,5yearly,1955,-1732.0
925,estimates,5yearly,1960,-1437.731
925,estimates,5yearly,1965,-1558.423
925,estimates,5yearly,1970,73.879
925,estimates,5yearly,1975,713.678
925,estimates,5yearly,1980,273.217
925,estimates,5yearly,1985,-270.201
925,estimates,5yearly,1990,-173.397
925,estimates,5yearly,1995,560.893
925,estimates,5yearly,2000,4305.189
925,estimates,5yearly,2005,3078.648
925,estimates,5yearly,2010,-985.958
925,medium_variant,5yearly,2015,440.918
925,medium_variant,5yearly,2020,631.994
925,medium_variant,5yearly,2025,852.984
925,medium_variant,5yearly,2030,857.985
925,medium_variant,5yearly,2035,857.981
925,medium_variant,5yearly,2040,857.972
925,medium_variant,5yearly,2045,857.965
925,medium_variant,5yearly,2050,815.062
925,medium_variant,5yearly,2055,772.178
925,medium_variant,5yearly,2060,729.278
925,medium_variant,5yearly,2065,686.383
925,medium_variant,5yearly,2070,643.498
925,medium_variant,5yearly,2075,600.603
925,medium_variant,5yearly,2080,557.69
925,medium_variant,5yearly,2085,514.8
925,medium_variant,5yearly,2090,471.906
925,medium_variant,5yearly,2095,429.009
925,estimates,5yearly,Regi,Southern Europe
925,medium_variant,5yearly,Regi,Southern Europe
