region,variant,freq,year,netnumberofmigrants
927,estimates,5yearly,1950,500.707
927,estimates,5yearly,1955,436.066
927,estimates,5yearly,1960,437.38
927,estimates,5yearly,1965,800.157
927,estimates,5yearly,1970,340.807
927,estimates,5yearly,1975,160.95
927,estimates,5yearly,1980,453.319
927,estimates,5yearly,1985,656.815
927,estimates,5yearly,1990,469.094
927,estimates,5yearly,1995,420.136
927,estimates,5yearly,2000,709.733
927,estimates,5yearly,2005,1185.101
927,estimates,5yearly,2010,1004.002
927,medium_variant,5yearly,2015,924.369
927,medium_variant,5yearly,2020,811.999
927,medium_variant,5yearly,2025,811.999
927,medium_variant,5yearly,2030,811.999
927,medium_variant,5yearly,2035,811.999
927,medium_variant,5yearly,2040,811.999
927,medium_variant,5yearly,2045,811.999
927,medium_variant,5yearly,2050,771.402
927,medium_variant,5yearly,2055,730.8
927,medium_variant,5yearly,2060,690.202
927,medium_variant,5yearly,2065,649.598
927,medium_variant,5yearly,2070,609.001
927,medium_variant,5yearly,2075,568.398
927,medium_variant,5yearly,2080,527.803
927,medium_variant,5yearly,2085,487.203
927,medium_variant,5yearly,2090,446.602
927,medium_variant,5yearly,2095,406.0
927,estimates,5yearly,Regi,Australia/New Zealand
927,medium_variant,5yearly,Regi,Australia/New Zealand
