region,variant,freq,year,netnumberofmigrants
913,estimates,5yearly,1950,-20.295
913,estimates,5yearly,1955,-33.059
913,estimates,5yearly,1960,56.642
913,estimates,5yearly,1965,159.753
913,estimates,5yearly,1970,194.181
913,estimates,5yearly,1975,27.566
913,estimates,5yearly,1980,112.204
913,estimates,5yearly,1985,-93.989
913,estimates,5yearly,1990,696.268
913,estimates,5yearly,1995,287.116
913,estimates,5yearly,2000,481.201
913,estimates,5yearly,2005,550.23
913,estimates,5yearly,2010,789.129
913,medium_variant,5yearly,2015,282.767
913,medium_variant,5yearly,2020,182.767
913,medium_variant,5yearly,2025,85.003
913,medium_variant,5yearly,2030,85.003
913,medium_variant,5yearly,2035,85.003
913,medium_variant,5yearly,2040,85.003
913,medium_variant,5yearly,2045,85.003
913,medium_variant,5yearly,2050,80.751
913,medium_variant,5yearly,2055,76.5
913,medium_variant,5yearly,2060,72.244
913,medium_variant,5yearly,2065,67.999
913,medium_variant,5yearly,2070,63.743
913,medium_variant,5yearly,2075,59.505
913,medium_variant,5yearly,2080,55.249
913,medium_variant,5yearly,2085,51.002
913,medium_variant,5yearly,2090,46.749
913,medium_variant,5yearly,2095,42.508
