region,variant,freq,year,netnumberofmigrants
5500,estimates,5yearly,1950,818.391
5500,estimates,5yearly,1955,1118.069
5500,estimates,5yearly,1960,1003.457
5500,estimates,5yearly,1965,775.841
5500,estimates,5yearly,1970,-56.36
5500,estimates,5yearly,1975,-407.92
5500,estimates,5yearly,1980,-743.125
5500,estimates,5yearly,1985,-1237.13
5500,estimates,5yearly,1990,-2256.4
5500,estimates,5yearly,1995,-1954.355
5500,estimates,5yearly,2000,-579.052
5500,estimates,5yearly,2005,-387.892
5500,estimates,5yearly,2010,-194.565
5500,medium_variant,5yearly,2015,-269.315
5500,medium_variant,5yearly,2020,-269.315
5500,medium_variant,5yearly,2025,-269.315
5500,medium_variant,5yearly,2030,-269.315
5500,medium_variant,5yearly,2035,-269.315
5500,medium_variant,5yearly,2040,-269.315
5500,medium_variant,5yearly,2045,-269.315
5500,medium_variant,5yearly,2050,-255.851
5500,medium_variant,5yearly,2055,-242.383
5500,medium_variant,5yearly,2060,-228.916
5500,medium_variant,5yearly,2065,-215.446
5500,medium_variant,5yearly,2070,-201.985
5500,medium_variant,5yearly,2075,-188.521
5500,medium_variant,5yearly,2080,-175.055
5500,medium_variant,5yearly,2085,-161.587
5500,medium_variant,5yearly,2090,-148.121
5500,medium_variant,5yearly,2095,-134.659
5500,estimates,5yearly,Regi,Central Asia
5500,medium_variant,5yearly,Regi,Central Asia
