region,variant,freq,year,netnumberofmigrants
916,estimates,5yearly,1950,-289.932
916,estimates,5yearly,1955,-368.992
916,estimates,5yearly,1960,-494.792
916,estimates,5yearly,1965,-773.395
916,estimates,5yearly,1970,-1222.818
916,estimates,5yearly,1975,-1728.941
916,estimates,5yearly,1980,-2204.983
916,estimates,5yearly,1985,-2563.973
916,estimates,5yearly,1990,-2071.344
916,estimates,5yearly,1995,-3182.663
916,estimates,5yearly,2000,-3657.562
916,estimates,5yearly,2005,-763.599
916,estimates,5yearly,2010,-685.19
916,medium_variant,5yearly,2015,-614.446
916,medium_variant,5yearly,2020,-534.786
916,medium_variant,5yearly,2025,-447.111
916,medium_variant,5yearly,2030,-443.694
916,medium_variant,5yearly,2035,-420.021
916,medium_variant,5yearly,2040,-413.667
916,medium_variant,5yearly,2045,-410.898
916,medium_variant,5yearly,2050,-390.368
916,medium_variant,5yearly,2055,-369.822
916,medium_variant,5yearly,2060,-349.262
916,medium_variant,5yearly,2065,-328.726
916,medium_variant,5yearly,2070,-308.183
916,medium_variant,5yearly,2075,-287.628
916,medium_variant,5yearly,2080,-267.094
916,medium_variant,5yearly,2085,-246.541
916,medium_variant,5yearly,2090,-225.995
916,medium_variant,5yearly,2095,-205.46
