region,variant,freq,year,netnumberofmigrants
923,estimates,5yearly,1950,-117.571
923,estimates,5yearly,1955,-2071.014
923,estimates,5yearly,1960,-1010.371
923,estimates,5yearly,1965,-468.298
923,estimates,5yearly,1970,-233.442
923,estimates,5yearly,1975,467.949
923,estimates,5yearly,1980,788.959
923,estimates,5yearly,1985,-11.248
923,estimates,5yearly,1990,1477.535
923,estimates,5yearly,1995,1029.37
923,estimates,5yearly,2000,924.433
923,estimates,5yearly,2005,1673.247
923,estimates,5yearly,2010,587.03
923,medium_variant,5yearly,2015,566.672
923,medium_variant,5yearly,2020,401.675
923,medium_variant,5yearly,2025,436.673
923,medium_variant,5yearly,2030,436.673
923,medium_variant,5yearly,2035,436.673
923,medium_variant,5yearly,2040,436.673
923,medium_variant,5yearly,2045,436.673
923,medium_variant,5yearly,2050,414.854
923,medium_variant,5yearly,2055,393.023
923,medium_variant,5yearly,2060,371.186
923,medium_variant,5yearly,2065,349.348
923,medium_variant,5yearly,2070,327.517
923,medium_variant,5yearly,2075,305.676
923,medium_variant,5yearly,2080,283.849
923,medium_variant,5yearly,2085,262.001
923,medium_variant,5yearly,2090,240.178
923,medium_variant,5yearly,2095,218.348
923,estimates,5yearly,Regi,Eastern Europe
923,medium_variant,5yearly,Regi,Eastern Europe
