region,variant,freq,year,netnumberofmigrants
915,estimates,5yearly,1950,-454.003
915,estimates,5yearly,1955,-527.736
915,estimates,5yearly,1960,-659.522
915,estimates,5yearly,1965,-797.112
915,estimates,5yearly,1970,-608.59
915,estimates,5yearly,1975,-594.404
915,estimates,5yearly,1980,-715.801
915,estimates,5yearly,1985,-647.774
915,estimates,5yearly,1990,-565.333
915,estimates,5yearly,1995,-600.967
915,estimates,5yearly,2000,-679.832
915,estimates,5yearly,2005,-693.304
915,estimates,5yearly,2010,-587.318
915,medium_variant,5yearly,2015,-609.624
915,medium_variant,5yearly,2020,-544.72
915,medium_variant,5yearly,2025,-484.456
915,medium_variant,5yearly,2030,-475.938
915,medium_variant,5yearly,2035,-465.631
915,medium_variant,5yearly,2040,-465.802
915,medium_variant,5yearly,2045,-465.946
915,medium_variant,5yearly,2050,-442.571
915,medium_variant,5yearly,2055,-419.245
915,medium_variant,5yearly,2060,-395.902
915,medium_variant,5yearly,2065,-372.612
915,medium_variant,5yearly,2070,-349.285
915,medium_variant,5yearly,2075,-326.004
915,medium_variant,5yearly,2080,-302.71
915,medium_variant,5yearly,2085,-279.477
915,medium_variant,5yearly,2090,-256.169
915,medium_variant,5yearly,2095,-232.948
915,estimates,5yearly,Regi,Caribbean
915,medium_variant,5yearly,Regi,Caribbean
