region,variant,freq,year,netnumberofmigrants
931,estimates,5yearly,1950,541.143
931,estimates,5yearly,1955,-176.6
931,estimates,5yearly,1960,-330.202
931,estimates,5yearly,1965,-433.396
931,estimates,5yearly,1970,-501.824
931,estimates,5yearly,1975,-952.807
931,estimates,5yearly,1980,-584.768
931,estimates,5yearly,1985,-560.981
931,estimates,5yearly,1990,-694.214
931,estimates,5yearly,1995,-1095.009
931,estimates,5yearly,2000,-1270.888
931,estimates,5yearly,2005,-1042.417
931,estimates,5yearly,2010,-570.148
931,medium_variant,5yearly,2015,-449.447
931,medium_variant,5yearly,2020,-375.845
931,medium_variant,5yearly,2025,-300.012
931,medium_variant,5yearly,2030,-318.096
931,medium_variant,5yearly,2035,-318.091
931,medium_variant,5yearly,2040,-318.096
931,medium_variant,5yearly,2045,-318.102
931,medium_variant,5yearly,2050,-302.203
931,medium_variant,5yearly,2055,-286.297
931,medium_variant,5yearly,2060,-270.386
931,medium_variant,5yearly,2065,-254.484
931,medium_variant,5yearly,2070,-238.579
931,medium_variant,5yearly,2075,-222.669
931,medium_variant,5yearly,2080,-206.77
931,medium_variant,5yearly,2085,-190.858
931,medium_variant,5yearly,2090,-174.958
931,medium_variant,5yearly,2095,-159.043
931,estimates,5yearly,Regi,South America
931,medium_variant,5yearly,Regi,South America
