region,variant,freq,year,netnumberofmigrants
941,estimates,5yearly,1950,-527.004
941,estimates,5yearly,1955,-578.341
941,estimates,5yearly,1960,-887.15
941,estimates,5yearly,1965,-910.978
941,estimates,5yearly,1970,-4714.401
941,estimates,5yearly,1975,-4014.041
941,estimates,5yearly,1980,-5916.591
941,estimates,5yearly,1985,-3673.886
941,estimates,5yearly,1990,1156.029
941,estimates,5yearly,1995,-3924.069
941,estimates,5yearly,2000,-4028.563
941,estimates,5yearly,2005,-9451.006
941,estimates,5yearly,2010,-5849.633
941,medium_variant,5yearly,2015,-5247.802
941,medium_variant,5yearly,2020,-4181.017
941,medium_variant,5yearly,2025,-4265.865
941,medium_variant,5yearly,2030,-4290.865
941,medium_variant,5yearly,2035,-4255.856
941,medium_variant,5yearly,2040,-4255.859
941,medium_variant,5yearly,2045,-4255.857
941,medium_variant,5yearly,2050,-4043.059
941,medium_variant,5yearly,2055,-3830.303
941,medium_variant,5yearly,2060,-3617.497
941,medium_variant,5yearly,2065,-3404.688
941,medium_variant,5yearly,2070,-3191.896
941,medium_variant,5yearly,2075,-2979.101
941,medium_variant,5yearly,2080,-2766.336
941,medium_variant,5yearly,2085,-2553.509
941,medium_variant,5yearly,2090,-2340.726
941,medium_variant,5yearly,2095,-2127.959
941,estimates,5yearly,Regi,Least developed countries
941,medium_variant,5yearly,Regi,Least developed countries
