region,variant,freq,year,netnumberofmigrants
924,estimates,5yearly,1950,-517.497
924,estimates,5yearly,1955,-92.59
924,estimates,5yearly,1960,199.209
924,estimates,5yearly,1965,67.469
924,estimates,5yearly,1970,361.437
924,estimates,5yearly,1975,295.393
924,estimates,5yearly,1980,48.15
924,estimates,5yearly,1985,315.135
924,estimates,5yearly,1990,181.713
924,estimates,5yearly,1995,661.786
924,estimates,5yearly,2000,1276.532
924,estimates,5yearly,2005,2565.946
924,estimates,5yearly,2010,1277.404
924,medium_variant,5yearly,2015,1337.251
924,medium_variant,5yearly,2020,1304.078
924,medium_variant,5yearly,2025,1323.254
924,medium_variant,5yearly,2030,1323.254
924,medium_variant,5yearly,2035,1323.254
924,medium_variant,5yearly,2040,1323.254
924,medium_variant,5yearly,2045,1323.054
924,medium_variant,5yearly,2050,1256.903
924,medium_variant,5yearly,2055,1190.752
924,medium_variant,5yearly,2060,1124.591
924,medium_variant,5yearly,2065,1058.448
924,medium_variant,5yearly,2070,992.296
924,medium_variant,5yearly,2075,926.128
924,medium_variant,5yearly,2080,859.978
924,medium_variant,5yearly,2085,793.839
924,medium_variant,5yearly,2090,727.679
924,medium_variant,5yearly,2095,661.515
