region,variant,freq,year,netnumberofmigrants
902,estimates,5yearly,1950,-698.34
902,estimates,5yearly,1955,-192.409
902,estimates,5yearly,1960,-2529.843
902,estimates,5yearly,1965,-3356.689
902,estimates,5yearly,1970,-6885.076
902,estimates,5yearly,1975,-6685.832
902,estimates,5yearly,1980,-5853.938
902,estimates,5yearly,1985,-7329.668
902,estimates,5yearly,1990,-10967.514
902,estimates,5yearly,1995,-13403.91
902,estimates,5yearly,2000,-15655.945
902,estimates,5yearly,2005,-16523.476
902,estimates,5yearly,2010,-11057.23
902,medium_variant,5yearly,2015,-12063.829
902,medium_variant,5yearly,2020,-11196.036
902,medium_variant,5yearly,2025,-11716.194
902,medium_variant,5yearly,2030,-11721.195
902,medium_variant,5yearly,2035,-11721.191
902,medium_variant,5yearly,2040,-11721.182
902,medium_variant,5yearly,2045,-11720.975
902,medium_variant,5yearly,2050,-11134.952
902,medium_variant,5yearly,2055,-10548.927
902,medium_variant,5yearly,2060,-9962.853
902,medium_variant,5yearly,2065,-9376.811
902,medium_variant,5yearly,2070,-8790.773
902,medium_variant,5yearly,2075,-8204.72
902,medium_variant,5yearly,2080,-7618.665
902,medium_variant,5yearly,2085,-7032.616
902,medium_variant,5yearly,2090,-6446.573
902,medium_variant,5yearly,2095,-5860.558
