region,variant,freq,year,netnumberofmigrants
920,estimates,5yearly,1950,-16.434
920,estimates,5yearly,1955,-89.131
920,estimates,5yearly,1960,-149.923
920,estimates,5yearly,1965,-686.639
920,estimates,5yearly,1970,-164.08
920,estimates,5yearly,1975,-1405.168
920,estimates,5yearly,1980,-308.214
920,estimates,5yearly,1985,-8.832
920,estimates,5yearly,1990,-1692.2
920,estimates,5yearly,1995,-357.905
920,estimates,5yearly,2000,-2589.717
920,estimates,5yearly,2005,-3871.725
920,estimates,5yearly,2010,-1247.845
920,medium_variant,5yearly,2015,-1401.089
920,medium_variant,5yearly,2020,-1276.293
920,medium_variant,5yearly,2025,-1229.155
920,medium_variant,5yearly,2030,-1229.155
920,medium_variant,5yearly,2035,-1229.155
920,medium_variant,5yearly,2040,-1229.155
920,medium_variant,5yearly,2045,-1229.155
920,medium_variant,5yearly,2050,-1167.683
920,medium_variant,5yearly,2055,-1106.237
920,medium_variant,5yearly,2060,-1044.783
920,medium_variant,5yearly,2065,-983.324
920,medium_variant,5yearly,2070,-921.864
920,medium_variant,5yearly,2075,-860.406
920,medium_variant,5yearly,2080,-798.935
920,medium_variant,5yearly,2085,-737.485
920,medium_variant,5yearly,2090,-676.031
920,medium_variant,5yearly,2095,-614.579
