region,variant,freq,year,netnumberofmigrants
906,estimates,5yearly,1950,-751.455
906,estimates,5yearly,1955,384.972
906,estimates,5yearly,1960,-986.016
906,estimates,5yearly,1965,1185.482
906,estimates,5yearly,1970,-525.794
906,estimates,5yearly,1975,179.274
906,estimates,5yearly,1980,66.951
906,estimates,5yearly,1985,-223.032
906,estimates,5yearly,1990,-694.434
906,estimates,5yearly,1995,-265.226
906,estimates,5yearly,2000,-1500.7
906,estimates,5yearly,2005,-1927.401
906,estimates,5yearly,2010,-925.451
906,medium_variant,5yearly,2015,-878.21
906,medium_variant,5yearly,2020,-959.22
906,medium_variant,5yearly,2025,-895.341
906,medium_variant,5yearly,2030,-900.695
906,medium_variant,5yearly,2035,-900.727
906,medium_variant,5yearly,2040,-897.653
906,medium_variant,5yearly,2045,-895.605
906,medium_variant,5yearly,2050,-851.023
906,medium_variant,5yearly,2055,-806.24
906,medium_variant,5yearly,2060,-761.469
906,medium_variant,5yearly,2065,-716.702
906,medium_variant,5yearly,2070,-671.946
906,medium_variant,5yearly,2075,-627.138
906,medium_variant,5yearly,2080,-582.3
906,medium_variant,5yearly,2085,-537.486
906,medium_variant,5yearly,2090,-492.702
906,medium_variant,5yearly,2095,-447.787
