region,variant,freq,year,netnumberofmigrants
922,estimates,5yearly,1950,288.226
922,estimates,5yearly,1955,310.171
922,estimates,5yearly,1960,345.635
922,estimates,5yearly,1965,60.828
922,estimates,5yearly,1970,308.174
922,estimates,5yearly,1975,457.743
922,estimates,5yearly,1980,1051.192
922,estimates,5yearly,1985,-20.942
922,estimates,5yearly,1990,-143.732
922,estimates,5yearly,1995,-608.83
922,estimates,5yearly,2000,1528.699
922,estimates,5yearly,2005,6629.096
922,estimates,5yearly,2010,3947.167
922,medium_variant,5yearly,2015,2022.371
922,medium_variant,5yearly,2020,852.831
922,medium_variant,5yearly,2025,47.641
922,medium_variant,5yearly,2030,90.014
922,medium_variant,5yearly,2035,55.014
922,medium_variant,5yearly,2040,50.012
922,medium_variant,5yearly,2045,50.011
922,medium_variant,5yearly,2050,47.5
922,medium_variant,5yearly,2055,44.998
922,medium_variant,5yearly,2060,42.492
922,medium_variant,5yearly,2065,40.011
922,medium_variant,5yearly,2070,37.501
922,medium_variant,5yearly,2075,34.994
922,medium_variant,5yearly,2080,32.493
922,medium_variant,5yearly,2085,30.009
922,medium_variant,5yearly,2090,27.503
922,medium_variant,5yearly,2095,24.993
