region,variant,freq,year,netnumberofmigrants
910,estimates,5yearly,1950,-143.361
910,estimates,5yearly,1955,-175.118
910,estimates,5yearly,1960,-227.393
910,estimates,5yearly,1965,-140.922
910,estimates,5yearly,1970,-572.407
910,estimates,5yearly,1975,-470.874
910,estimates,5yearly,1980,-521.16
910,estimates,5yearly,1985,-160.141
910,estimates,5yearly,1990,-2078.469
910,estimates,5yearly,1995,337.906
910,estimates,5yearly,2000,-515.694
910,estimates,5yearly,2005,-726.935
910,estimates,5yearly,2010,-951.877
910,medium_variant,5yearly,2015,-830.063
910,medium_variant,5yearly,2020,-851.97
910,medium_variant,5yearly,2025,-826.972
910,medium_variant,5yearly,2030,-851.972
910,medium_variant,5yearly,2035,-851.972
910,medium_variant,5yearly,2040,-851.972
910,medium_variant,5yearly,2045,-851.972
910,medium_variant,5yearly,2050,-809.38
910,medium_variant,5yearly,2055,-766.783
910,medium_variant,5yearly,2060,-724.19
910,medium_variant,5yearly,2065,-681.576
910,medium_variant,5yearly,2070,-638.976
910,medium_variant,5yearly,2075,-596.387
910,medium_variant,5yearly,2080,-553.795
910,medium_variant,5yearly,2085,-511.184
910,medium_variant,5yearly,2090,-468.591
910,medium_variant,5yearly,2095,-425.99
