region,variant,freq,year,netnumberofmigrants
957,estimates,5yearly,1950,-10.434
957,estimates,5yearly,1955,-15.596
957,estimates,5yearly,1960,-3.193
957,estimates,5yearly,1965,-9.998
957,estimates,5yearly,1970,-25.411
957,estimates,5yearly,1975,-29.047
957,estimates,5yearly,1980,-27.139
957,estimates,5yearly,1985,-32.716
957,estimates,5yearly,1990,-34.887
957,estimates,5yearly,1995,-29.842
957,estimates,5yearly,2000,-30.515
957,estimates,5yearly,2005,-40.611
957,estimates,5yearly,2010,-34.946
957,medium_variant,5yearly,2015,-24.297
957,medium_variant,5yearly,2020,-27.749
957,medium_variant,5yearly,2025,-22.382
957,medium_variant,5yearly,2030,-19.109
957,medium_variant,5yearly,2035,-18.938
957,medium_variant,5yearly,2040,-18.833
957,medium_variant,5yearly,2045,-18.783
957,medium_variant,5yearly,2050,-17.736
957,medium_variant,5yearly,2055,-16.796
957,medium_variant,5yearly,2060,-15.867
957,medium_variant,5yearly,2065,-14.94
957,medium_variant,5yearly,2070,-13.985
957,medium_variant,5yearly,2075,-13.067
957,medium_variant,5yearly,2080,-12.131
957,medium_variant,5yearly,2085,-11.206
957,medium_variant,5yearly,2090,-10.253
957,medium_variant,5yearly,2095,-9.32
