region,variant,freq,year,netnumberofmigrants
926,estimates,5yearly,1950,284.753
926,estimates,5yearly,1955,1079.177
926,estimates,5yearly,1960,2486.295
926,estimates,5yearly,1965,1536.982
926,estimates,5yearly,1970,1902.957
926,estimates,5yearly,1975,480.707
926,estimates,5yearly,1980,462.526
926,estimates,5yearly,1985,2635.126
926,estimates,5yearly,1990,3754.724
926,estimates,5yearly,1995,1461.278
926,estimates,5yearly,2000,2044.618
926,estimates,5yearly,2005,1483.98
926,estimates,5yearly,2010,3175.26
926,medium_variant,5yearly,2015,2946.802
926,medium_variant,5yearly,2020,1946.8
926,medium_variant,5yearly,2025,1941.797
926,medium_variant,5yearly,2030,1941.797
926,medium_variant,5yearly,2035,1941.797
926,medium_variant,5yearly,2040,1941.797
926,medium_variant,5yearly,2045,1941.797
926,medium_variant,5yearly,2050,1844.714
926,medium_variant,5yearly,2055,1747.634
926,medium_variant,5yearly,2060,1650.532
926,medium_variant,5yearly,2065,1553.448
926,medium_variant,5yearly,2070,1456.342
926,medium_variant,5yearly,2075,1359.271
926,medium_variant,5yearly,2080,1262.178
926,medium_variant,5yearly,2085,1165.082
926,medium_variant,5yearly,2090,1067.991
926,medium_variant,5yearly,2095,970.92
926,estimates,5yearly,Regi,Western Europe
926,medium_variant,5yearly,Regi,Western Europe
