region,variant,freq,year,netnumberofmigrants
1500,estimates,5yearly,1950,-971.459
1500,estimates,5yearly,1955,-419.296
1500,estimates,5yearly,1960,-516.251
1500,estimates,5yearly,1965,-75.494
1500,estimates,5yearly,1970,-1286.637
1500,estimates,5yearly,1975,-2927.67
1500,estimates,5yearly,1980,-5280.878
1500,estimates,5yearly,1985,-3025.13
1500,estimates,5yearly,1990,940.425
1500,estimates,5yearly,1995,-2070.082
1500,estimates,5yearly,2000,-822.573
1500,estimates,5yearly,2005,-3023.473
1500,estimates,5yearly,2010,-2148.595
1500,medium_variant,5yearly,2015,-2185.623
1500,medium_variant,5yearly,2020,-2143.976
1500,medium_variant,5yearly,2025,-2218.983
1500,medium_variant,5yearly,2030,-2243.983
1500,medium_variant,5yearly,2035,-2243.976
1500,medium_variant,5yearly,2040,-2243.985
1500,medium_variant,5yearly,2045,-2243.981
1500,medium_variant,5yearly,2050,-2131.777
1500,medium_variant,5yearly,2055,-2019.593
1500,medium_variant,5yearly,2060,-1907.393
1500,medium_variant,5yearly,2065,-1795.176
1500,medium_variant,5yearly,2070,-1682.976
1500,medium_variant,5yearly,2075,-1570.785
1500,medium_variant,5yearly,2080,-1458.594
1500,medium_variant,5yearly,2085,-1346.382
1500,medium_variant,5yearly,2090,-1234.191
1500,medium_variant,5yearly,2095,-1122.005
1500,estimates,5yearly,Regi,Low-income countries
1500,medium_variant,5yearly,Regi,Low-income countries
