region,variant,freq,year,netnumberofmigrants
928,estimates,5yearly,1950,-7.054
928,estimates,5yearly,1955,-6.958
928,estimates,5yearly,1960,2.216
928,estimates,5yearly,1965,-4.478
928,estimates,5yearly,1970,-5.759
928,estimates,5yearly,1975,-24.25
928,estimates,5yearly,1980,-21.232
928,estimates,5yearly,1985,-73.992
928,estimates,5yearly,1990,-34.623
928,estimates,5yearly,1995,-45.949
928,estimates,5yearly,2000,-63.427
928,estimates,5yearly,2005,-36.282
928,estimates,5yearly,2010,-35.325
928,medium_variant,5yearly,2015,-26.733
928,medium_variant,5yearly,2020,-26.733
928,medium_variant,5yearly,2025,-26.733
928,medium_variant,5yearly,2030,-26.733
928,medium_variant,5yearly,2035,-26.733
928,medium_variant,5yearly,2040,-26.733
928,medium_variant,5yearly,2045,-26.733
928,medium_variant,5yearly,2050,-25.397
928,medium_variant,5yearly,2055,-24.059
928,medium_variant,5yearly,2060,-22.716
928,medium_variant,5yearly,2065,-21.386
928,medium_variant,5yearly,2070,-20.047
928,medium_variant,5yearly,2075,-18.71
928,medium_variant,5yearly,2080,-17.377
928,medium_variant,5yearly,2085,-16.031
928,medium_variant,5yearly,2090,-14.696
928,medium_variant,5yearly,2095,-13.37
928,estimates,5yearly,Regi,Melanesia
928,medium_variant,5yearly,Regi,Melanesia
