region,variant,freq,year,netnumberofmigrants
947,estimates,5yearly,1950,-195.057
947,estimates,5yearly,1955,-180.002
947,estimates,5yearly,1960,-283.365
947,estimates,5yearly,1965,-243.286
947,estimates,5yearly,1970,-968.088
947,estimates,5yearly,1975,-952.236
947,estimates,5yearly,1980,-1358.392
947,estimates,5yearly,1985,-1228.344
947,estimates,5yearly,1990,-95.268
947,estimates,5yearly,1995,-816.47
947,estimates,5yearly,2000,-544.814
947,estimates,5yearly,2005,-921.346
947,estimates,5yearly,2010,-1466.614
947,medium_variant,5yearly,2015,-1476.373
947,medium_variant,5yearly,2020,-1595.259
947,medium_variant,5yearly,2025,-1771.32
947,medium_variant,5yearly,2030,-1810.154
947,medium_variant,5yearly,2035,-1809.273
947,medium_variant,5yearly,2040,-1813.627
947,medium_variant,5yearly,2045,-1818.128
947,medium_variant,5yearly,2050,-1727.23
947,medium_variant,5yearly,2055,-1636.341
947,medium_variant,5yearly,2060,-1545.448
947,medium_variant,5yearly,2065,-1454.503
947,medium_variant,5yearly,2070,-1363.606
947,medium_variant,5yearly,2075,-1272.684
947,medium_variant,5yearly,2080,-1181.813
947,medium_variant,5yearly,2085,-1090.867
947,medium_variant,5yearly,2090,-999.991
947,medium_variant,5yearly,2095,-909.086
