region,year,variant,freq,age1yearinterval,survivorage
947,1950,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1950,estimates,5yearly,0,100000
947,1950,estimates,5yearly,1,81541.9250770174
947,1950,estimates,5yearly,5,69022.1622984027
947,1950,estimates,5yearly,10,64748.1817010927
947,1950,estimates,5yearly,15,62839.6038041184
947,1950,estimates,5yearly,20,60497.213738836
947,1950,estimates,5yearly,25,57577.2283741266
947,1950,estimates,5yearly,30,54486.8724946291
947,1950,estimates,5yearly,35,51358.6706821065
947,1950,estimates,5yearly,40,48079.9495251194
947,1950,estimates,5yearly,45,44625.6802879533
947,1950,estimates,5yearly,50,40923.3260087858
947,1950,estimates,5yearly,55,36728.210189603
947,1950,estimates,5yearly,60,31689.5610879963
947,1950,estimates,5yearly,65,25549.7168668524
947,1950,estimates,5yearly,70,18409.6407385436
947,1950,estimates,5yearly,75,11098.3891421657
947,1950,estimates,5yearly,80,5143.16318699747
947,1950,estimates,5yearly,85,1654.67049823607
947,1950,estimates,5yearly,90,332.086322496321
947,1950,estimates,5yearly,95,38.1494704229719
947,1950,estimates,5yearly,100plus,2.41950781475415
947,1955,estimates,5yearly,"Region, subregion, country or area *",Sub-Saharan Africa
947,1955,estimates,5yearly,0,100000
947,1955,estimates,5yearly,1,82973.5463208116
947,1955,estimates,5yearly,5,71295.1246846434
947,1955,estimates,5yearly,10,67310.3330619165
947,1955,estimates,5yearly,15,65481.1468165723
947,1955,estimates,5yearly,20,63222.2257861316
947,1955,estimates,5yearly,25,60396.0017942957
947,1955,estimates,5yearly,30,57403.1750550843
947,1955,estimates,5yearly,35,54355.5368910822
947,1955,estimates,5yearly,40,51140.2293068957
947,1955,estimates,5yearly,45,47725.9831463985
947,1955,estimates,5yearly,50,44026.3997186066
947,1955,estimates,5yearly,55,39779.5570544901
947,1955,estimates,5yearly,60,34633.4488931659
947,1955,estimates,5yearly,65,28283.2869876334
947,1955,estimates,5yearly,70,20792.3976292123
947,1955,estimates,5yearly,75,12937.4736186608
