region,variant,freq,year,netmigrationrateper1000pop
1501,estimates,5yearly,1950,0.021
1501,estimates,5yearly,1955,-0.127
1501,estimates,5yearly,1960,-0.03
1501,estimates,5yearly,1965,-0.343
1501,estimates,5yearly,1970,-0.489
1501,estimates,5yearly,1975,-0.296
1501,estimates,5yearly,1980,-0.154
1501,estimates,5yearly,1985,-0.368
1501,estimates,5yearly,1990,-0.598
1501,estimates,5yearly,1995,-0.829
1501,estimates,5yearly,2000,-1.085
1501,estimates,5yearly,2005,-1.237
1501,estimates,5yearly,2010,-1.09
1501,medium_variant,5yearly,2015,-0.78
1501,medium_variant,5yearly,2020,-0.388
1501,medium_variant,5yearly,2025,-0.43
1501,medium_variant,5yearly,2030,-0.445
1501,medium_variant,5yearly,2035,-0.427
1501,medium_variant,5yearly,2040,-0.409
1501,medium_variant,5yearly,2045,-0.393
1501,medium_variant,5yearly,2050,-0.362
1501,medium_variant,5yearly,2055,-0.333
1501,medium_variant,5yearly,2060,-0.307
1501,medium_variant,5yearly,2065,-0.283
1501,medium_variant,5yearly,2070,-0.261
1501,medium_variant,5yearly,2075,-0.24
1501,medium_variant,5yearly,2080,-0.22
1501,medium_variant,5yearly,2085,-0.202
1501,medium_variant,5yearly,2090,-0.184
1501,medium_variant,5yearly,2095,-0.166
