region,variant,freq,year,netmigrationrateper1000pop
948,estimates,5yearly,1950,-0.084
948,estimates,5yearly,1955,-0.038
948,estimates,5yearly,1960,-0.215
948,estimates,5yearly,1965,-0.433
948,estimates,5yearly,1970,-0.594
948,estimates,5yearly,1975,-0.614
948,estimates,5yearly,1980,-0.46
948,estimates,5yearly,1985,-0.512
948,estimates,5yearly,1990,-0.651
948,estimates,5yearly,1995,-0.756
948,estimates,5yearly,2000,-0.732
948,estimates,5yearly,2005,-0.698
948,estimates,5yearly,2010,-0.427
948,medium_variant,5yearly,2015,-0.441
948,medium_variant,5yearly,2020,-0.374
948,medium_variant,5yearly,2025,-0.371
948,medium_variant,5yearly,2030,-0.349
948,medium_variant,5yearly,2035,-0.33
948,medium_variant,5yearly,2040,-0.314
948,medium_variant,5yearly,2045,-0.3
948,medium_variant,5yearly,2050,-0.274
948,medium_variant,5yearly,2055,-0.25
948,medium_variant,5yearly,2060,-0.229
948,medium_variant,5yearly,2065,-0.209
948,medium_variant,5yearly,2070,-0.192
948,medium_variant,5yearly,2075,-0.175
948,medium_variant,5yearly,2080,-0.16
948,medium_variant,5yearly,2085,-0.145
948,medium_variant,5yearly,2090,-0.131
948,medium_variant,5yearly,2095,-0.118
