region,variant,freq,year,netmigrationrateper1000pop
941,estimates,5yearly,1950,-0.513
941,estimates,5yearly,1955,-0.507
941,estimates,5yearly,1960,-0.693
941,estimates,5yearly,1965,-0.628
941,estimates,5yearly,1970,-2.876
941,estimates,5yearly,1975,-2.169
941,estimates,5yearly,1980,-2.816
941,estimates,5yearly,1985,-1.534
941,estimates,5yearly,1990,0.422
941,estimates,5yearly,1995,-1.255
941,estimates,5yearly,2000,-1.136
941,estimates,5yearly,2005,-2.358
941,estimates,5yearly,2010,-1.296
941,medium_variant,5yearly,2015,-1.034
941,medium_variant,5yearly,2020,-0.735
941,medium_variant,5yearly,2025,-0.673
941,medium_variant,5yearly,2030,-0.611
941,medium_variant,5yearly,2035,-0.55
941,medium_variant,5yearly,2040,-0.503
941,medium_variant,5yearly,2045,-0.462
941,medium_variant,5yearly,2050,-0.406
941,medium_variant,5yearly,2055,-0.358
941,medium_variant,5yearly,2060,-0.316
941,medium_variant,5yearly,2065,-0.28
941,medium_variant,5yearly,2070,-0.248
941,medium_variant,5yearly,2075,-0.22
941,medium_variant,5yearly,2080,-0.195
941,medium_variant,5yearly,2085,-0.173
941,medium_variant,5yearly,2090,-0.153
941,medium_variant,5yearly,2095,-0.135
