region,variant,freq,year,netmigrationrateper1000pop
912,estimates,5yearly,1950,-1.428
912,estimates,5yearly,1955,-1.318
912,estimates,5yearly,1960,-1.933
912,estimates,5yearly,1965,-2.231
912,estimates,5yearly,1970,-2.981
912,estimates,5yearly,1975,-1.695
912,estimates,5yearly,1980,-0.626
912,estimates,5yearly,1985,-0.768
912,estimates,5yearly,1990,-0.329
912,estimates,5yearly,1995,-1.973
912,estimates,5yearly,2000,-1.72
912,estimates,5yearly,2005,-2.479
912,estimates,5yearly,2010,-1.687
912,medium_variant,5yearly,2015,-0.708
912,medium_variant,5yearly,2020,-0.495
912,medium_variant,5yearly,2025,-0.424
912,medium_variant,5yearly,2030,-0.396
912,medium_variant,5yearly,2035,-0.372
912,medium_variant,5yearly,2040,-0.351
912,medium_variant,5yearly,2045,-0.333
912,medium_variant,5yearly,2050,-0.302
912,medium_variant,5yearly,2055,-0.274
912,medium_variant,5yearly,2060,-0.25
912,medium_variant,5yearly,2065,-0.228
912,medium_variant,5yearly,2070,-0.207
912,medium_variant,5yearly,2075,-0.189
912,medium_variant,5yearly,2080,-0.172
912,medium_variant,5yearly,2085,-0.156
912,medium_variant,5yearly,2090,-0.14
912,medium_variant,5yearly,2095,-0.126
