region,variant,freq,year,netmigrationrateper1000pop
954,estimates,5yearly,1950,-7.26
954,estimates,5yearly,1955,-6.644
954,estimates,5yearly,1960,-4.052
954,estimates,5yearly,1965,-2.962
954,estimates,5yearly,1970,-8.979
954,estimates,5yearly,1975,-4.931
954,estimates,5yearly,1980,4.696
954,estimates,5yearly,1985,3.991
954,estimates,5yearly,1990,-0.385
954,estimates,5yearly,1995,-9.36
954,estimates,5yearly,2000,-17.934
954,estimates,5yearly,2005,-17.081
954,estimates,5yearly,2010,-9.29
954,medium_variant,5yearly,2015,-5.835
954,medium_variant,5yearly,2020,-4.705
954,medium_variant,5yearly,2025,-3.73
954,medium_variant,5yearly,2030,-3.588
954,medium_variant,5yearly,2035,-3.471
954,medium_variant,5yearly,2040,-3.377
954,medium_variant,5yearly,2045,-3.307
954,medium_variant,5yearly,2050,-3.091
954,medium_variant,5yearly,2055,-2.896
954,medium_variant,5yearly,2060,-2.706
954,medium_variant,5yearly,2065,-2.526
954,medium_variant,5yearly,2070,-2.358
954,medium_variant,5yearly,2075,-2.196
954,medium_variant,5yearly,2080,-2.04
954,medium_variant,5yearly,2085,-1.899
954,medium_variant,5yearly,2090,-1.756
954,medium_variant,5yearly,2095,-1.619
954,estimates,5yearly,Regi,Micronesia
954,medium_variant,5yearly,Regi,Micronesia
