region,variant,freq,year,netmigrationrateper1000pop
910,estimates,5yearly,1950,-0.406
910,estimates,5yearly,1955,-0.441
910,estimates,5yearly,1960,-0.505
910,estimates,5yearly,1965,-0.273
910,estimates,5yearly,1970,-0.964
910,estimates,5yearly,1975,-0.686
910,estimates,5yearly,1980,-0.654
910,estimates,5yearly,1985,-0.173
910,estimates,5yearly,1990,-1.958
910,estimates,5yearly,1995,0.277
910,estimates,5yearly,2000,-0.367
910,estimates,5yearly,2005,-0.449
910,estimates,5yearly,2010,-0.51
910,medium_variant,5yearly,2015,-0.387
910,medium_variant,5yearly,2020,-0.349
910,medium_variant,5yearly,2025,-0.299
910,medium_variant,5yearly,2030,-0.274
910,medium_variant,5yearly,2035,-0.245
910,medium_variant,5yearly,2040,-0.221
910,medium_variant,5yearly,2045,-0.201
910,medium_variant,5yearly,2050,-0.174
910,medium_variant,5yearly,2055,-0.152
910,medium_variant,5yearly,2060,-0.133
910,medium_variant,5yearly,2065,-0.117
910,medium_variant,5yearly,2070,-0.103
910,medium_variant,5yearly,2075,-0.091
910,medium_variant,5yearly,2080,-0.08
910,medium_variant,5yearly,2085,-0.071
910,medium_variant,5yearly,2090,-0.063
910,medium_variant,5yearly,2095,-0.055
