region,variant,freq,year,netmigrationrateper1000pop
925,estimates,5yearly,1950,-1.846
925,estimates,5yearly,1955,-2.993
925,estimates,5yearly,1960,-2.386
925,estimates,5yearly,1965,-2.486
925,estimates,5yearly,1970,0.113
925,estimates,5yearly,1975,1.049
925,estimates,5yearly,1980,0.389
925,estimates,5yearly,1985,-0.378
925,estimates,5yearly,1990,-0.24
925,estimates,5yearly,1995,0.773
925,estimates,5yearly,2000,5.817
925,estimates,5yearly,2005,4.046
925,estimates,5yearly,2010,-1.287
925,medium_variant,5yearly,2015,0.58
925,medium_variant,5yearly,2020,0.838
925,medium_variant,5yearly,2025,1.141
925,medium_variant,5yearly,2030,1.159
925,medium_variant,5yearly,2035,1.174
925,medium_variant,5yearly,2040,1.191
925,medium_variant,5yearly,2045,1.212
925,medium_variant,5yearly,2050,1.177
925,medium_variant,5yearly,2055,1.145
925,medium_variant,5yearly,2060,1.112
925,medium_variant,5yearly,2065,1.075
925,medium_variant,5yearly,2070,1.034
925,medium_variant,5yearly,2075,0.985
925,medium_variant,5yearly,2080,0.93
925,medium_variant,5yearly,2085,0.871
925,medium_variant,5yearly,2090,0.81
925,medium_variant,5yearly,2095,0.746
