region,variant,freq,year,netmigrationrateper1000pop
928,estimates,5yearly,1950,-0.62
928,estimates,5yearly,1955,-0.551
928,estimates,5yearly,1960,0.156
928,estimates,5yearly,1965,-0.28
928,estimates,5yearly,1970,-0.317
928,estimates,5yearly,1975,-1.167
928,estimates,5yearly,1980,-0.895
928,estimates,5yearly,1985,-2.758
928,estimates,5yearly,1990,-1.149
928,estimates,5yearly,1995,-1.353
928,estimates,5yearly,2000,-1.664
928,estimates,5yearly,2005,-0.852
928,estimates,5yearly,2010,-0.747
928,medium_variant,5yearly,2015,-0.513
928,medium_variant,5yearly,2020,-0.469
928,medium_variant,5yearly,2025,-0.431
928,medium_variant,5yearly,2030,-0.399
928,medium_variant,5yearly,2035,-0.371
928,medium_variant,5yearly,2040,-0.348
928,medium_variant,5yearly,2045,-0.328
928,medium_variant,5yearly,2050,-0.296
928,medium_variant,5yearly,2055,-0.267
928,medium_variant,5yearly,2060,-0.242
928,medium_variant,5yearly,2065,-0.219
928,medium_variant,5yearly,2070,-0.199
928,medium_variant,5yearly,2075,-0.18
928,medium_variant,5yearly,2080,-0.164
928,medium_variant,5yearly,2085,-0.148
928,medium_variant,5yearly,2090,-0.134
928,medium_variant,5yearly,2095,-0.12
