region,variant,freq,year,netmigrationrateper1000pop
902,estimates,5yearly,1950,-0.077
902,estimates,5yearly,1955,-0.019
902,estimates,5yearly,1960,-0.225
902,estimates,5yearly,1965,-0.265
902,estimates,5yearly,1970,-0.481
902,estimates,5yearly,1975,-0.418
902,estimates,5yearly,1980,-0.328
902,estimates,5yearly,1985,-0.369
902,estimates,5yearly,1990,-0.501
902,estimates,5yearly,1995,-0.562
902,estimates,5yearly,2000,-0.609
902,estimates,5yearly,2005,-0.598
902,estimates,5yearly,2010,-0.373
902,medium_variant,5yearly,2015,-0.381
902,medium_variant,5yearly,2020,-0.333
902,medium_variant,5yearly,2025,-0.331
902,medium_variant,5yearly,2030,-0.316
902,medium_variant,5yearly,2035,-0.302
902,medium_variant,5yearly,2040,-0.291
902,medium_variant,5yearly,2045,-0.281
902,medium_variant,5yearly,2050,-0.259
902,medium_variant,5yearly,2055,-0.239
902,medium_variant,5yearly,2060,-0.221
902,medium_variant,5yearly,2065,-0.204
902,medium_variant,5yearly,2070,-0.188
902,medium_variant,5yearly,2075,-0.173
902,medium_variant,5yearly,2080,-0.158
902,medium_variant,5yearly,2085,-0.145
902,medium_variant,5yearly,2090,-0.132
902,medium_variant,5yearly,2095,-0.119
902,estimates,5yearly,Regi,Less developed regions
902,medium_variant,5yearly,Regi,Less developed regions
