region,variant,freq,year,netmigrationrateper1000pop
901,estimates,5yearly,1950,0.166
901,estimates,5yearly,1955,0.043
901,estimates,5yearly,1960,0.537
901,estimates,5yearly,1965,0.679
901,estimates,5yearly,1970,1.338
901,estimates,5yearly,1975,1.253
901,estimates,5yearly,1980,1.064
901,estimates,5yearly,1985,1.296
901,estimates,5yearly,1990,1.892
901,estimates,5yearly,1995,2.27
901,estimates,5yearly,2000,2.608
901,estimates,5yearly,2005,2.702
901,estimates,5yearly,2010,1.777
901,medium_variant,5yearly,2015,1.913
901,medium_variant,5yearly,2020,1.756
901,medium_variant,5yearly,2025,1.823
901,medium_variant,5yearly,2030,1.814
901,medium_variant,5yearly,2035,1.808
901,medium_variant,5yearly,2040,1.806
901,medium_variant,5yearly,2045,1.806
901,medium_variant,5yearly,2050,1.717
901,medium_variant,5yearly,2055,1.629
901,medium_variant,5yearly,2060,1.542
901,medium_variant,5yearly,2065,1.454
901,medium_variant,5yearly,2070,1.366
901,medium_variant,5yearly,2075,1.276
901,medium_variant,5yearly,2080,1.186
901,medium_variant,5yearly,2085,1.095
901,medium_variant,5yearly,2090,1.003
901,medium_variant,5yearly,2095,0.912
