region,variant,freq,year,netmigrationrateper1000pop
1500,estimates,5yearly,1950,-1.454
1500,estimates,5yearly,1955,-0.571
1500,estimates,5yearly,1960,-0.63
1500,estimates,5yearly,1965,-0.082
1500,estimates,5yearly,1970,-1.231
1500,estimates,5yearly,1975,-2.475
1500,estimates,5yearly,1980,-3.956
1500,estimates,5yearly,1985,-1.998
1500,estimates,5yearly,1990,0.542
1500,estimates,5yearly,1995,-1.039
1500,estimates,5yearly,2000,-0.36
1500,estimates,5yearly,2005,-1.154
1500,estimates,5yearly,2010,-0.715
1500,medium_variant,5yearly,2015,-0.636
1500,medium_variant,5yearly,2020,-0.549
1500,medium_variant,5yearly,2025,-0.503
1500,medium_variant,5yearly,2030,-0.452
1500,medium_variant,5yearly,2035,-0.405
1500,medium_variant,5yearly,2040,-0.366
1500,medium_variant,5yearly,2045,-0.332
1500,medium_variant,5yearly,2050,-0.289
1500,medium_variant,5yearly,2055,-0.252
1500,medium_variant,5yearly,2060,-0.221
1500,medium_variant,5yearly,2065,-0.194
1500,medium_variant,5yearly,2070,-0.171
1500,medium_variant,5yearly,2075,-0.151
1500,medium_variant,5yearly,2080,-0.133
1500,medium_variant,5yearly,2085,-0.117
1500,medium_variant,5yearly,2090,-0.103
1500,medium_variant,5yearly,2095,-0.091
