region,variant,freq,year,netmigrationrateper1000pop
1502,estimates,5yearly,1950,-0.021
1502,estimates,5yearly,1955,-0.276
1502,estimates,5yearly,1960,-0.581
1502,estimates,5yearly,1965,-0.36
1502,estimates,5yearly,1970,-0.428
1502,estimates,5yearly,1975,-0.302
1502,estimates,5yearly,1980,-0.035
1502,estimates,5yearly,1985,-0.255
1502,estimates,5yearly,1990,-0.573
1502,estimates,5yearly,1995,-0.283
1502,estimates,5yearly,2000,-0.361
1502,estimates,5yearly,2005,-0.243
1502,estimates,5yearly,2010,0.15
1502,medium_variant,5yearly,2015,-0.034
1502,medium_variant,5yearly,2020,-0.303
1502,medium_variant,5yearly,2025,-0.243
1502,medium_variant,5yearly,2030,-0.176
1502,medium_variant,5yearly,2035,-0.16
1502,medium_variant,5yearly,2040,-0.16
1502,medium_variant,5yearly,2045,-0.161
1502,medium_variant,5yearly,2050,-0.154
1502,medium_variant,5yearly,2055,-0.147
1502,medium_variant,5yearly,2060,-0.141
1502,medium_variant,5yearly,2065,-0.135
1502,medium_variant,5yearly,2070,-0.128
1502,medium_variant,5yearly,2075,-0.122
1502,medium_variant,5yearly,2080,-0.115
1502,medium_variant,5yearly,2085,-0.108
1502,medium_variant,5yearly,2090,-0.101
1502,medium_variant,5yearly,2095,-0.093
1502,estimates,5yearly,Regi,Upper-middle-income countries
1502,medium_variant,5yearly,Regi,Upper-middle-income countries
