region,variant,freq,year,netmigrationrateper1000pop
1517,estimates,5yearly,1950,-0.002
1517,estimates,5yearly,1955,-0.209
1517,estimates,5yearly,1960,-0.332
1517,estimates,5yearly,1965,-0.352
1517,estimates,5yearly,1970,-0.456
1517,estimates,5yearly,1975,-0.299
1517,estimates,5yearly,1980,-0.091
1517,estimates,5yearly,1985,-0.309
1517,estimates,5yearly,1990,-0.585
1517,estimates,5yearly,1995,-0.555
1517,estimates,5yearly,2000,-0.73
1517,estimates,5yearly,2005,-0.76
1517,estimates,5yearly,2010,-0.508
1517,medium_variant,5yearly,2015,-0.436
1517,medium_variant,5yearly,2020,-0.35
1517,medium_variant,5yearly,2025,-0.348
1517,medium_variant,5yearly,2030,-0.329
1517,medium_variant,5yearly,2035,-0.315
1517,medium_variant,5yearly,2040,-0.307
1517,medium_variant,5yearly,2045,-0.3
1517,medium_variant,5yearly,2050,-0.28
1517,medium_variant,5yearly,2055,-0.262
1517,medium_variant,5yearly,2060,-0.245
1517,medium_variant,5yearly,2065,-0.229
1517,medium_variant,5yearly,2070,-0.214
1517,medium_variant,5yearly,2075,-0.199
1517,medium_variant,5yearly,2080,-0.184
1517,medium_variant,5yearly,2085,-0.17
1517,medium_variant,5yearly,2090,-0.156
1517,medium_variant,5yearly,2095,-0.142
