region,variant,freq,year,netmigrationrateper1000pop
926,estimates,5yearly,1950,0.394
926,estimates,5yearly,1955,1.441
926,estimates,5yearly,1960,3.177
926,estimates,5yearly,1965,1.883
926,estimates,5yearly,1970,2.266
926,estimates,5yearly,1975,0.565
926,estimates,5yearly,1980,0.54
926,estimates,5yearly,1985,3.029
926,estimates,5yearly,1990,4.213
926,estimates,5yearly,1995,1.607
926,estimates,5yearly,2000,2.216
926,estimates,5yearly,2005,1.586
926,estimates,5yearly,2010,3.339
926,medium_variant,5yearly,2015,3.044
926,medium_variant,5yearly,2020,1.985
926,medium_variant,5yearly,2025,1.963
926,medium_variant,5yearly,2030,1.951
926,medium_variant,5yearly,2035,1.943
926,medium_variant,5yearly,2040,1.941
926,medium_variant,5yearly,2045,1.944
926,medium_variant,5yearly,2050,1.853
926,medium_variant,5yearly,2055,1.764
926,medium_variant,5yearly,2060,1.673
926,medium_variant,5yearly,2065,1.579
926,medium_variant,5yearly,2070,1.483
926,medium_variant,5yearly,2075,1.386
926,medium_variant,5yearly,2080,1.29
926,medium_variant,5yearly,2085,1.194
926,medium_variant,5yearly,2090,1.096
926,medium_variant,5yearly,2095,0.997
