region,variant,freq,year,netmigrationrateper1000pop
911,estimates,5yearly,1950,-0.044
911,estimates,5yearly,1955,-0.019
911,estimates,5yearly,1960,-0.013
911,estimates,5yearly,1965,0.041
911,estimates,5yearly,1970,-0.855
911,estimates,5yearly,1975,-0.371
911,estimates,5yearly,1980,-0.882
911,estimates,5yearly,1985,-0.359
911,estimates,5yearly,1990,3.803
911,estimates,5yearly,1995,-2.222
911,estimates,5yearly,2000,0.378
911,estimates,5yearly,2005,0.29
911,estimates,5yearly,2010,-0.168
911,medium_variant,5yearly,2015,0.018
911,medium_variant,5yearly,2020,0.001
911,medium_variant,5yearly,2025,-0.089
911,medium_variant,5yearly,2030,-0.089
911,medium_variant,5yearly,2035,-0.078
911,medium_variant,5yearly,2040,-0.073
911,medium_variant,5yearly,2045,-0.068
911,medium_variant,5yearly,2050,-0.058
911,medium_variant,5yearly,2055,-0.05
911,medium_variant,5yearly,2060,-0.043
911,medium_variant,5yearly,2065,-0.038
911,medium_variant,5yearly,2070,-0.033
911,medium_variant,5yearly,2075,-0.029
911,medium_variant,5yearly,2080,-0.025
911,medium_variant,5yearly,2085,-0.022
911,medium_variant,5yearly,2090,-0.019
911,medium_variant,5yearly,2095,-0.017
