continent,variant,freq,year,populationgrowthrate
903,estimates,5yearly,1950,2.101
903,estimates,5yearly,1955,2.313
903,estimates,5yearly,1960,2.46
903,estimates,5yearly,1965,2.557
903,estimates,5yearly,1970,2.627
903,estimates,5yearly,1975,2.771
903,estimates,5yearly,1980,2.824
903,estimates,5yearly,1985,2.759
903,estimates,5yearly,1990,2.607
903,estimates,5yearly,1995,2.461
903,estimates,5yearly,2000,2.464
903,estimates,5yearly,2005,2.53
903,estimates,5yearly,2010,2.587
903,constant_fertility,5yearly,2015,2.713
903,constant_mortality,5yearly,2015,2.386
903,high_variant,5yearly,2015,2.657
903,instant_replacement,5yearly,2015,1.031
903,low_variant,5yearly,2015,2.319
903,medium_variant,5yearly,2015,2.489
903,momentum,5yearly,2015,1.021
903,no_change,5yearly,2015,2.609
903,zero_migration,5yearly,2015,2.527
903,constant_fertility,5yearly,2020,2.774
903,constant_mortality,5yearly,2020,2.195
903,high_variant,5yearly,2020,2.611
903,instant_replacement,5yearly,2020,1.159
903,low_variant,5yearly,2020,2.108
903,medium_variant,5yearly,2020,2.363
903,momentum,5yearly,2020,1.122
903,no_change,5yearly,2020,2.601
903,zero_migration,5yearly,2020,2.398
903,constant_fertility,5yearly,2025,2.813
903,constant_mortality,5yearly,2025,2.027
903,high_variant,5yearly,2025,2.539
903,instant_replacement,5yearly,2025,1.258
903,low_variant,5yearly,2025,1.945
903,medium_variant,5yearly,2025,2.25
903,momentum,5yearly,2025,1.192
903,no_change,5yearly,2025,2.582
903,zero_migration,5yearly,2025,2.283
903,constant_fertility,5yearly,2030,2.847
903,constant_mortality,5yearly,2030,1.875
903,high_variant,5yearly,2030,2.421
903,instant_replacement,5yearly,2030,1.288
903,low_variant,5yearly,2030,1.854
903,medium_variant,5yearly,2030,2.148
903,momentum,5yearly,2030,1.19
903,no_change,5yearly,2030,2.566
903,zero_migration,5yearly,2030,2.176
903,constant_fertility,5yearly,2035,2.891
903,constant_mortality,5yearly,2035,1.721
903,high_variant,5yearly,2035,2.324
903,instant_replacement,5yearly,2035,1.18
903,low_variant,5yearly,2035,1.732
903,medium_variant,5yearly,2035,2.039
903,momentum,5yearly,2035,1.046
903,no_change,5yearly,2035,2.563
903,zero_migration,5yearly,2035,2.064
903,constant_fertility,5yearly,2040,2.942
903,constant_mortality,5yearly,2040,1.556
903,high_variant,5yearly,2040,2.236
903,instant_replacement,5yearly,2040,0.982
903,low_variant,5yearly,2040,1.577
903,medium_variant,5yearly,2040,1.917
903,momentum,5yearly,2040,0.816
903,no_change,5yearly,2040,2.569
903,zero_migration,5yearly,2040,1.939
903,constant_fertility,5yearly,2045,2.993
903,constant_mortality,5yearly,2045,1.385
903,high_variant,5yearly,2045,2.146
903,instant_replacement,5yearly,2045,0.8
903,low_variant,5yearly,2045,1.409
903,medium_variant,5yearly,2045,1.787
903,momentum,5yearly,2045,0.61
903,no_change,5yearly,2045,2.58
903,zero_migration,5yearly,2045,1.807
903,constant_fertility,5yearly,2050,3.042
903,constant_mortality,5yearly,2050,1.22
903,high_variant,5yearly,2050,2.047
903,instant_replacement,5yearly,2050,0.673
903,low_variant,5yearly,2050,1.246
903,medium_variant,5yearly,2050,1.657
903,momentum,5yearly,2050,0.468
903,no_change,5yearly,2050,2.592
903,zero_migration,5yearly,2050,1.676
903,constant_fertility,5yearly,2055,3.086
903,constant_mortality,5yearly,2055,1.062
903,high_variant,5yearly,2055,1.941
903,instant_replacement,5yearly,2055,0.598
903,low_variant,5yearly,2055,1.094
903,medium_variant,5yearly,2055,1.531
903,momentum,5yearly,2055,0.383
903,no_change,5yearly,2055,2.606
903,zero_migration,5yearly,2055,1.547
903,constant_fertility,5yearly,2060,3.128
903,constant_mortality,5yearly,2060,0.915
903,high_variant,5yearly,2060,1.836
903,instant_replacement,5yearly,2060,0.541
903,low_variant,5yearly,2060,0.955
903,medium_variant,5yearly,2060,1.412
903,momentum,5yearly,2060,0.317
903,no_change,5yearly,2060,2.624
903,zero_migration,5yearly,2060,1.426
903,constant_fertility,5yearly,2065,3.17
903,constant_mortality,5yearly,2065,0.775
903,high_variant,5yearly,2065,1.737
903,instant_replacement,5yearly,2065,0.457
903,low_variant,5yearly,2065,0.819
903,medium_variant,5yearly,2065,1.296
903,momentum,5yearly,2065,0.227
903,no_change,5yearly,2065,2.645
903,zero_migration,5yearly,2065,1.308
903,constant_fertility,5yearly,2070,3.212
903,constant_mortality,5yearly,2070,0.638
903,high_variant,5yearly,2070,1.643
903,instant_replacement,5yearly,2070,0.351
903,low_variant,5yearly,2070,0.679
903,medium_variant,5yearly,2070,1.182
903,momentum,5yearly,2070,0.118
903,no_change,5yearly,2070,2.669
903,zero_migration,5yearly,2070,1.192
903,constant_fertility,5yearly,2075,3.253
903,constant_mortality,5yearly,2075,0.503
903,high_variant,5yearly,2075,1.554
903,instant_replacement,5yearly,2075,0.244
903,low_variant,5yearly,2075,0.539
903,medium_variant,5yearly,2075,1.07
903,momentum,5yearly,2075,0.019
903,no_change,5yearly,2075,2.694
903,zero_migration,5yearly,2075,1.079
903,constant_fertility,5yearly,2080,3.292
903,constant_mortality,5yearly,2080,0.372
903,high_variant,5yearly,2080,1.468
903,instant_replacement,5yearly,2080,0.166
903,low_variant,5yearly,2080,0.403
903,medium_variant,5yearly,2080,0.962
903,momentum,5yearly,2080,-0.04
903,no_change,5yearly,2080,2.717
903,zero_migration,5yearly,2080,0.97
903,constant_fertility,5yearly,2085,3.327
903,constant_mortality,5yearly,2085,0.247
903,high_variant,5yearly,2085,1.382
903,instant_replacement,5yearly,2085,0.123
903,low_variant,5yearly,2085,0.273
903,medium_variant,5yearly,2085,0.859
903,momentum,5yearly,2085,-0.05
903,no_change,5yearly,2085,2.739
903,zero_migration,5yearly,2085,0.866
903,constant_fertility,5yearly,2090,3.36
903,constant_mortality,5yearly,2090,0.13
903,high_variant,5yearly,2090,1.298
903,instant_replacement,5yearly,2090,0.111
903,low_variant,5yearly,2090,0.149
903,medium_variant,5yearly,2090,0.759
903,momentum,5yearly,2090,-0.022
903,no_change,5yearly,2090,2.76
903,zero_migration,5yearly,2090,0.765
903,constant_fertility,5yearly,2095,3.391
903,constant_mortality,5yearly,2095,0.021
903,high_variant,5yearly,2095,1.217
903,instant_replacement,5yearly,2095,0.124
903,low_variant,5yearly,2095,0.033
903,medium_variant,5yearly,2095,0.664
903,momentum,5yearly,2095,0.015
903,no_change,5yearly,2095,2.779
903,zero_migration,5yearly,2095,0.67
903,constant_fertility,5yearly,Regi,AFRICA
903,constant_mortality,5yearly,Regi,AFRICA
903,estimates,5yearly,Regi,AFRICA
903,high_variant,5yearly,Regi,AFRICA
903,instant_replacement,5yearly,Regi,AFRICA
903,low_variant,5yearly,Regi,AFRICA
903,medium_variant,5yearly,Regi,AFRICA
903,momentum,5yearly,Regi,AFRICA
903,no_change,5yearly,Regi,AFRICA
903,zero_migration,5yearly,Regi,AFRICA
