country,year,variant,freq,age5yearinterval,noofbirthbymother
112,1950,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1950,estimates,5yearly,15_19,26.558
112,1950,estimates,5yearly,20_24,267.803
112,1950,estimates,5yearly,25_29,316.912
112,1950,estimates,5yearly,30_34,142.3
112,1950,estimates,5yearly,35_39,85.842
112,1950,estimates,5yearly,40_44,48.409
112,1950,estimates,5yearly,45_49,6.543
112,1955,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1955,estimates,5yearly,15_19,26.274
112,1955,estimates,5yearly,20_24,276.73
112,1955,estimates,5yearly,25_29,335.836
112,1955,estimates,5yearly,30_34,209.795
112,1955,estimates,5yearly,35_39,90.007
112,1955,estimates,5yearly,40_44,28.035
112,1955,estimates,5yearly,45_49,5.885
112,1960,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1960,estimates,5yearly,15_19,23.775
112,1960,estimates,5yearly,20_24,236.686
112,1960,estimates,5yearly,25_29,301.739
112,1960,estimates,5yearly,30_34,214.054
112,1960,estimates,5yearly,35_39,101.059
112,1960,estimates,5yearly,40_44,25.337
112,1960,estimates,5yearly,45_49,3.003
112,1965,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1965,estimates,5yearly,15_19,29.44
112,1965,estimates,5yearly,20_24,208.101
112,1965,estimates,5yearly,25_29,212.647
112,1965,estimates,5yearly,30_34,174.237
112,1965,estimates,5yearly,35_39,85.982
112,1965,estimates,5yearly,40_44,24.135
112,1965,estimates,5yearly,45_49,2.398
112,1970,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1970,estimates,5yearly,15_19,49.198
112,1970,estimates,5yearly,20_24,276.233
112,1970,estimates,5yearly,25_29,183.033
112,1970,estimates,5yearly,30_34,124.547
112,1970,estimates,5yearly,35_39,71.814
112,1970,estimates,5yearly,40_44,18.117
112,1970,estimates,5yearly,45_49,1.267
112,1975,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1975,estimates,5yearly,15_19,62.802
112,1975,estimates,5yearly,20_24,331.976
112,1975,estimates,5yearly,25_29,201.877
112,1975,estimates,5yearly,30_34,91.896
112,1975,estimates,5yearly,35_39,41.168
112,1975,estimates,5yearly,40_44,12.962
112,1975,estimates,5yearly,45_49,0.782
112,1980,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1980,estimates,5yearly,15_19,63.519
112,1980,estimates,5yearly,20_24,364.687
112,1980,estimates,5yearly,25_29,242.408
112,1980,estimates,5yearly,30_34,101.07
112,1980,estimates,5yearly,35_39,31.183
112,1980,estimates,5yearly,40_44,6.957
112,1980,estimates,5yearly,45_49,0.503
112,1985,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1985,estimates,5yearly,15_19,68.07
112,1985,estimates,5yearly,20_24,340.996
112,1985,estimates,5yearly,25_29,240.386
112,1985,estimates,5yearly,30_34,109.195
112,1985,estimates,5yearly,35_39,35.423
112,1985,estimates,5yearly,40_44,6.388
112,1985,estimates,5yearly,45_49,0.273
112,1990,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1990,estimates,5yearly,15_19,80.481
112,1990,estimates,5yearly,20_24,269.024
112,1990,estimates,5yearly,25_29,156.769
112,1990,estimates,5yearly,30_34,76.007
112,1990,estimates,5yearly,35_39,26.142
112,1990,estimates,5yearly,40_44,4.837
112,1990,estimates,5yearly,45_49,0.221
112,1995,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,1995,estimates,5yearly,15_19,62.419
112,1995,estimates,5yearly,20_24,199.749
112,1995,estimates,5yearly,25_29,123.224
112,1995,estimates,5yearly,30_34,58.569
112,1995,estimates,5yearly,35_39,21.662
112,1995,estimates,5yearly,40_44,4.146
112,1995,estimates,5yearly,45_49,0.167
112,2000,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,2000,estimates,5yearly,15_19,46.409
112,2000,estimates,5yearly,20_24,180.619
112,2000,estimates,5yearly,25_29,129.641
112,2000,estimates,5yearly,30_34,64.952
112,2000,estimates,5yearly,35_39,22.948
112,2000,estimates,5yearly,40_44,4.526
112,2000,estimates,5yearly,45_49,0.194
112,2005,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,2005,estimates,5yearly,15_19,36.831
112,2005,estimates,5yearly,20_24,178.402
112,2005,estimates,5yearly,25_29,166.662
112,2005,estimates,5yearly,30_34,90.953
112,2005,estimates,5yearly,35_39,32.641
112,2005,estimates,5yearly,40_44,5.548
112,2005,estimates,5yearly,45_49,0.202
112,2010,estimates,5yearly,"Region, subregion, country or area *",Belarus
112,2010,estimates,5yearly,15_19,27.494
112,2010,estimates,5yearly,20_24,155.005
112,2010,estimates,5yearly,25_29,204.677
112,2010,estimates,5yearly,30_34,128.073
112,2010,estimates,5yearly,35_39,48.617
112,2010,estimates,5yearly,40_44,8.078
112,2010,estimates,5yearly,45_49,0.239
112,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Belarus
112,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Belarus
112,2015,high_variant,5yearly,"Region, subregion, country or area *",Belarus
112,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Belarus
112,2015,low_variant,5yearly,"Region, subregion, country or area *",Belarus
