country,year,variant,freq,age5yearinterval,noofbirthbymother
84,1950,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1950,estimates,5yearly,15_19,3.437
84,1950,estimates,5yearly,20_24,6.327
84,1950,estimates,5yearly,25_29,4.375
84,1950,estimates,5yearly,30_34,2.876
84,1950,estimates,5yearly,35_39,1.479
84,1950,estimates,5yearly,40_44,0.514
84,1950,estimates,5yearly,45_49,0.041
84,1955,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1955,estimates,5yearly,15_19,3.561
84,1955,estimates,5yearly,20_24,6.551
84,1955,estimates,5yearly,25_29,4.715
84,1955,estimates,5yearly,30_34,3.199
84,1955,estimates,5yearly,35_39,1.489
84,1955,estimates,5yearly,40_44,0.534
84,1955,estimates,5yearly,45_49,0.048
84,1960,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1960,estimates,5yearly,15_19,4.047
84,1960,estimates,5yearly,20_24,6.862
84,1960,estimates,5yearly,25_29,4.95
84,1960,estimates,5yearly,30_34,3.498
84,1960,estimates,5yearly,35_39,1.68
84,1960,estimates,5yearly,40_44,0.543
84,1960,estimates,5yearly,45_49,0.05
84,1965,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1965,estimates,5yearly,15_19,5.134
84,1965,estimates,5yearly,20_24,7.812
84,1965,estimates,5yearly,25_29,5.103
84,1965,estimates,5yearly,30_34,3.581
84,1965,estimates,5yearly,35_39,1.795
84,1965,estimates,5yearly,40_44,0.601
84,1965,estimates,5yearly,45_49,0.051
84,1970,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1970,estimates,5yearly,15_19,6.373
84,1970,estimates,5yearly,20_24,9.438
84,1970,estimates,5yearly,25_29,5.292
84,1970,estimates,5yearly,30_34,3.331
84,1970,estimates,5yearly,35_39,1.695
84,1970,estimates,5yearly,40_44,0.608
84,1970,estimates,5yearly,45_49,0.054
84,1975,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1975,estimates,5yearly,15_19,7.317
84,1975,estimates,5yearly,20_24,10.496
84,1975,estimates,5yearly,25_29,5.935
84,1975,estimates,5yearly,30_34,3.398
84,1975,estimates,5yearly,35_39,1.602
84,1975,estimates,5yearly,40_44,0.593
84,1975,estimates,5yearly,45_49,0.056
84,1980,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1980,estimates,5yearly,15_19,7.002
84,1980,estimates,5yearly,20_24,11.375
84,1980,estimates,5yearly,25_29,6.496
84,1980,estimates,5yearly,30_34,3.783
84,1980,estimates,5yearly,35_39,1.579
84,1980,estimates,5yearly,40_44,0.524
84,1980,estimates,5yearly,45_49,0.05
84,1985,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1985,estimates,5yearly,15_19,6.62
84,1985,estimates,5yearly,20_24,11.957
84,1985,estimates,5yearly,25_29,7.592
84,1985,estimates,5yearly,30_34,4.263
84,1985,estimates,5yearly,35_39,1.812
84,1985,estimates,5yearly,40_44,0.518
84,1985,estimates,5yearly,45_49,0.044
84,1990,estimates,5yearly,"Region, subregion, country or area *",Belize
84,1990,estimates,5yearly,15_19,6.534
84,1990,estimates,5yearly,20_24,11.304
84,1990,estimates,5yearly,25_29,7.871
84,1990,estimates,5yearly,30_34,5.333
84,1990,estimates,5yearly,35_39,2.202
84,1990,estimates,5yearly,40_44,0.643
84,1990,estimates,5yearly,45_49,0.048
84,1995,estimates,5yearly,"Region, subregion, country or area *",Belize
