country,year,variant,freq,age5yearinterval,noofbirthbymother
682,1950,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1950,estimates,5yearly,15_19,99.759
682,1950,estimates,5yearly,20_24,199.754
682,1950,estimates,5yearly,25_29,183.723
682,1950,estimates,5yearly,30_34,140.384
682,1950,estimates,5yearly,35_39,100.851
682,1950,estimates,5yearly,40_44,50.876
682,1950,estimates,5yearly,45_49,22.86
682,1955,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1955,estimates,5yearly,15_19,114.24
682,1955,estimates,5yearly,20_24,227.555
682,1955,estimates,5yearly,25_29,209.955
682,1955,estimates,5yearly,30_34,160.293
682,1955,estimates,5yearly,35_39,114.197
682,1955,estimates,5yearly,40_44,56.781
682,1955,estimates,5yearly,45_49,25.271
682,1960,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1960,estimates,5yearly,15_19,136.114
682,1960,estimates,5yearly,20_24,265.97
682,1960,estimates,5yearly,25_29,244.775
682,1960,estimates,5yearly,30_34,187.661
682,1960,estimates,5yearly,35_39,133.38
682,1960,estimates,5yearly,40_44,65.658
682,1960,estimates,5yearly,45_49,28.736
682,1965,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1965,estimates,5yearly,15_19,162.365
682,1965,estimates,5yearly,20_24,317.31
682,1965,estimates,5yearly,25_29,288.212
682,1965,estimates,5yearly,30_34,220.388
682,1965,estimates,5yearly,35_39,156.546
682,1965,estimates,5yearly,40_44,76.723
682,1965,estimates,5yearly,45_49,33.146
682,1970,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1970,estimates,5yearly,15_19,197.623
682,1970,estimates,5yearly,20_24,389.478
682,1970,estimates,5yearly,25_29,357.773
682,1970,estimates,5yearly,30_34,270.235
682,1970,estimates,5yearly,35_39,189.82
682,1970,estimates,5yearly,40_44,92.68
682,1970,estimates,5yearly,45_49,39.658
682,1975,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1975,estimates,5yearly,15_19,247.959
682,1975,estimates,5yearly,20_24,479.439
682,1975,estimates,5yearly,25_29,443.482
682,1975,estimates,5yearly,30_34,339.386
682,1975,estimates,5yearly,35_39,236.183
682,1975,estimates,5yearly,40_44,113.901
682,1975,estimates,5yearly,45_49,48.542
682,1980,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1980,estimates,5yearly,15_19,304.952
682,1980,estimates,5yearly,20_24,627.192
682,1980,estimates,5yearly,25_29,590.888
682,1980,estimates,5yearly,30_34,451.568
682,1980,estimates,5yearly,35_39,308.834
682,1980,estimates,5yearly,40_44,135.943
682,1980,estimates,5yearly,45_49,53.314
682,1985,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1985,estimates,5yearly,15_19,267.926
682,1985,estimates,5yearly,20_24,693.883
682,1985,estimates,5yearly,25_29,749.599
682,1985,estimates,5yearly,30_34,562.63
682,1985,estimates,5yearly,35_39,349.942
682,1985,estimates,5yearly,40_44,137.918
682,1985,estimates,5yearly,45_49,51.501
682,1990,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1990,estimates,5yearly,15_19,233.91
682,1990,estimates,5yearly,20_24,658.111
682,1990,estimates,5yearly,25_29,767.005
682,1990,estimates,5yearly,30_34,644.274
682,1990,estimates,5yearly,35_39,402.614
682,1990,estimates,5yearly,40_44,157.31
682,1990,estimates,5yearly,45_49,55.019
682,1995,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,1995,estimates,5yearly,15_19,170.285
682,1995,estimates,5yearly,20_24,581.919
682,1995,estimates,5yearly,25_29,744.714
682,1995,estimates,5yearly,30_34,614.634
682,1995,estimates,5yearly,35_39,429.383
682,1995,estimates,5yearly,40_44,168.739
682,1995,estimates,5yearly,45_49,57.228
682,2000,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2000,estimates,5yearly,15_19,114.433
682,2000,estimates,5yearly,20_24,495.123
682,2000,estimates,5yearly,25_29,925.884
682,2000,estimates,5yearly,30_34,619.014
682,2000,estimates,5yearly,35_39,434.399
682,2000,estimates,5yearly,40_44,173.795
682,2000,estimates,5yearly,45_49,54.707
682,2005,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2005,estimates,5yearly,15_19,76.133
682,2005,estimates,5yearly,20_24,467.534
682,2005,estimates,5yearly,25_29,1011.436
682,2005,estimates,5yearly,30_34,692.207
682,2005,estimates,5yearly,35_39,489.301
682,2005,estimates,5yearly,40_44,190.115
682,2005,estimates,5yearly,45_49,63.41
682,2010,estimates,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2010,estimates,5yearly,15_19,63.871
682,2010,estimates,5yearly,20_24,385.336
682,2010,estimates,5yearly,25_29,977.706
682,2010,estimates,5yearly,30_34,752.219
682,2010,estimates,5yearly,35_39,585.671
682,2010,estimates,5yearly,40_44,221.913
682,2010,estimates,5yearly,45_49,76.153
682,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,high_variant,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,low_variant,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,medium_variant,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,momentum,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,no_change,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,zero_migration,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2015,constant_fertility,5yearly,15_19,58.457
682,2015,constant_mortality,5yearly,15_19,43.598
682,2015,high_variant,5yearly,15_19,47.995
682,2015,instant_replacement,5yearly,15_19,36.629
682,2015,low_variant,5yearly,15_19,39.207
682,2015,medium_variant,5yearly,15_19,43.604
682,2015,momentum,5yearly,15_19,38.733
682,2015,no_change,5yearly,15_19,58.449
682,2015,zero_migration,5yearly,15_19,45.931
682,2015,constant_fertility,5yearly,20_24,374.859
682,2015,constant_mortality,5yearly,20_24,305.087
682,2015,high_variant,5yearly,20_24,335.876
682,2015,instant_replacement,5yearly,20_24,256.329
682,2015,low_variant,5yearly,20_24,274.377
682,2015,medium_variant,5yearly,20_24,305.121
682,2015,momentum,5yearly,20_24,260.319
682,2015,no_change,5yearly,20_24,374.817
682,2015,zero_migration,5yearly,20_24,308.678
682,2015,constant_fertility,5yearly,25_29,1107.661
682,2015,constant_mortality,5yearly,25_29,1032.321
682,2015,high_variant,5yearly,25_29,1136.463
682,2015,instant_replacement,5yearly,25_29,867.333
682,2015,low_variant,5yearly,25_29,928.387
682,2015,medium_variant,5yearly,25_29,1032.425
682,2015,momentum,5yearly,25_29,823.89
682,2015,no_change,5yearly,25_29,1107.55
682,2015,zero_migration,5yearly,25_29,976.934
682,2015,constant_fertility,5yearly,30_34,846.729
682,2015,constant_mortality,5yearly,30_34,789.492
682,2015,high_variant,5yearly,30_34,869.132
682,2015,instant_replacement,5yearly,30_34,663.308
682,2015,low_variant,5yearly,30_34,709.992
682,2015,medium_variant,5yearly,30_34,789.569
682,2015,momentum,5yearly,30_34,634.646
682,2015,no_change,5yearly,30_34,846.646
682,2015,zero_migration,5yearly,30_34,752.529
682,2015,constant_fertility,5yearly,35_39,673.388
682,2015,constant_mortality,5yearly,35_39,630.335
682,2015,high_variant,5yearly,35_39,693.954
682,2015,instant_replacement,5yearly,35_39,529.61
682,2015,low_variant,5yearly,35_39,566.896
682,2015,medium_variant,5yearly,35_39,630.422
682,2015,momentum,5yearly,35_39,532.675
682,2015,no_change,5yearly,35_39,673.295
682,2015,zero_migration,5yearly,35_39,631.65
682,2015,constant_fertility,5yearly,40_44,294.151
682,2015,constant_mortality,5yearly,40_44,263.77
682,2015,high_variant,5yearly,40_44,290.43
682,2015,instant_replacement,5yearly,40_44,221.652
682,2015,low_variant,5yearly,40_44,237.251
682,2015,medium_variant,5yearly,40_44,263.84
682,2015,momentum,5yearly,40_44,226.291
682,2015,no_change,5yearly,40_44,294.073
682,2015,zero_migration,5yearly,40_44,268.374
682,2015,constant_fertility,5yearly,45_49,105.984
682,2015,constant_mortality,5yearly,45_49,94.263
682,2015,high_variant,5yearly,45_49,103.805
682,2015,instant_replacement,5yearly,45_49,79.221
682,2015,low_variant,5yearly,45_49,84.798
682,2015,medium_variant,5yearly,45_49,94.302
682,2015,momentum,5yearly,45_49,80.979
682,2015,no_change,5yearly,45_49,105.94
682,2015,zero_migration,5yearly,45_49,96.053
682,2020,constant_fertility,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,constant_mortality,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,high_variant,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,instant_replacement,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,low_variant,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,medium_variant,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,momentum,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,no_change,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,zero_migration,5yearly,"Region, subregion, country or area *",Saudi Arabia
682,2020,constant_fertility,5yearly,15_19,61.208
682,2020,constant_mortality,5yearly,15_19,35.728
682,2020,high_variant,5yearly,15_19,41.981
682,2020,instant_replacement,5yearly,15_19,32.368
682,2020,low_variant,5yearly,15_19,29.516
682,2020,medium_variant,5yearly,15_19,35.749
682,2020,momentum,5yearly,15_19,35.638
682,2020,no_change,5yearly,15_19,61.173
682,2020,zero_migration,5yearly,15_19,39.105
682,2020,constant_fertility,5yearly,20_24,356.54
682,2020,constant_mortality,5yearly,20_24,243.967
682,2020,high_variant,5yearly,20_24,286.635
682,2020,instant_replacement,5yearly,20_24,221.002
682,2020,low_variant,5yearly,20_24,201.532
682,2020,medium_variant,5yearly,20_24,244.081
682,2020,momentum,5yearly,20_24,235.376
682,2020,no_change,5yearly,20_24,356.373
682,2020,zero_migration,5yearly,20_24,258.242
682,2020,constant_fertility,5yearly,25_29,1061.145
682,2020,constant_mortality,5yearly,25_29,932.843
682,2020,high_variant,5yearly,25_29,1095.876
682,2020,instant_replacement,5yearly,25_29,844.959
682,2020,low_variant,5yearly,25_29,770.515
