country,year,variant,freq,age5yearinterval,noofbirthbymother
626,1950,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1950,estimates,5yearly,15_19,7.633
626,1950,estimates,5yearly,20_24,29.348
626,1950,estimates,5yearly,25_29,29.017
626,1950,estimates,5yearly,30_34,21.364
626,1950,estimates,5yearly,35_39,12.508
626,1950,estimates,5yearly,40_44,3.23
626,1950,estimates,5yearly,45_49,0.95
626,1955,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1955,estimates,5yearly,15_19,8.175
626,1955,estimates,5yearly,20_24,30.72
626,1955,estimates,5yearly,25_29,30.588
626,1955,estimates,5yearly,30_34,22.914
626,1955,estimates,5yearly,35_39,13.818
626,1955,estimates,5yearly,40_44,3.706
626,1955,estimates,5yearly,45_49,0.891
626,1960,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1960,estimates,5yearly,15_19,9.156
626,1960,estimates,5yearly,20_24,33.684
626,1960,estimates,5yearly,25_29,32.842
626,1960,estimates,5yearly,30_34,24.791
626,1960,estimates,5yearly,35_39,15.223
626,1960,estimates,5yearly,40_44,4.208
626,1960,estimates,5yearly,45_49,1.053
626,1965,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1965,estimates,5yearly,15_19,9.682
626,1965,estimates,5yearly,20_24,36.583
626,1965,estimates,5yearly,25_29,34.919
626,1965,estimates,5yearly,30_34,25.806
626,1965,estimates,5yearly,35_39,15.975
626,1965,estimates,5yearly,40_44,4.503
626,1965,estimates,5yearly,45_49,1.164
626,1970,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1970,estimates,5yearly,15_19,9.411
626,1970,estimates,5yearly,20_24,36.19
626,1970,estimates,5yearly,25_29,35.509
626,1970,estimates,5yearly,30_34,25.71
626,1970,estimates,5yearly,35_39,15.608
626,1970,estimates,5yearly,40_44,4.445
626,1970,estimates,5yearly,45_49,1.174
626,1975,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1975,estimates,5yearly,15_19,7.672
626,1975,estimates,5yearly,20_24,29.631
626,1975,estimates,5yearly,25_29,29.198
626,1975,estimates,5yearly,30_34,20.921
626,1975,estimates,5yearly,35_39,12.264
626,1975,estimates,5yearly,40_44,3.347
626,1975,estimates,5yearly,45_49,0.846
626,1980,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1980,estimates,5yearly,15_19,9.906
626,1980,estimates,5yearly,20_24,38.97
626,1980,estimates,5yearly,25_29,38.654
626,1980,estimates,5yearly,30_34,27.921
626,1980,estimates,5yearly,35_39,16.193
626,1980,estimates,5yearly,40_44,4.244
626,1980,estimates,5yearly,45_49,1.018
626,1985,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1985,estimates,5yearly,15_19,10.797
626,1985,estimates,5yearly,20_24,42.475
626,1985,estimates,5yearly,25_29,41.958
626,1985,estimates,5yearly,30_34,30.267
626,1985,estimates,5yearly,35_39,17.869
626,1985,estimates,5yearly,40_44,4.814
626,1985,estimates,5yearly,45_49,1.178
626,1990,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1990,estimates,5yearly,15_19,11.31
626,1990,estimates,5yearly,20_24,52.35
626,1990,estimates,5yearly,25_29,51.988
626,1990,estimates,5yearly,30_34,37.569
626,1990,estimates,5yearly,35_39,22.195
626,1990,estimates,5yearly,40_44,6.084
626,1990,estimates,5yearly,45_49,1.533
626,1995,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,1995,estimates,5yearly,15_19,13.948
626,1995,estimates,5yearly,20_24,51.779
626,1995,estimates,5yearly,25_29,57.812
626,1995,estimates,5yearly,30_34,41.726
626,1995,estimates,5yearly,35_39,25.967
626,1995,estimates,5yearly,40_44,9.418
626,1995,estimates,5yearly,45_49,3.305
626,2000,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2000,estimates,5yearly,15_19,17.162
626,2000,estimates,5yearly,20_24,50.486
626,2000,estimates,5yearly,25_29,44.437
626,2000,estimates,5yearly,30_34,37.955
626,2000,estimates,5yearly,35_39,24.087
626,2000,estimates,5yearly,40_44,10.834
626,2000,estimates,5yearly,45_49,4.486
626,2005,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2005,estimates,5yearly,15_19,18.209
626,2005,estimates,5yearly,20_24,60.071
626,2005,estimates,5yearly,25_29,48.737
626,2005,estimates,5yearly,30_34,36.597
626,2005,estimates,5yearly,35_39,29.194
626,2005,estimates,5yearly,40_44,12.59
626,2005,estimates,5yearly,45_49,4.916
626,2010,estimates,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2010,estimates,5yearly,15_19,17.334
626,2010,estimates,5yearly,20_24,59.074
626,2010,estimates,5yearly,25_29,60.035
626,2010,estimates,5yearly,30_34,39.79
626,2010,estimates,5yearly,35_39,24.242
626,2010,estimates,5yearly,40_44,11.833
626,2010,estimates,5yearly,45_49,3.865
626,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,high_variant,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,low_variant,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,medium_variant,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,momentum,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,no_change,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,zero_migration,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2015,constant_fertility,5yearly,15_19,19.81
626,2015,constant_mortality,5yearly,15_19,16.681
626,2015,high_variant,5yearly,15_19,17.47
626,2015,instant_replacement,5yearly,15_19,6.818
626,2015,low_variant,5yearly,15_19,15.906
626,2015,medium_variant,5yearly,15_19,16.688
626,2015,momentum,5yearly,15_19,6.996
626,2015,no_change,5yearly,15_19,19.802
626,2015,zero_migration,5yearly,15_19,16.86
626,2015,constant_fertility,5yearly,20_24,75.192
626,2015,constant_mortality,5yearly,20_24,67.016
626,2015,high_variant,5yearly,20_24,70.205
626,2015,instant_replacement,5yearly,20_24,27.398
626,2015,low_variant,5yearly,20_24,63.922
626,2015,medium_variant,5yearly,20_24,67.063
626,2015,momentum,5yearly,20_24,28.651
626,2015,no_change,5yearly,20_24,75.139
626,2015,zero_migration,5yearly,20_24,69.064
626,2015,constant_fertility,5yearly,25_29,67.553
626,2015,constant_mortality,5yearly,25_29,63.916
626,2015,high_variant,5yearly,25_29,66.956
626,2015,instant_replacement,5yearly,25_29,26.131
626,2015,low_variant,5yearly,25_29,60.964
626,2015,medium_variant,5yearly,25_29,63.96
626,2015,momentum,5yearly,25_29,27.951
626,2015,no_change,5yearly,25_29,67.507
626,2015,zero_migration,5yearly,25_29,67.373
626,2015,constant_fertility,5yearly,30_34,47.5
626,2015,constant_mortality,5yearly,30_34,44.502
626,2015,high_variant,5yearly,30_34,46.613
626,2015,instant_replacement,5yearly,30_34,18.192
626,2015,low_variant,5yearly,30_34,42.442
626,2015,medium_variant,5yearly,30_34,44.527
626,2015,momentum,5yearly,30_34,19.546
626,2015,no_change,5yearly,30_34,47.473
626,2015,zero_migration,5yearly,30_34,47.113
626,2015,constant_fertility,5yearly,35_39,24.195
626,2015,constant_mortality,5yearly,35_39,21.11
626,2015,high_variant,5yearly,35_39,22.116
626,2015,instant_replacement,5yearly,35_39,8.631
626,2015,low_variant,5yearly,35_39,20.137
626,2015,medium_variant,5yearly,35_39,21.126
626,2015,momentum,5yearly,35_39,9.259
626,2015,no_change,5yearly,35_39,24.177
626,2015,zero_migration,5yearly,35_39,22.32
626,2015,constant_fertility,5yearly,40_44,10.525
626,2015,constant_mortality,5yearly,40_44,8.688
626,2015,high_variant,5yearly,40_44,9.1
626,2015,instant_replacement,5yearly,40_44,3.551
626,2015,low_variant,5yearly,40_44,8.286
626,2015,medium_variant,5yearly,40_44,8.693
626,2015,momentum,5yearly,40_44,3.758
626,2015,no_change,5yearly,40_44,10.519
626,2015,zero_migration,5yearly,40_44,9.058
626,2015,constant_fertility,5yearly,45_49,4.567
626,2015,constant_mortality,5yearly,45_49,3.488
626,2015,high_variant,5yearly,45_49,3.655
626,2015,instant_replacement,5yearly,45_49,1.426
626,2015,low_variant,5yearly,45_49,3.328
626,2015,medium_variant,5yearly,45_49,3.491
626,2015,momentum,5yearly,45_49,1.486
626,2015,no_change,5yearly,45_49,4.562
626,2015,zero_migration,5yearly,45_49,3.584
626,2020,constant_fertility,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,constant_mortality,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,high_variant,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,instant_replacement,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,low_variant,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,medium_variant,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,momentum,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,no_change,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,zero_migration,5yearly,"Region, subregion, country or area *",Timor-Leste
626,2020,constant_fertility,5yearly,15_19,21.277
626,2020,constant_mortality,5yearly,15_19,15.086
626,2020,high_variant,5yearly,15_19,16.367
626,2020,instant_replacement,5yearly,15_19,6.773
626,2020,low_variant,5yearly,15_19,13.852
626,2020,medium_variant,5yearly,15_19,15.109
626,2020,momentum,5yearly,15_19,7.108
626,2020,no_change,5yearly,15_19,21.244
626,2020,zero_migration,5yearly,15_19,15.448
626,2020,constant_fertility,5yearly,20_24,86.653
