country,year,variant,freq,age5yearinterval,noofbirthbymother
352,1950,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1950,estimates,5yearly,15_19,1.994
352,1950,estimates,5yearly,20_24,6.282
352,1950,estimates,5yearly,25_29,5.48
352,1950,estimates,5yearly,30_34,3.932
352,1950,estimates,5yearly,35_39,2.381
352,1950,estimates,5yearly,40_44,0.818
352,1950,estimates,5yearly,45_49,0.068
352,1955,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1955,estimates,5yearly,15_19,2.662
352,1955,estimates,5yearly,20_24,6.814
352,1955,estimates,5yearly,25_29,6.104
352,1955,estimates,5yearly,30_34,4.339
352,1955,estimates,5yearly,35_39,2.612
352,1955,estimates,5yearly,40_44,0.921
352,1955,estimates,5yearly,45_49,0.068
352,1960,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1960,estimates,5yearly,15_19,3.268
352,1960,estimates,5yearly,20_24,7.175
352,1960,estimates,5yearly,25_29,5.585
352,1960,estimates,5yearly,30_34,4.232
352,1960,estimates,5yearly,35_39,2.578
352,1960,estimates,5yearly,40_44,0.927
352,1960,estimates,5yearly,45_49,0.061
352,1965,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1965,estimates,5yearly,15_19,3.8
352,1965,estimates,5yearly,20_24,7.273
352,1965,estimates,5yearly,25_29,4.771
352,1965,estimates,5yearly,30_34,3.181
352,1965,estimates,5yearly,35_39,2.09
352,1965,estimates,5yearly,40_44,0.735
352,1965,estimates,5yearly,45_49,0.051
352,1970,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1970,estimates,5yearly,15_19,3.643
352,1970,estimates,5yearly,20_24,7.88
352,1970,estimates,5yearly,25_29,5.599
352,1970,estimates,5yearly,30_34,3.035
352,1970,estimates,5yearly,35_39,1.497
352,1970,estimates,5yearly,40_44,0.471
352,1970,estimates,5yearly,45_49,0.026
352,1975,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1975,estimates,5yearly,15_19,3.186
352,1975,estimates,5yearly,20_24,7.421
352,1975,estimates,5yearly,25_29,5.895
352,1975,estimates,5yearly,30_34,3.247
352,1975,estimates,5yearly,35_39,1.27
352,1975,estimates,5yearly,40_44,0.295
352,1975,estimates,5yearly,45_49,0.021
352,1980,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1980,estimates,5yearly,15_19,2.344
352,1980,estimates,5yearly,20_24,7.102
352,1980,estimates,5yearly,25_29,6.323
352,1980,estimates,5yearly,30_34,3.754
352,1980,estimates,5yearly,35_39,1.412
352,1980,estimates,5yearly,40_44,0.246
352,1980,estimates,5yearly,45_49,0.006
352,1985,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1985,estimates,5yearly,15_19,1.596
352,1985,estimates,5yearly,20_24,6.093
352,1985,estimates,5yearly,25_29,7.011
352,1985,estimates,5yearly,30_34,4.651
352,1985,estimates,5yearly,35_39,1.746
352,1985,estimates,5yearly,40_44,0.27
352,1985,estimates,5yearly,45_49,0.007
352,1990,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1990,estimates,5yearly,15_19,1.319
352,1990,estimates,5yearly,20_24,5.299
352,1990,estimates,5yearly,25_29,7.277
352,1990,estimates,5yearly,30_34,5.662
352,1990,estimates,5yearly,35_39,2.523
352,1990,estimates,5yearly,40_44,0.415
352,1990,estimates,5yearly,45_49,0.006
352,1995,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,1995,estimates,5yearly,15_19,1.233
352,1995,estimates,5yearly,20_24,4.693
352,1995,estimates,5yearly,25_29,6.532
352,1995,estimates,5yearly,30_34,5.544
352,1995,estimates,5yearly,35_39,2.706
352,1995,estimates,5yearly,40_44,0.449
352,1995,estimates,5yearly,45_49,0.01
352,2000,estimates,5yearly,"Region, subregion, country or area *",Iceland
352,2000,estimates,5yearly,15_19,0.908
352,2000,estimates,5yearly,20_24,4.128
352,2000,estimates,5yearly,25_29,6.59
352,2000,estimates,5yearly,30_34,5.604
352,2000,estimates,5yearly,35_39,2.815
352,2000,estimates,5yearly,40_44,0.566
