country,year,variant,freq,age5yearinterval,noofbirthbymother
470,1950,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1950,estimates,5yearly,15_19,1.878
470,1950,estimates,5yearly,20_24,15.826
470,1950,estimates,5yearly,25_29,13.587
470,1950,estimates,5yearly,30_34,7.043
470,1950,estimates,5yearly,35_39,4.62
470,1950,estimates,5yearly,40_44,2.101
470,1950,estimates,5yearly,45_49,0.16
470,1955,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1955,estimates,5yearly,15_19,1.557
470,1955,estimates,5yearly,20_24,14.536
470,1955,estimates,5yearly,25_29,11.671
470,1955,estimates,5yearly,30_34,7.009
470,1955,estimates,5yearly,35_39,4.246
470,1955,estimates,5yearly,40_44,1.558
470,1955,estimates,5yearly,45_49,0.141
470,1960,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1960,estimates,5yearly,15_19,1.375
470,1960,estimates,5yearly,20_24,11.878
470,1960,estimates,5yearly,25_29,9.659
470,1960,estimates,5yearly,30_34,6.229
470,1960,estimates,5yearly,35_39,4.255
470,1960,estimates,5yearly,40_44,1.416
470,1960,estimates,5yearly,45_49,0.107
470,1965,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1965,estimates,5yearly,15_19,1.161
470,1965,estimates,5yearly,20_24,7.547
470,1965,estimates,5yearly,25_29,8.368
470,1965,estimates,5yearly,30_34,4.832
470,1965,estimates,5yearly,35_39,2.6
470,1965,estimates,5yearly,40_44,0.888
470,1965,estimates,5yearly,45_49,0.077
470,1970,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1970,estimates,5yearly,15_19,0.971
470,1970,estimates,5yearly,20_24,8.059
470,1970,estimates,5yearly,25_29,9.184
470,1970,estimates,5yearly,30_34,5.287
470,1970,estimates,5yearly,35_39,2.439
470,1970,estimates,5yearly,40_44,0.672
470,1970,estimates,5yearly,45_49,0.068
470,1975,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1975,estimates,5yearly,15_19,1.038
470,1975,estimates,5yearly,20_24,7.444
470,1975,estimates,5yearly,25_29,10.974
470,1975,estimates,5yearly,30_34,6.607
470,1975,estimates,5yearly,35_39,2.691
470,1975,estimates,5yearly,40_44,0.641
470,1975,estimates,5yearly,45_49,0.051
470,1980,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1980,estimates,5yearly,15_19,0.911
470,1980,estimates,5yearly,20_24,6.259
470,1980,estimates,5yearly,25_29,9.561
470,1980,estimates,5yearly,30_34,6.672
470,1980,estimates,5yearly,35_39,3.125
470,1980,estimates,5yearly,40_44,0.65
470,1980,estimates,5yearly,45_49,0.022
470,1985,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1985,estimates,5yearly,15_19,0.766
470,1985,estimates,5yearly,20_24,5.398
470,1985,estimates,5yearly,25_29,10.623
470,1985,estimates,5yearly,30_34,7.134
470,1985,estimates,5yearly,35_39,3.212
470,1985,estimates,5yearly,40_44,0.748
470,1985,estimates,5yearly,45_49,0.028
470,1990,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1990,estimates,5yearly,15_19,0.813
470,1990,estimates,5yearly,20_24,5.115
470,1990,estimates,5yearly,25_29,9.505
470,1990,estimates,5yearly,30_34,7.076
470,1990,estimates,5yearly,35_39,2.982
470,1990,estimates,5yearly,40_44,0.676
470,1990,estimates,5yearly,45_49,0.027
470,1995,estimates,5yearly,"Region, subregion, country or area *",Malta
470,1995,estimates,5yearly,15_19,1.331
470,1995,estimates,5yearly,20_24,5.242
470,1995,estimates,5yearly,25_29,9.101
470,1995,estimates,5yearly,30_34,5.934
470,1995,estimates,5yearly,35_39,2.628
470,1995,estimates,5yearly,40_44,0.562
470,1995,estimates,5yearly,45_49,0.02
470,2000,estimates,5yearly,"Region, subregion, country or area *",Malta
470,2000,estimates,5yearly,15_19,1.432
470,2000,estimates,5yearly,20_24,4.279
470,2000,estimates,5yearly,25_29,7.65
