country,year,variant,freq,age5yearinterval,noofbirthbymother
180,1950,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1950,estimates,5yearly,15_19,654.145
180,1950,estimates,5yearly,20_24,833.338
180,1950,estimates,5yearly,25_29,625.206
180,1950,estimates,5yearly,30_34,400.759
180,1950,estimates,5yearly,35_39,157.643
180,1950,estimates,5yearly,40_44,159.127
180,1950,estimates,5yearly,45_49,131.802
180,1955,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1955,estimates,5yearly,15_19,731.262
180,1955,estimates,5yearly,20_24,929.046
180,1955,estimates,5yearly,25_29,707.117
180,1955,estimates,5yearly,30_34,464.364
180,1955,estimates,5yearly,35_39,208.642
180,1955,estimates,5yearly,40_44,177.208
180,1955,estimates,5yearly,45_49,119.939
180,1960,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1960,estimates,5yearly,15_19,816.948
180,1960,estimates,5yearly,20_24,1067.93
180,1960,estimates,5yearly,25_29,808.895
180,1960,estimates,5yearly,30_34,549.464
180,1960,estimates,5yearly,35_39,272.321
180,1960,estimates,5yearly,40_44,198.15
180,1960,estimates,5yearly,45_49,105.955
180,1965,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1965,estimates,5yearly,15_19,846.531
180,1965,estimates,5yearly,20_24,1224.738
180,1965,estimates,5yearly,25_29,948.899
180,1965,estimates,5yearly,30_34,675.868
180,1965,estimates,5yearly,35_39,360.477
180,1965,estimates,5yearly,40_44,227.761
180,1965,estimates,5yearly,45_49,92.855
180,1970,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1970,estimates,5yearly,15_19,842.099
180,1970,estimates,5yearly,20_24,1353.42
180,1970,estimates,5yearly,25_29,1114.295
180,1970,estimates,5yearly,30_34,838.496
180,1970,estimates,5yearly,35_39,484.397
180,1970,estimates,5yearly,40_44,265.59
180,1970,estimates,5yearly,45_49,83.443
180,1975,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1975,estimates,5yearly,15_19,900.576
180,1975,estimates,5yearly,20_24,1493.769
180,1975,estimates,5yearly,25_29,1256.746
180,1975,estimates,5yearly,30_34,1015.501
180,1975,estimates,5yearly,35_39,648.503
180,1975,estimates,5yearly,40_44,309.469
180,1975,estimates,5yearly,45_49,81.163
180,1980,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1980,estimates,5yearly,15_19,994.929
180,1980,estimates,5yearly,20_24,1676.838
180,1980,estimates,5yearly,25_29,1408.82
180,1980,estimates,5yearly,30_34,1160.185
180,1980,estimates,5yearly,35_39,822.341
180,1980,estimates,5yearly,40_44,354.111
180,1980,estimates,5yearly,45_49,86.202
180,1985,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1985,estimates,5yearly,15_19,1097.297
180,1985,estimates,5yearly,20_24,1899.922
180,1985,estimates,5yearly,25_29,1621.645
180,1985,estimates,5yearly,30_34,1302.244
180,1985,estimates,5yearly,35_39,950.435
180,1985,estimates,5yearly,40_44,462.036
180,1985,estimates,5yearly,45_49,97.471
180,1990,estimates,5yearly,"Region, subregion, country or area *",Democratic Republic of the Congo
180,1990,estimates,5yearly,15_19,1240.374
180,1990,estimates,5yearly,20_24,2293.546
180,1990,estimates,5yearly,25_29,1967.716
180,1990,estimates,5yearly,30_34,1535.991
180,1990,estimates,5yearly,35_39,1078.489
180,1990,estimates,5yearly,40_44,549.809
180,1990,estimates,5yearly,45_49,115.975
