country,year,variant,freq,age5yearinterval,noofbirthbymother
28,1950,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1950,estimates,5yearly,15_19,2.213
28,1950,estimates,5yearly,20_24,2.639
28,1950,estimates,5yearly,25_29,2.105
28,1950,estimates,5yearly,30_34,0.995
28,1950,estimates,5yearly,35_39,0.761
28,1950,estimates,5yearly,40_44,0.306
28,1950,estimates,5yearly,45_49,0.034
28,1955,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1955,estimates,5yearly,15_19,2.621
28,1955,estimates,5yearly,20_24,2.659
28,1955,estimates,5yearly,25_29,2.025
28,1955,estimates,5yearly,30_34,1.087
28,1955,estimates,5yearly,35_39,0.732
28,1955,estimates,5yearly,40_44,0.318
28,1955,estimates,5yearly,45_49,0.039
28,1960,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1960,estimates,5yearly,15_19,2.777
28,1960,estimates,5yearly,20_24,2.962
28,1960,estimates,5yearly,25_29,1.911
28,1960,estimates,5yearly,30_34,0.958
28,1960,estimates,5yearly,35_39,0.754
28,1960,estimates,5yearly,40_44,0.284
28,1960,estimates,5yearly,45_49,0.038
28,1965,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1965,estimates,5yearly,15_19,2.975
28,1965,estimates,5yearly,20_24,3.172
28,1965,estimates,5yearly,25_29,2.251
28,1965,estimates,5yearly,30_34,0.963
28,1965,estimates,5yearly,35_39,0.712
28,1965,estimates,5yearly,40_44,0.293
28,1965,estimates,5yearly,45_49,0.033
28,1970,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1970,estimates,5yearly,15_19,2.751
28,1970,estimates,5yearly,20_24,2.997
28,1970,estimates,5yearly,25_29,2.1
28,1970,estimates,5yearly,30_34,1.002
28,1970,estimates,5yearly,35_39,0.618
28,1970,estimates,5yearly,40_44,0.238
28,1970,estimates,5yearly,45_49,0.03
28,1975,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1975,estimates,5yearly,15_19,2.151
28,1975,estimates,5yearly,20_24,2.599
28,1975,estimates,5yearly,25_29,1.544
28,1975,estimates,5yearly,30_34,0.829
28,1975,estimates,5yearly,35_39,0.323
28,1975,estimates,5yearly,40_44,0.116
28,1975,estimates,5yearly,45_49,0.019
28,1980,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1980,estimates,5yearly,15_19,2.019
28,1980,estimates,5yearly,20_24,2.506
28,1980,estimates,5yearly,25_29,1.661
28,1980,estimates,5yearly,30_34,0.89
28,1980,estimates,5yearly,35_39,0.303
28,1980,estimates,5yearly,40_44,0.053
28,1980,estimates,5yearly,45_49,0.017
28,1985,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1985,estimates,5yearly,15_19,1.476
28,1985,estimates,5yearly,20_24,2.243
28,1985,estimates,5yearly,25_29,1.62
28,1985,estimates,5yearly,30_34,0.999
28,1985,estimates,5yearly,35_39,0.372
28,1985,estimates,5yearly,40_44,0.069
28,1985,estimates,5yearly,45_49,0.016
28,1990,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1990,estimates,5yearly,15_19,1.084
28,1990,estimates,5yearly,20_24,1.967
28,1990,estimates,5yearly,25_29,1.764
28,1990,estimates,5yearly,30_34,1.246
28,1990,estimates,5yearly,35_39,0.529
28,1990,estimates,5yearly,40_44,0.101
28,1990,estimates,5yearly,45_49,0.017
28,1995,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,1995,estimates,5yearly,15_19,1.132
28,1995,estimates,5yearly,20_24,1.842
28,1995,estimates,5yearly,25_29,2.322
28,1995,estimates,5yearly,30_34,1.913
28,1995,estimates,5yearly,35_39,0.807
28,1995,estimates,5yearly,40_44,0.15
28,1995,estimates,5yearly,45_49,0.011
28,2000,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2000,estimates,5yearly,15_19,1.194
28,2000,estimates,5yearly,20_24,1.98
28,2000,estimates,5yearly,25_29,2.193
28,2000,estimates,5yearly,30_34,2.053
28,2000,estimates,5yearly,35_39,1.023
28,2000,estimates,5yearly,40_44,0.175
28,2000,estimates,5yearly,45_49,0.012
28,2005,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2005,estimates,5yearly,15_19,1.15
28,2005,estimates,5yearly,20_24,2.139
28,2005,estimates,5yearly,25_29,2.157
28,2005,estimates,5yearly,30_34,1.648
28,2005,estimates,5yearly,35_39,0.974
28,2005,estimates,5yearly,40_44,0.203
28,2005,estimates,5yearly,45_49,0.012
28,2010,estimates,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2010,estimates,5yearly,15_19,1.056
28,2010,estimates,5yearly,20_24,2.172
28,2010,estimates,5yearly,25_29,2.413
28,2010,estimates,5yearly,30_34,1.539
28,2010,estimates,5yearly,35_39,0.766
28,2010,estimates,5yearly,40_44,0.202
28,2010,estimates,5yearly,45_49,0.014
28,2015,constant_fertility,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,constant_mortality,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,high_variant,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,instant_replacement,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,low_variant,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,medium_variant,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,momentum,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,no_change,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,zero_migration,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2015,constant_fertility,5yearly,15_19,1.043
28,2015,constant_mortality,5yearly,15_19,0.921
28,2015,high_variant,5yearly,15_19,1.035
28,2015,instant_replacement,5yearly,15_19,0.934
28,2015,low_variant,5yearly,15_19,0.808
28,2015,medium_variant,5yearly,15_19,0.922
28,2015,momentum,5yearly,15_19,0.935
28,2015,no_change,5yearly,15_19,1.043
28,2015,zero_migration,5yearly,15_19,0.921
28,2015,constant_fertility,5yearly,20_24,2.246
28,2015,constant_mortality,5yearly,20_24,2.138
28,2015,high_variant,5yearly,20_24,2.401
28,2015,instant_replacement,5yearly,20_24,2.167
28,2015,low_variant,5yearly,20_24,1.876
28,2015,medium_variant,5yearly,20_24,2.138
28,2015,momentum,5yearly,20_24,2.17
28,2015,no_change,5yearly,20_24,2.246
28,2015,zero_migration,5yearly,20_24,2.138
28,2015,constant_fertility,5yearly,25_29,2.568
28,2015,constant_mortality,5yearly,25_29,2.587
28,2015,high_variant,5yearly,25_29,2.905
28,2015,instant_replacement,5yearly,25_29,2.622
28,2015,low_variant,5yearly,25_29,2.269
28,2015,medium_variant,5yearly,25_29,2.587
28,2015,momentum,5yearly,25_29,2.626
28,2015,no_change,5yearly,25_29,2.568
28,2015,zero_migration,5yearly,25_29,2.586
28,2015,constant_fertility,5yearly,30_34,1.71
28,2015,constant_mortality,5yearly,30_34,1.697
28,2015,high_variant,5yearly,30_34,1.906
28,2015,instant_replacement,5yearly,30_34,1.72
28,2015,low_variant,5yearly,30_34,1.489
28,2015,medium_variant,5yearly,30_34,1.697
28,2015,momentum,5yearly,30_34,1.722
28,2015,no_change,5yearly,30_34,1.709
28,2015,zero_migration,5yearly,30_34,1.697
28,2015,constant_fertility,5yearly,35_39,0.728
28,2015,constant_mortality,5yearly,35_39,0.706
28,2015,high_variant,5yearly,35_39,0.793
28,2015,instant_replacement,5yearly,35_39,0.716
28,2015,low_variant,5yearly,35_39,0.62
28,2015,medium_variant,5yearly,35_39,0.706
28,2015,momentum,5yearly,35_39,0.716
28,2015,no_change,5yearly,35_39,0.728
28,2015,zero_migration,5yearly,35_39,0.706
28,2015,constant_fertility,5yearly,40_44,0.166
28,2015,constant_mortality,5yearly,40_44,0.156
28,2015,high_variant,5yearly,40_44,0.176
28,2015,instant_replacement,5yearly,40_44,0.158
28,2015,low_variant,5yearly,40_44,0.137
28,2015,medium_variant,5yearly,40_44,0.156
28,2015,momentum,5yearly,40_44,0.158
28,2015,no_change,5yearly,40_44,0.166
28,2015,zero_migration,5yearly,40_44,0.156
28,2015,constant_fertility,5yearly,45_49,0.015
28,2015,constant_mortality,5yearly,45_49,0.013
28,2015,high_variant,5yearly,45_49,0.014
28,2015,instant_replacement,5yearly,45_49,0.013
28,2015,low_variant,5yearly,45_49,0.011
28,2015,medium_variant,5yearly,45_49,0.013
28,2015,momentum,5yearly,45_49,0.013
28,2015,no_change,5yearly,45_49,0.015
28,2015,zero_migration,5yearly,45_49,0.013
28,2020,constant_fertility,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,constant_mortality,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,high_variant,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,instant_replacement,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,low_variant,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,medium_variant,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,momentum,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,no_change,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,zero_migration,5yearly,"Region, subregion, country or area *",Antigua and Barbuda
28,2020,constant_fertility,5yearly,15_19,1.013
28,2020,constant_mortality,5yearly,15_19,0.779
28,2020,high_variant,5yearly,15_19,0.936
28,2020,instant_replacement,5yearly,15_19,0.808
28,2020,low_variant,5yearly,15_19,0.622
28,2020,medium_variant,5yearly,15_19,0.779
28,2020,momentum,5yearly,15_19,0.81
28,2020,no_change,5yearly,15_19,1.013
28,2020,zero_migration,5yearly,15_19,0.779
28,2020,constant_fertility,5yearly,20_24,2.22
28,2020,constant_mortality,5yearly,20_24,2.0
28,2020,high_variant,5yearly,20_24,2.404
28,2020,instant_replacement,5yearly,20_24,2.075
28,2020,low_variant,5yearly,20_24,1.598
28,2020,medium_variant,5yearly,20_24,2.001
28,2020,momentum,5yearly,20_24,2.08
28,2020,no_change,5yearly,20_24,2.219
28,2020,zero_migration,5yearly,20_24,2.0
28,2020,constant_fertility,5yearly,25_29,2.655
28,2020,constant_mortality,5yearly,25_29,2.695
28,2020,high_variant,5yearly,25_29,3.238
28,2020,instant_replacement,5yearly,25_29,2.796
28,2020,low_variant,5yearly,25_29,2.152
28,2020,medium_variant,5yearly,25_29,2.695
28,2020,momentum,5yearly,25_29,2.801
28,2020,no_change,5yearly,25_29,2.654
28,2020,zero_migration,5yearly,25_29,2.693
28,2020,constant_fertility,5yearly,30_34,1.821
28,2020,constant_mortality,5yearly,30_34,1.825
28,2020,high_variant,5yearly,30_34,2.194
28,2020,instant_replacement,5yearly,30_34,1.894
28,2020,low_variant,5yearly,30_34,1.458
28,2020,medium_variant,5yearly,30_34,1.826
28,2020,momentum,5yearly,30_34,1.898
28,2020,no_change,5yearly,30_34,1.82
28,2020,zero_migration,5yearly,30_34,1.825
28,2020,constant_fertility,5yearly,35_39,0.809
28,2020,constant_mortality,5yearly,35_39,0.777
28,2020,high_variant,5yearly,35_39,0.934
28,2020,instant_replacement,5yearly,35_39,0.807
28,2020,low_variant,5yearly,35_39,0.621
28,2020,medium_variant,5yearly,35_39,0.778
28,2020,momentum,5yearly,35_39,0.807
28,2020,no_change,5yearly,35_39,0.809
28,2020,zero_migration,5yearly,35_39,0.777
28,2020,constant_fertility,5yearly,40_44,0.158
28,2020,constant_mortality,5yearly,40_44,0.142
28,2020,high_variant,5yearly,40_44,0.171
28,2020,instant_replacement,5yearly,40_44,0.148
28,2020,low_variant,5yearly,40_44,0.114
28,2020,medium_variant,5yearly,40_44,0.143
28,2020,momentum,5yearly,40_44,0.148
28,2020,no_change,5yearly,40_44,0.158
28,2020,zero_migration,5yearly,40_44,0.142
28,2020,constant_fertility,5yearly,45_49,0.012
28,2020,constant_mortality,5yearly,45_49,0.009
28,2020,high_variant,5yearly,45_49,0.011
28,2020,instant_replacement,5yearly,45_49,0.01
28,2020,low_variant,5yearly,45_49,0.007
28,2020,medium_variant,5yearly,45_49,0.009
28,2020,momentum,5yearly,45_49,0.01
28,2020,no_change,5yearly,45_49,0.012
