region,variant,gender,freq,year,mortality15to60per1000aliveat15
1500,estimates,female,5yearly,1950,492.048630651288
1500,estimates,male,5yearly,1950,566.780451937709
1500,estimates,female,5yearly,1955,460.523602809796
1500,estimates,male,5yearly,1955,521.279462374769
1500,estimates,female,5yearly,1960,435.912392800528
1500,estimates,male,5yearly,1960,496.429151106383
1500,estimates,female,5yearly,1965,409.437401685027
1500,estimates,male,5yearly,1965,469.050033053958
1500,estimates,female,5yearly,1970,382.645132352545
1500,estimates,male,5yearly,1970,441.270887723986
1500,estimates,female,5yearly,1975,357.258893669424
1500,estimates,male,5yearly,1975,415.902964398587
1500,estimates,female,5yearly,1980,338.445315531204
1500,estimates,male,5yearly,1980,397.46362884213
1500,estimates,female,5yearly,1985,322.810083933208
1500,estimates,male,5yearly,1985,386.060407725224
1500,estimates,female,5yearly,1990,330.383784692194
1500,estimates,male,5yearly,1990,401.230568406821
1500,estimates,female,5yearly,1995,346.31457156802
1500,estimates,male,5yearly,1995,413.255272666749
1500,estimates,female,5yearly,2000,343.552810356262
1500,estimates,male,5yearly,2000,394.627352295626
1500,estimates,female,5yearly,2005,293.801836263955
1500,estimates,male,5yearly,2005,339.28806627274
1500,estimates,female,5yearly,2010,241.767254999636
1500,estimates,male,5yearly,2010,294.613541191729
1500,medium_variant,female,5yearly,2015,212.306611869328
1500,medium_variant,male,5yearly,2015,264.11084818637
1500,medium_variant,female,5yearly,2020,194.955031288371
1500,medium_variant,male,5yearly,2020,246.74163971937
1500,medium_variant,female,5yearly,2025,178.069721008039
1500,medium_variant,male,5yearly,2025,230.103063432095
1500,medium_variant,female,5yearly,2030,162.006526993797
1500,medium_variant,male,5yearly,2030,214.855159325335
1500,medium_variant,female,5yearly,2035,147.315287695064
1500,medium_variant,male,5yearly,2035,201.209283280425
1500,medium_variant,female,5yearly,2040,134.765980859403
1500,medium_variant,male,5yearly,2040,189.213027124889
1500,medium_variant,female,5yearly,2045,124.006919839232
1500,medium_variant,male,5yearly,2045,178.099017635871
1500,medium_variant,female,5yearly,2050,114.498512447892
1500,medium_variant,male,5yearly,2050,168.183657727808
1500,medium_variant,female,5yearly,2055,106.421895124449
1500,medium_variant,male,5yearly,2055,159.349103832046
1500,medium_variant,female,5yearly,2060,99.2845688372913
1500,medium_variant,male,5yearly,2060,151.018631386111
1500,medium_variant,female,5yearly,2065,92.7110071610016
1500,medium_variant,male,5yearly,2065,143.083175023223
1500,medium_variant,female,5yearly,2070,86.8685957884482
1500,medium_variant,male,5yearly,2070,135.444185264281
1500,medium_variant,female,5yearly,2075,81.5730392868816
1500,medium_variant,male,5yearly,2075,128.190309784107
1500,medium_variant,female,5yearly,2080,76.7128741537031
1500,medium_variant,male,5yearly,2080,121.528299373886
1500,medium_variant,female,5yearly,2085,72.2112285380386
1500,medium_variant,male,5yearly,2085,114.996407965262
1500,medium_variant,female,5yearly,2090,67.9326863321659
1500,medium_variant,male,5yearly,2090,108.675929209347
1500,medium_variant,female,5yearly,2095,63.9927932958124
1500,medium_variant,male,5yearly,2095,102.432561011052
1500,estimates,female,5yearly,Regi,Low-income countries
1500,estimates,male,5yearly,Regi,Low-income countries
1500,medium_variant,female,5yearly,Regi,Low-income countries
1500,medium_variant,male,5yearly,Regi,Low-income countries
