agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Low-income countries,1500,estimates,1950
0_1,7.281,1500,estimates,1950
0_4,16.835,1500,estimates,1950
0_14,42.041,1500,estimates,1950
0_17,48.329,1500,estimates,1950
0_19,52.239,1500,estimates,1950
0_24,61.074,1500,estimates,1950
3_4,6.209,1500,estimates,1950
3_5,9.11,1500,estimates,1950
3_6,11.898,1500,estimates,1950
4_5,5.932,1500,estimates,1950
4_6,8.721,1500,estimates,1950
5_14,25.205,1500,estimates,1950
5_10,15.965,1500,estimates,1950
5_11,18.367,1500,estimates,1950
6_9,10.605,1500,estimates,1950
6_10,13.064,1500,estimates,1950
6_11,15.466,1500,estimates,1950
6_12,17.81,1500,estimates,1950
7_10,10.276,1500,estimates,1950
7_12,15.021,1500,estimates,1950
11_16,13.489,1500,estimates,1950
11_17,15.528,1500,estimates,1950
11_18,17.511,1500,estimates,1950
12_14,6.838,1500,estimates,1950
12_16,11.087,1500,estimates,1950
12_17,13.127,1500,estimates,1950
12_18,15.11,1500,estimates,1950
13_17,10.783,1500,estimates,1950
13_18,12.766,1500,estimates,1950
13_19,14.692,1500,estimates,1950
15_17,6.288,1500,estimates,1950
18_23,11.083,1500,estimates,1950
15_24,19.033,1500,estimates,1950
15_49,47.206,1500,estimates,1950
15_59,52.894,1500,estimates,1950
15_64,54.858,1500,estimates,1950
20_64,44.66,1500,estimates,1950
20_69,46.105,1500,estimates,1950
25_49,28.172,1500,estimates,1950
25_64,35.824,1500,estimates,1950
25_69,37.27,1500,estimates,1950
15plus,57.959,1500,estimates,1950
16plus,55.806,1500,estimates,1950
17plus,53.711,1500,estimates,1950
18plus,51.671,1500,estimates,1950
20plus,47.761,1500,estimates,1950
21plus,45.889,1500,estimates,1950
25plus,38.926,1500,estimates,1950
50plus,10.754,1500,estimates,1950
60plus,5.065,1500,estimates,1950
65plus,3.102,1500,estimates,1950
70plus,1.656,1500,estimates,1950
75plus,0.762,1500,estimates,1950
80plus,0.271,1500,estimates,1950
85plus,0.065,1500,estimates,1950
90plus,0.011,1500,estimates,1950
total,100,1500,estimates,1950
"Region, subregion, country or area *",Low-income countries,1500,estimates,1951
0_1,7.304,1500,estimates,1951
0_4,16.916,1500,estimates,1951
0_14,42.202,1500,estimates,1951
0_17,48.48,1500,estimates,1951
0_19,52.38,1500,estimates,1951
0_24,61.188,1500,estimates,1951
3_4,6.246,1500,estimates,1951
3_5,9.165,1500,estimates,1951
3_6,11.971,1500,estimates,1951
4_5,5.968,1500,estimates,1951
4_6,8.774,1500,estimates,1951
5_14,25.286,1500,estimates,1951
5_10,16.053,1500,estimates,1951
5_11,18.449,1500,estimates,1951
6_9,10.671,1500,estimates,1951
6_10,13.134,1500,estimates,1951
6_11,15.53,1500,estimates,1951
6_12,17.869,1500,estimates,1951
7_10,10.328,1500,estimates,1951
7_12,15.063,1500,estimates,1951
11_16,13.478,1500,estimates,1951
11_17,15.512,1500,estimates,1951
11_18,17.49,1500,estimates,1951
12_14,6.837,1500,estimates,1951
12_16,11.081,1500,estimates,1951
12_17,13.116,1500,estimates,1951
12_18,15.093,1500,estimates,1951
13_17,10.777,1500,estimates,1951
13_18,12.754,1500,estimates,1951
13_19,14.676,1500,estimates,1951
15_17,6.278,1500,estimates,1951
18_23,11.05,1500,estimates,1951
15_24,18.986,1500,estimates,1951
15_49,47.094,1500,estimates,1951
15_59,52.765,1500,estimates,1951
15_64,54.707,1500,estimates,1951
20_64,44.529,1500,estimates,1951
20_69,45.955,1500,estimates,1951
25_49,28.108,1500,estimates,1951
25_64,35.721,1500,estimates,1951
25_69,37.147,1500,estimates,1951
15plus,57.798,1500,estimates,1951
16plus,55.646,1500,estimates,1951
17plus,53.554,1500,estimates,1951
18plus,51.52,1500,estimates,1951
20plus,47.62,1500,estimates,1951
21plus,45.753,1500,estimates,1951
25plus,38.812,1500,estimates,1951
50plus,10.704,1500,estimates,1951
60plus,5.033,1500,estimates,1951
65plus,3.091,1500,estimates,1951
70plus,1.665,1500,estimates,1951
75plus,0.773,1500,estimates,1951
80plus,0.286,1500,estimates,1951
85plus,0.074,1500,estimates,1951
90plus,0.012,1500,estimates,1951
total,100,1500,estimates,1951
"Region, subregion, country or area *",Low-income countries,1500,estimates,1952
0_1,7.244,1500,estimates,1952
0_4,16.887,1500,estimates,1952
0_14,42.268,1500,estimates,1952
0_17,48.561,1500,estimates,1952
0_19,52.459,1500,estimates,1952
0_24,61.256,1500,estimates,1952
3_4,6.265,1500,estimates,1952
3_5,9.194,1500,estimates,1952
3_6,12.008,1500,estimates,1952
4_5,5.986,1500,estimates,1952
4_6,8.801,1500,estimates,1952
5_14,25.381,1500,estimates,1952
5_10,16.13,1500,estimates,1952
5_11,18.535,1500,estimates,1952
6_9,10.722,1500,estimates,1952
6_10,13.202,1500,estimates,1952
6_11,15.607,1500,estimates,1952
6_12,17.948,1500,estimates,1952
7_10,10.387,1500,estimates,1952
7_12,15.133,1500,estimates,1952
11_16,13.508,1500,estimates,1952
