agebroad,percentagetotalpopulation,region,variant,year
"Region, subregion, country or area *",Middle-income countries,1517,estimates,1950
0_1,6.36,1517,estimates,1950
0_4,14.161,1517,estimates,1950
0_14,36.171,1517,estimates,1950
0_17,42.215,1517,estimates,1950
0_19,46.065,1517,estimates,1950
0_24,55.123,1517,estimates,1950
3_4,5.02,1517,estimates,1950
3_5,7.344,1517,estimates,1950
3_6,9.593,1517,estimates,1950
4_5,4.759,1517,estimates,1950
4_6,7.008,1517,estimates,1950
5_14,22.01,1517,estimates,1950
5_10,13.293,1517,estimates,1950
5_11,15.5,1517,estimates,1950
6_9,8.792,1517,estimates,1950
6_10,10.968,1517,estimates,1950
6_11,13.175,1517,estimates,1950
6_12,15.389,1517,estimates,1950
7_10,8.72,1517,estimates,1950
7_12,13.141,1517,estimates,1950
11_16,12.794,1517,estimates,1950
11_17,14.761,1517,estimates,1950
11_18,16.698,1517,estimates,1950
12_14,6.511,1517,estimates,1950
12_16,10.587,1517,estimates,1950
12_17,12.554,1517,estimates,1950
12_18,14.491,1517,estimates,1950
13_17,10.34,1517,estimates,1950
13_18,12.277,1517,estimates,1950
13_19,14.191,1517,estimates,1950
15_17,6.044,1517,estimates,1950
18_23,11.199,1517,estimates,1950
15_24,18.952,1517,estimates,1950
15_49,50.049,1517,estimates,1950
15_59,57.127,1517,estimates,1950
15_64,59.698,1517,estimates,1950
20_64,49.804,1517,estimates,1950
20_69,51.647,1517,estimates,1950
25_49,31.098,1517,estimates,1950
25_64,40.746,1517,estimates,1950
25_69,42.59,1517,estimates,1950
15plus,63.829,1517,estimates,1950
16plus,61.764,1517,estimates,1950
17plus,59.752,1517,estimates,1950
18plus,57.785,1517,estimates,1950
20plus,53.935,1517,estimates,1950
21plus,52.047,1517,estimates,1950
25plus,44.877,1517,estimates,1950
50plus,13.78,1517,estimates,1950
60plus,6.702,1517,estimates,1950
65plus,4.131,1517,estimates,1950
70plus,2.287,1517,estimates,1950
75plus,1.088,1517,estimates,1950
80plus,0.409,1517,estimates,1950
85plus,0.127,1517,estimates,1950
90plus,0.034,1517,estimates,1950
total,100,1517,estimates,1950
"Region, subregion, country or area *",Middle-income countries,1517,estimates,1951
0_1,6.715,1517,estimates,1951
0_4,14.816,1517,estimates,1951
0_14,36.553,1517,estimates,1951
0_17,42.582,1517,estimates,1951
0_19,46.379,1517,estimates,1951
0_24,55.382,1517,estimates,1951
3_4,5.193,1517,estimates,1951
3_5,7.562,1517,estimates,1951
3_6,9.826,1517,estimates,1951
4_5,4.876,1517,estimates,1951
4_6,7.14,1517,estimates,1951
5_14,21.736,1517,estimates,1951
5_10,13.186,1517,estimates,1951
5_11,15.308,1517,estimates,1951
6_9,8.706,1517,estimates,1951
6_10,10.817,1517,estimates,1951
6_11,12.939,1517,estimates,1951
6_12,15.089,1517,estimates,1951
7_10,8.554,1517,estimates,1951
7_12,12.825,1517,estimates,1951
11_16,12.622,1517,estimates,1951
11_17,14.58,1517,estimates,1951
11_18,16.493,1517,estimates,1951
12_14,6.428,1517,estimates,1951
12_16,10.5,1517,estimates,1951
12_17,12.458,1517,estimates,1951
12_18,14.372,1517,estimates,1951
13_17,10.308,1517,estimates,1951
13_18,12.222,1517,estimates,1951
13_19,14.105,1517,estimates,1951
15_17,6.03,1517,estimates,1951
18_23,11.078,1517,estimates,1951
15_24,18.829,1517,estimates,1951
15_49,49.746,1517,estimates,1951
15_59,56.786,1517,estimates,1951
15_64,59.316,1517,estimates,1951
20_64,49.489,1517,estimates,1951
20_69,51.323,1517,estimates,1951
25_49,30.916,1517,estimates,1951
25_64,40.486,1517,estimates,1951
25_69,42.32,1517,estimates,1951
15plus,63.447,1517,estimates,1951
16plus,61.386,1517,estimates,1951
17plus,59.376,1517,estimates,1951
18plus,57.418,1517,estimates,1951
20plus,53.621,1517,estimates,1951
21plus,51.76,1517,estimates,1951
25plus,44.618,1517,estimates,1951
50plus,13.702,1517,estimates,1951
60plus,6.661,1517,estimates,1951
65plus,4.132,1517,estimates,1951
70plus,2.298,1517,estimates,1951
75plus,1.109,1517,estimates,1951
80plus,0.429,1517,estimates,1951
85plus,0.134,1517,estimates,1951
90plus,0.035,1517,estimates,1951
total,100,1517,estimates,1951
"Region, subregion, country or area *",Middle-income countries,1517,estimates,1952
0_1,7.02,1517,estimates,1952
0_4,15.431,1517,estimates,1952
0_14,36.945,1517,estimates,1952
0_17,42.974,1517,estimates,1952
0_19,46.739,1517,estimates,1952
0_24,55.645,1517,estimates,1952
3_4,5.382,1517,estimates,1952
3_5,7.812,1517,estimates,1952
3_6,10.115,1517,estimates,1952
4_5,5.022,1517,estimates,1952
4_6,7.324,1517,estimates,1952
5_14,21.514,1517,estimates,1952
5_10,13.196,1517,estimates,1952
5_11,15.252,1517,estimates,1952
6_9,8.709,1517,estimates,1952
6_10,10.766,1517,estimates,1952
6_11,12.822,1517,estimates,1952
6_12,14.889,1517,estimates,1952
7_10,8.464,1517,estimates,1952
7_12,12.587,1517,estimates,1952
11_16,12.391,1517,estimates,1952
11_17,14.346,1517,estimates,1952
11_18,16.251,1517,estimates,1952
