country,variant,freq,year,totalfertility
52,estimates,5yearly,1950,4.417
52,estimates,5yearly,1955,4.2969
52,estimates,5yearly,1960,4.2731
52,estimates,5yearly,1965,3.5328
52,estimates,5yearly,1970,2.7176
52,estimates,5yearly,1975,2.1568
52,estimates,5yearly,1980,1.9181
52,estimates,5yearly,1985,1.7744
52,estimates,5yearly,1990,1.73
52,estimates,5yearly,1995,1.74
52,estimates,5yearly,2000,1.75
52,estimates,5yearly,2005,1.77
52,estimates,5yearly,2010,1.79
52,constant_fertility,5yearly,2015,1.79
52,constant_mortality,5yearly,2015,1.7991
52,high_variant,5yearly,2015,2.0491
52,instant_replacement,5yearly,2015,2.070185
52,low_variant,5yearly,2015,1.5491
52,medium_variant,5yearly,2015,1.7991
52,momentum,5yearly,2015,2.07478
52,no_change,5yearly,2015,1.79
52,zero_migration,5yearly,2015,1.7991
52,constant_fertility,5yearly,2020,1.79
52,constant_mortality,5yearly,2020,1.8056
52,high_variant,5yearly,2020,2.2056
52,instant_replacement,5yearly,2020,2.067725
52,low_variant,5yearly,2020,1.4056
52,medium_variant,5yearly,2020,1.8056
52,momentum,5yearly,2020,2.075755
52,no_change,5yearly,2020,1.79
52,zero_migration,5yearly,2020,1.8056
52,constant_fertility,5yearly,2025,1.79
52,constant_mortality,5yearly,2025,1.8118
52,high_variant,5yearly,2025,2.3118
52,instant_replacement,5yearly,2025,2.06527
52,low_variant,5yearly,2025,1.3118
52,medium_variant,5yearly,2025,1.8118
52,momentum,5yearly,2025,2.076125
52,no_change,5yearly,2025,1.79
52,zero_migration,5yearly,2025,1.8118
52,constant_fertility,5yearly,2030,1.79
52,constant_mortality,5yearly,2030,1.8164
52,high_variant,5yearly,2030,2.3164
52,instant_replacement,5yearly,2030,2.063395
52,low_variant,5yearly,2030,1.3164
52,medium_variant,5yearly,2030,1.8164
52,momentum,5yearly,2030,2.07636
52,no_change,5yearly,2030,1.79
52,zero_migration,5yearly,2030,1.8164
52,constant_fertility,5yearly,2035,1.79
52,constant_mortality,5yearly,2035,1.8211
52,high_variant,5yearly,2035,2.3211
52,instant_replacement,5yearly,2035,2.06174
52,low_variant,5yearly,2035,1.3211
52,medium_variant,5yearly,2035,1.8211
52,momentum,5yearly,2035,2.076515
52,no_change,5yearly,2035,1.79
52,zero_migration,5yearly,2035,1.8211
52,constant_fertility,5yearly,2040,1.79
52,constant_mortality,5yearly,2040,1.8259
52,high_variant,5yearly,2040,2.3259
52,instant_replacement,5yearly,2040,2.060115
52,low_variant,5yearly,2040,1.3259
52,medium_variant,5yearly,2040,1.8259
52,momentum,5yearly,2040,2.076605
52,no_change,5yearly,2040,1.79
52,zero_migration,5yearly,2040,1.8259
52,constant_fertility,5yearly,2045,1.79
52,constant_mortality,5yearly,2045,1.829
52,high_variant,5yearly,2045,2.329
52,instant_replacement,5yearly,2045,2.058615
52,low_variant,5yearly,2045,1.329
52,medium_variant,5yearly,2045,1.829
52,momentum,5yearly,2045,2.07663
52,no_change,5yearly,2045,1.79
52,zero_migration,5yearly,2045,1.829
52,constant_fertility,5yearly,2050,1.79
52,constant_mortality,5yearly,2050,1.8331
52,high_variant,5yearly,2050,2.3331
52,instant_replacement,5yearly,2050,2.05729
52,low_variant,5yearly,2050,1.3331
52,medium_variant,5yearly,2050,1.8331
52,momentum,5yearly,2050,2.07663
52,no_change,5yearly,2050,1.79
52,zero_migration,5yearly,2050,1.8331
52,constant_fertility,5yearly,2055,1.79
52,constant_mortality,5yearly,2055,1.8345
52,high_variant,5yearly,2055,2.3345
52,instant_replacement,5yearly,2055,2.05607
