country,variant,freq,year,totalfertility
422,estimates,5yearly,1950,5.74
422,estimates,5yearly,1955,5.72
422,estimates,5yearly,1960,5.689
422,estimates,5yearly,1965,5.2312
422,estimates,5yearly,1970,4.6654
422,estimates,5yearly,1975,4.2337
422,estimates,5yearly,1980,3.7477
422,estimates,5yearly,1985,3.2258
422,estimates,5yearly,1990,2.8012
422,estimates,5yearly,1995,2.434
422,estimates,5yearly,2000,2.0101
422,estimates,5yearly,2005,1.5754
422,estimates,5yearly,2010,1.7168
422,constant_fertility,5yearly,2015,1.7168
422,constant_mortality,5yearly,2015,1.7038
422,high_variant,5yearly,2015,1.9538
422,instant_replacement,5yearly,2015,2.083995
422,low_variant,5yearly,2015,1.4538
422,medium_variant,5yearly,2015,1.7038
422,momentum,5yearly,2015,2.08695
422,no_change,5yearly,2015,1.7168
422,zero_migration,5yearly,2015,1.7038
422,constant_fertility,5yearly,2020,1.7168
422,constant_mortality,5yearly,2020,1.6945
422,high_variant,5yearly,2020,2.0945
422,instant_replacement,5yearly,2020,2.08151
422,low_variant,5yearly,2020,1.2945
422,medium_variant,5yearly,2020,1.6945
422,momentum,5yearly,2020,2.087155
422,no_change,5yearly,2020,1.7168
422,zero_migration,5yearly,2020,1.6945
422,constant_fertility,5yearly,2025,1.7168
422,constant_mortality,5yearly,2025,1.6897
422,high_variant,5yearly,2025,2.1897
422,instant_replacement,5yearly,2025,2.079
422,low_variant,5yearly,2025,1.1897
422,medium_variant,5yearly,2025,1.6897
422,momentum,5yearly,2025,2.08723
422,no_change,5yearly,2025,1.7168
422,zero_migration,5yearly,2025,1.6897
422,constant_fertility,5yearly,2030,1.7168
422,constant_mortality,5yearly,2030,1.6877
422,high_variant,5yearly,2030,2.1877
422,instant_replacement,5yearly,2030,2.07665
422,low_variant,5yearly,2030,1.1877
422,medium_variant,5yearly,2030,1.6877
422,momentum,5yearly,2030,2.087275
422,no_change,5yearly,2030,1.7168
422,zero_migration,5yearly,2030,1.6877
422,constant_fertility,5yearly,2035,1.7168
422,constant_mortality,5yearly,2035,1.6889
422,high_variant,5yearly,2035,2.1889
422,instant_replacement,5yearly,2035,2.074515
422,low_variant,5yearly,2035,1.1889
422,medium_variant,5yearly,2035,1.6889
422,momentum,5yearly,2035,2.087315
422,no_change,5yearly,2035,1.7168
422,zero_migration,5yearly,2035,1.6889
422,constant_fertility,5yearly,2040,1.7168
422,constant_mortality,5yearly,2040,1.6948
422,high_variant,5yearly,2040,2.1948
422,instant_replacement,5yearly,2040,2.072605
422,low_variant,5yearly,2040,1.1948
422,medium_variant,5yearly,2040,1.6948
422,momentum,5yearly,2040,2.08733
422,no_change,5yearly,2040,1.7168
422,zero_migration,5yearly,2040,1.6948
422,constant_fertility,5yearly,2045,1.7168
422,constant_mortality,5yearly,2045,1.7019
422,high_variant,5yearly,2045,2.2019
422,instant_replacement,5yearly,2045,2.070825
422,low_variant,5yearly,2045,1.2019
422,medium_variant,5yearly,2045,1.7019
422,momentum,5yearly,2045,2.087355
422,no_change,5yearly,2045,1.7168
422,zero_migration,5yearly,2045,1.7019
422,constant_fertility,5yearly,2050,1.7168
422,constant_mortality,5yearly,2050,1.7097
422,high_variant,5yearly,2050,2.2097
422,instant_replacement,5yearly,2050,2.069135
422,low_variant,5yearly,2050,1.2097
422,medium_variant,5yearly,2050,1.7097
422,momentum,5yearly,2050,2.08737
422,no_change,5yearly,2050,1.7168
422,zero_migration,5yearly,2050,1.7097
422,constant_fertility,5yearly,2055,1.7168
422,constant_mortality,5yearly,2055,1.7206
422,high_variant,5yearly,2055,2.2206
422,instant_replacement,5yearly,2055,2.067605
422,low_variant,5yearly,2055,1.2206
422,medium_variant,5yearly,2055,1.7206
422,momentum,5yearly,2055,2.087375
422,no_change,5yearly,2055,1.7168
422,zero_migration,5yearly,2055,1.7206
422,constant_fertility,5yearly,2060,1.7168
422,constant_mortality,5yearly,2060,1.7283
422,high_variant,5yearly,2060,2.2283
422,instant_replacement,5yearly,2060,2.066125
422,low_variant,5yearly,2060,1.2283
422,medium_variant,5yearly,2060,1.7283
422,momentum,5yearly,2060,2.087385
422,no_change,5yearly,2060,1.7168
422,zero_migration,5yearly,2060,1.7283
422,constant_fertility,5yearly,2065,1.7168
422,constant_mortality,5yearly,2065,1.7382
422,high_variant,5yearly,2065,2.2382
422,instant_replacement,5yearly,2065,2.06479
422,low_variant,5yearly,2065,1.2382
422,medium_variant,5yearly,2065,1.7382
422,momentum,5yearly,2065,2.08739
422,no_change,5yearly,2065,1.7168
422,zero_migration,5yearly,2065,1.7382
422,constant_fertility,5yearly,2070,1.7168
422,constant_mortality,5yearly,2070,1.7472
422,high_variant,5yearly,2070,2.2472
422,instant_replacement,5yearly,2070,2.063615
422,low_variant,5yearly,2070,1.2472
422,medium_variant,5yearly,2070,1.7472
422,momentum,5yearly,2070,2.0874
422,no_change,5yearly,2070,1.7168
422,zero_migration,5yearly,2070,1.7472
422,constant_fertility,5yearly,2075,1.7168
422,constant_mortality,5yearly,2075,1.757
422,high_variant,5yearly,2075,2.257
422,instant_replacement,5yearly,2075,2.062425
422,low_variant,5yearly,2075,1.257
422,medium_variant,5yearly,2075,1.757
422,momentum,5yearly,2075,2.087405
422,no_change,5yearly,2075,1.7168
422,zero_migration,5yearly,2075,1.757
422,constant_fertility,5yearly,2080,1.7168
422,constant_mortality,5yearly,2080,1.7637
