country,variant,freq,year,totalfertility
710,estimates,5yearly,1950,6.05
710,estimates,5yearly,1955,6.05
710,estimates,5yearly,1960,6
710,estimates,5yearly,1965,5.8
710,estimates,5yearly,1970,5.5
710,estimates,5yearly,1975,5.05
710,estimates,5yearly,1980,4.6
710,estimates,5yearly,1985,4
710,estimates,5yearly,1990,3.34
710,estimates,5yearly,1995,2.95
710,estimates,5yearly,2000,2.75
710,estimates,5yearly,2005,2.625
710,estimates,5yearly,2010,2.55
710,constant_fertility,5yearly,2015,2.55
710,constant_mortality,5yearly,2015,2.4139
710,high_variant,5yearly,2015,2.6639
710,instant_replacement,5yearly,2015,2.19472
710,low_variant,5yearly,2015,2.1639
710,medium_variant,5yearly,2015,2.4139
710,momentum,5yearly,2015,2.26432
710,no_change,5yearly,2015,2.55
710,zero_migration,5yearly,2015,2.4139
710,constant_fertility,5yearly,2020,2.55
710,constant_mortality,5yearly,2020,2.2958
710,high_variant,5yearly,2020,2.6958
710,instant_replacement,5yearly,2020,2.17028
710,low_variant,5yearly,2020,1.8958
710,medium_variant,5yearly,2020,2.2958
710,momentum,5yearly,2020,2.264485
710,no_change,5yearly,2020,2.55
710,zero_migration,5yearly,2020,2.2958
710,constant_fertility,5yearly,2025,2.55
710,constant_mortality,5yearly,2025,2.1968
710,high_variant,5yearly,2025,2.6968
710,instant_replacement,5yearly,2025,2.15213
710,low_variant,5yearly,2025,1.6968
710,medium_variant,5yearly,2025,2.1968
710,momentum,5yearly,2025,2.26502
710,no_change,5yearly,2025,2.55
710,zero_migration,5yearly,2025,2.1968
710,constant_fertility,5yearly,2030,2.55
710,constant_mortality,5yearly,2030,2.1103
710,high_variant,5yearly,2030,2.6103
710,instant_replacement,5yearly,2030,2.139095
710,low_variant,5yearly,2030,1.6103
710,medium_variant,5yearly,2030,2.1103
710,momentum,5yearly,2030,2.265915
710,no_change,5yearly,2030,2.55
710,zero_migration,5yearly,2030,2.1103
710,constant_fertility,5yearly,2035,2.55
710,constant_mortality,5yearly,2035,2.0369
710,high_variant,5yearly,2035,2.5369
710,instant_replacement,5yearly,2035,2.12896
710,low_variant,5yearly,2035,1.5369
710,medium_variant,5yearly,2035,2.0369
710,momentum,5yearly,2035,2.26714
710,no_change,5yearly,2035,2.55
710,zero_migration,5yearly,2035,2.0369
710,constant_fertility,5yearly,2040,2.55
710,constant_mortality,5yearly,2040,1.9765
710,high_variant,5yearly,2040,2.4765
710,instant_replacement,5yearly,2040,2.12019
710,low_variant,5yearly,2040,1.4765
710,medium_variant,5yearly,2040,1.9765
710,momentum,5yearly,2040,2.268585
710,no_change,5yearly,2040,2.55
710,zero_migration,5yearly,2040,1.9765
710,constant_fertility,5yearly,2045,2.55
710,constant_mortality,5yearly,2045,1.9257
710,high_variant,5yearly,2045,2.4257
710,instant_replacement,5yearly,2045,2.112315
710,low_variant,5yearly,2045,1.4257
710,medium_variant,5yearly,2045,1.9257
710,momentum,5yearly,2045,2.270145
710,no_change,5yearly,2045,2.55
710,zero_migration,5yearly,2045,1.9257
710,constant_fertility,5yearly,2050,2.55
710,constant_mortality,5yearly,2050,1.8874
710,high_variant,5yearly,2050,2.3874
710,instant_replacement,5yearly,2050,2.1049
710,low_variant,5yearly,2050,1.3874
710,medium_variant,5yearly,2050,1.8874
710,momentum,5yearly,2050,2.27182
710,no_change,5yearly,2050,2.55
710,zero_migration,5yearly,2050,1.8874
710,constant_fertility,5yearly,2055,2.55
710,constant_mortality,5yearly,2055,1.8576
710,high_variant,5yearly,2055,2.3576
710,instant_replacement,5yearly,2055,2.09832
710,low_variant,5yearly,2055,1.3576
710,medium_variant,5yearly,2055,1.8576
710,momentum,5yearly,2055,2.273535
710,no_change,5yearly,2055,2.55
710,zero_migration,5yearly,2055,1.8576
710,constant_fertility,5yearly,2060,2.55
710,constant_mortality,5yearly,2060,1.8378
710,high_variant,5yearly,2060,2.3378
710,instant_replacement,5yearly,2060,2.09249
710,low_variant,5yearly,2060,1.3378
710,medium_variant,5yearly,2060,1.8378
710,momentum,5yearly,2060,2.27527
710,no_change,5yearly,2060,2.55
710,zero_migration,5yearly,2060,1.8378
710,constant_fertility,5yearly,2065,2.55
710,constant_mortality,5yearly,2065,1.8237
710,high_variant,5yearly,2065,2.3237
710,instant_replacement,5yearly,2065,2.08815
710,low_variant,5yearly,2065,1.3237
710,medium_variant,5yearly,2065,1.8237
710,momentum,5yearly,2065,2.277015
710,no_change,5yearly,2065,2.55
710,zero_migration,5yearly,2065,1.8237
710,constant_fertility,5yearly,2070,2.55
710,constant_mortality,5yearly,2070,1.8121
710,high_variant,5yearly,2070,2.3121
710,instant_replacement,5yearly,2070,2.08424
710,low_variant,5yearly,2070,1.3121
710,medium_variant,5yearly,2070,1.8121
710,momentum,5yearly,2070,2.27873
710,no_change,5yearly,2070,2.55
710,zero_migration,5yearly,2070,1.8121
710,constant_fertility,5yearly,2075,2.55
710,constant_mortality,5yearly,2075,1.8062
710,high_variant,5yearly,2075,2.3062
710,instant_replacement,5yearly,2075,2.08062
710,low_variant,5yearly,2075,1.3062
710,medium_variant,5yearly,2075,1.8062
710,momentum,5yearly,2075,2.2804
710,no_change,5yearly,2075,2.55
710,zero_migration,5yearly,2075,1.8062
710,constant_fertility,5yearly,2080,2.55
710,constant_mortality,5yearly,2080,1.8017
710,high_variant,5yearly,2080,2.3017
710,instant_replacement,5yearly,2080,2.077255
710,low_variant,5yearly,2080,1.3017
710,medium_variant,5yearly,2080,1.8017
710,momentum,5yearly,2080,2.28203
710,no_change,5yearly,2080,2.55
710,zero_migration,5yearly,2080,1.8017
710,constant_fertility,5yearly,2085,2.55
710,constant_mortality,5yearly,2085,1.7994
710,high_variant,5yearly,2085,2.2994
710,instant_replacement,5yearly,2085,2.074105
710,low_variant,5yearly,2085,1.2994
710,medium_variant,5yearly,2085,1.7994
710,momentum,5yearly,2085,2.283605
710,no_change,5yearly,2085,2.55
710,zero_migration,5yearly,2085,1.7994
710,constant_fertility,5yearly,2090,2.55
710,constant_mortality,5yearly,2090,1.7991
710,high_variant,5yearly,2090,2.2991
710,instant_replacement,5yearly,2090,2.07112
710,low_variant,5yearly,2090,1.2991
710,medium_variant,5yearly,2090,1.7991
710,momentum,5yearly,2090,2.28514
710,no_change,5yearly,2090,2.55
710,zero_migration,5yearly,2090,1.7991
710,constant_fertility,5yearly,2095,2.55
710,constant_mortality,5yearly,2095,1.8003
710,high_variant,5yearly,2095,2.3003
710,instant_replacement,5yearly,2095,2.06829
710,low_variant,5yearly,2095,1.3003
710,medium_variant,5yearly,2095,1.8003
710,momentum,5yearly,2095,2.286595
710,no_change,5yearly,2095,2.55
710,zero_migration,5yearly,2095,1.8003
