country,variant,freq,year,birthper1000population
180,estimates,5yearly,1950,46.099
180,estimates,5yearly,1955,46.41
180,estimates,5yearly,1960,46.841
180,estimates,5yearly,1965,46.839
180,estimates,5yearly,1970,46.437
180,estimates,5yearly,1975,46.332
180,estimates,5yearly,1980,46.254
180,estimates,5yearly,1985,46.085
180,estimates,5yearly,1990,46.093
180,estimates,5yearly,1995,46.023
180,estimates,5yearly,2000,45.839
180,estimates,5yearly,2005,45.374
180,estimates,5yearly,2010,44.009
180,constant_fertility,5yearly,2015,43.867
180,constant_mortality,5yearly,2015,41.486
180,high_variant,5yearly,2015,42.983
180,instant_replacement,5yearly,2015,17.759
180,low_variant,5yearly,2015,39.841
180,medium_variant,5yearly,2015,41.418
180,momentum,5yearly,2015,18.251
180,no_change,5yearly,2015,43.941
180,zero_migration,5yearly,2015,41.418
180,constant_fertility,5yearly,2020,43.792
180,constant_mortality,5yearly,2020,39.057
180,high_variant,5yearly,2020,41.124
180,instant_replacement,5yearly,2020,19.579
180,low_variant,5yearly,2020,36.48
180,medium_variant,5yearly,2020,38.833
180,momentum,5yearly,2020,20.615
180,no_change,5yearly,2020,44.056
180,zero_migration,5yearly,2020,38.833
180,constant_fertility,5yearly,2025,43.706
180,constant_mortality,5yearly,2025,36.943
180,high_variant,5yearly,2025,39.197
180,instant_replacement,5yearly,2025,21.479
180,low_variant,5yearly,2025,33.728
180,medium_variant,5yearly,2025,36.533
180,momentum,5yearly,2025,23.081
180,no_change,5yearly,2025,44.231
180,zero_migration,5yearly,2025,36.533
180,constant_fertility,5yearly,2030,43.524
180,constant_mortality,5yearly,2030,34.824
180,high_variant,5yearly,2030,36.776
180,instant_replacement,5yearly,2030,22.193
180,low_variant,5yearly,2030,31.587
180,medium_variant,5yearly,2030,34.27
180,momentum,5yearly,2030,24.27
180,no_change,5yearly,2030,44.294
180,zero_migration,5yearly,2030,34.27
180,constant_fertility,5yearly,2035,43.331
180,constant_mortality,5yearly,2035,32.577
180,high_variant,5yearly,2035,34.595
180,instant_replacement,5yearly,2035,20.819
180,low_variant,5yearly,2035,29.157
180,medium_variant,5yearly,2035,31.966
180,momentum,5yearly,2035,23.13
180,no_change,5yearly,2035,44.261
180,zero_migration,5yearly,2035,31.966
180,constant_fertility,5yearly,2040,43.209
180,constant_mortality,5yearly,2040,30.193
180,high_variant,5yearly,2040,32.542
180,instant_replacement,5yearly,2040,18.311
180,low_variant,5yearly,2040,26.496
180,medium_variant,5yearly,2040,29.604
180,momentum,5yearly,2040,20.669
180,no_change,5yearly,2040,44.216
180,zero_migration,5yearly,2040,29.603
180,constant_fertility,5yearly,2045,43.144
180,constant_mortality,5yearly,2045,27.923
180,high_variant,5yearly,2045,30.636
180,instant_replacement,5yearly,2045,16.335
180,low_variant,5yearly,2045,23.971
180,medium_variant,5yearly,2045,27.387
180,momentum,5yearly,2045,18.758
180,no_change,5yearly,2045,44.19
180,zero_migration,5yearly,2045,27.387
180,constant_fertility,5yearly,2050,43.111
180,constant_mortality,5yearly,2050,25.885
180,high_variant,5yearly,2050,28.869
180,instant_replacement,5yearly,2050,15.259
180,low_variant,5yearly,2050,21.759
180,medium_variant,5yearly,2050,25.405
180,momentum,5yearly,2050,17.83
180,no_change,5yearly,2050,44.189
180,zero_migration,5yearly,2050,25.405
180,constant_fertility,5yearly,2055,43.088
180,constant_mortality,5yearly,2055,24.044
180,high_variant,5yearly,2055,27.198
180,instant_replacement,5yearly,2055,14.81
180,low_variant,5yearly,2055,19.817
180,medium_variant,5yearly,2055,23.608
180,momentum,5yearly,2055,17.604
180,no_change,5yearly,2055,44.203
180,zero_migration,5yearly,2055,23.608
180,constant_fertility,5yearly,2060,43.051
180,constant_mortality,5yearly,2060,22.457
