country,variant,freq,year,birthper1000population
70,estimates,5yearly,1950,37.62
70,estimates,5yearly,1955,32.815
70,estimates,5yearly,1960,30.174
70,estimates,5yearly,1965,25.115
70,estimates,5yearly,1970,22.433
70,estimates,5yearly,1975,19.337
70,estimates,5yearly,1980,17.812
70,estimates,5yearly,1985,16.069
70,estimates,5yearly,1990,13.706
70,estimates,5yearly,1995,12.593
70,estimates,5yearly,2000,9.548
70,estimates,5yearly,2005,9.377
70,estimates,5yearly,2010,9.073
70,constant_fertility,5yearly,2015,8.735
70,constant_mortality,5yearly,2015,9.251
70,high_variant,5yearly,2015,10.856
70,instant_replacement,5yearly,2015,13.725
70,low_variant,5yearly,2015,7.6
70,medium_variant,5yearly,2015,9.235
70,momentum,5yearly,2015,13.781
70,no_change,5yearly,2015,8.749
70,zero_migration,5yearly,2015,9.24
70,constant_fertility,5yearly,2020,8.418
70,constant_mortality,5yearly,2020,9.461
70,high_variant,5yearly,2020,11.821
70,instant_replacement,5yearly,2020,13.024
70,low_variant,5yearly,2020,6.906
70,medium_variant,5yearly,2020,9.4
70,momentum,5yearly,2020,13.166
70,no_change,5yearly,2020,8.473
70,zero_migration,5yearly,2020,9.414
70,constant_fertility,5yearly,2025,7.824
70,constant_mortality,5yearly,2025,9.298
70,high_variant,5yearly,2025,11.877
70,instant_replacement,5yearly,2025,12.015
70,low_variant,5yearly,2025,6.301
70,medium_variant,5yearly,2025,9.17
70,momentum,5yearly,2025,12.252
70,no_change,5yearly,2025,7.934
70,zero_migration,5yearly,2025,9.193
70,constant_fertility,5yearly,2030,7.174
70,constant_mortality,5yearly,2030,8.803
70,high_variant,5yearly,2030,10.909
70,instant_replacement,5yearly,2030,10.792
70,low_variant,5yearly,2030,6.082
70,medium_variant,5yearly,2030,8.598
70,momentum,5yearly,2030,11.121
70,no_change,5yearly,2030,7.349
70,zero_migration,5yearly,2030,8.626
70,constant_fertility,5yearly,2035,6.743
70,constant_mortality,5yearly,2035,8.458
70,high_variant,5yearly,2035,10.247
70,instant_replacement,5yearly,2035,10.065
70,low_variant,5yearly,2035,5.879
70,medium_variant,5yearly,2035,8.164
70,momentum,5yearly,2035,10.49
70,no_change,5yearly,2035,6.992
70,zero_migration,5yearly,2035,8.194
70,constant_fertility,5yearly,2040,6.533
70,constant_mortality,5yearly,2040,8.489
70,high_variant,5yearly,2040,10.373
70,instant_replacement,5yearly,2040,10.547
70,low_variant,5yearly,2040,5.716
70,medium_variant,5yearly,2040,8.088
70,momentum,5yearly,2040,11.121
70,no_change,5yearly,2040,6.868
70,zero_migration,5yearly,2040,8.119
70,constant_fertility,5yearly,2045,6.401
70,constant_mortality,5yearly,2045,8.803
70,high_variant,5yearly,2045,11.247
70,instant_replacement,5yearly,2045,11.877
70,low_variant,5yearly,2045,5.448
70,medium_variant,5yearly,2045,8.277
70,momentum,5yearly,2045,12.662
70,no_change,5yearly,2045,6.828
70,zero_migration,5yearly,2045,8.31
70,constant_fertility,5yearly,2050,6.24
70,constant_mortality,5yearly,2050,9.2
70,high_variant,5yearly,2050,12.225
70,instant_replacement,5yearly,2050,12.626
70,low_variant,5yearly,2050,5.152
70,medium_variant,5yearly,2050,8.536
70,momentum,5yearly,2050,13.605
70,no_change,5yearly,2050,6.758
70,zero_migration,5yearly,2050,8.573
70,constant_fertility,5yearly,2055,6.015
70,constant_mortality,5yearly,2055,9.443
70,high_variant,5yearly,2055,12.604
70,instant_replacement,5yearly,2055,12.269
70,low_variant,5yearly,2055,4.961
70,medium_variant,5yearly,2055,8.644
70,momentum,5yearly,2055,13.36
70,no_change,5yearly,2055,6.621
70,zero_migration,5yearly,2055,8.684
70,constant_fertility,5yearly,2060,5.778
70,constant_mortality,5yearly,2060,9.452
70,high_variant,5yearly,2060,12.314
70,instant_replacement,5yearly,2060,11.454
70,low_variant,5yearly,2060,4.889
70,medium_variant,5yearly,2060,8.533
70,momentum,5yearly,2060,12.601
70,no_change,5yearly,2060,6.471
70,zero_migration,5yearly,2060,8.576
70,constant_fertility,5yearly,2065,5.605
70,constant_mortality,5yearly,2065,9.405
70,high_variant,5yearly,2065,11.9
70,instant_replacement,5yearly,2065,10.924
70,low_variant,5yearly,2065,4.893
70,medium_variant,5yearly,2065,8.378
70,momentum,5yearly,2065,12.129
70,no_change,5yearly,2065,6.391
70,zero_migration,5yearly,2065,8.422
70,constant_fertility,5yearly,2070,5.517
70,constant_mortality,5yearly,2070,9.507
70,high_variant,5yearly,2070,11.896
70,instant_replacement,5yearly,2070,11.055
70,low_variant,5yearly,2070,4.909
70,medium_variant,5yearly,2070,8.366
70,momentum,5yearly,2070,12.364
70,no_change,5yearly,2070,6.403
70,zero_migration,5yearly,2070,8.409
70,constant_fertility,5yearly,2075,5.475
70,constant_mortality,5yearly,2075,9.796
70,high_variant,5yearly,2075,12.387
70,instant_replacement,5yearly,2075,11.671
70,low_variant,5yearly,2075,4.891
70,medium_variant,5yearly,2075,8.536
70,momentum,5yearly,2075,13.116
70,no_change,5yearly,2075,6.457
70,zero_migration,5yearly,2075,8.576
70,constant_fertility,5yearly,2080,5.43
70,constant_mortality,5yearly,2080,10.145
70,high_variant,5yearly,2080,13.016
70,instant_replacement,5yearly,2080,12.158
70,low_variant,5yearly,2080,4.849
70,medium_variant,5yearly,2080,8.78
70,momentum,5yearly,2080,13.707
70,no_change,5yearly,2080,6.491
70,zero_migration,5yearly,2080,8.817
