country,variant,freq,year,birthper1000population
48,estimates,5yearly,1950,45.013
48,estimates,5yearly,1955,45.586
48,estimates,5yearly,1960,45.557
48,estimates,5yearly,1965,41.562
48,estimates,5yearly,1970,35.228
48,estimates,5yearly,1975,33.024
48,estimates,5yearly,1980,32.945
48,estimates,5yearly,1985,31.399
48,estimates,5yearly,1990,26.716
48,estimates,5yearly,1995,23.109
48,estimates,5yearly,2000,20.431
48,estimates,5yearly,2005,17.33
48,estimates,5yearly,2010,15.966
48,constant_fertility,5yearly,2015,15.078
48,constant_mortality,5yearly,2015,14.239
48,high_variant,5yearly,2015,15.944
48,instant_replacement,5yearly,2015,14.68
48,low_variant,5yearly,2015,12.508
48,medium_variant,5yearly,2015,14.234
48,momentum,5yearly,2015,14.302
48,no_change,5yearly,2015,15.082
48,zero_migration,5yearly,2015,13.838
48,constant_fertility,5yearly,2020,14.045
48,constant_mortality,5yearly,2020,12.642
48,high_variant,5yearly,2020,15.083
48,instant_replacement,5yearly,2020,13.713
48,low_variant,5yearly,2020,10.099
48,medium_variant,5yearly,2020,12.626
48,momentum,5yearly,2020,12.514
48,no_change,5yearly,2020,14.062
48,zero_migration,5yearly,2020,11.471
48,constant_fertility,5yearly,2025,13.617
48,constant_mortality,5yearly,2025,11.847
48,high_variant,5yearly,2025,14.683
48,instant_replacement,5yearly,2025,13.342
48,low_variant,5yearly,2025,8.778
48,medium_variant,5yearly,2025,11.811
48,momentum,5yearly,2025,11.374
48,no_change,5yearly,2025,13.658
48,zero_migration,5yearly,2025,9.987
48,constant_fertility,5yearly,2030,13.203
48,constant_mortality,5yearly,2030,11.224
48,high_variant,5yearly,2030,13.818
48,instant_replacement,5yearly,2030,12.955
48,low_variant,5yearly,2030,8.282
48,medium_variant,5yearly,2030,11.159
48,momentum,5yearly,2030,11.205
48,no_change,5yearly,2030,13.279
48,zero_migration,5yearly,2030,9.519
48,constant_fertility,5yearly,2035,12.273
48,constant_mortality,5yearly,2035,10.19
48,high_variant,5yearly,2035,12.584
48,instant_replacement,5yearly,2035,11.971
48,low_variant,5yearly,2035,7.404
48,medium_variant,5yearly,2035,10.09
48,momentum,5yearly,2035,11.596
48,no_change,5yearly,2035,12.391
48,zero_migration,5yearly,2035,9.564
48,constant_fertility,5yearly,2040,11.529
48,constant_mortality,5yearly,2040,9.348
48,high_variant,5yearly,2040,11.788
48,instant_replacement,5yearly,2040,11.13
48,low_variant,5yearly,2040,6.552
48,medium_variant,5yearly,2040,9.209
48,momentum,5yearly,2040,11.898
48,no_change,5yearly,2040,11.695
48,zero_migration,5yearly,2040,9.548
48,constant_fertility,5yearly,2045,11.245
48,constant_mortality,5yearly,2045,8.929
48,high_variant,5yearly,2045,11.655
48,instant_replacement,5yearly,2045,10.799
48,low_variant,5yearly,2045,5.908
48,medium_variant,5yearly,2045,8.743
48,momentum,5yearly,2045,11.83
48,no_change,5yearly,2045,11.471
48,zero_migration,5yearly,2045,9.197
48,constant_fertility,5yearly,2050,11.279
48,constant_mortality,5yearly,2050,8.813
48,high_variant,5yearly,2050,11.872
48,instant_replacement,5yearly,2050,10.838
48,low_variant,5yearly,2050,5.467
48,medium_variant,5yearly,2050,8.569
48,momentum,5yearly,2050,11.568
48,no_change,5yearly,2050,11.578
48,zero_migration,5yearly,2050,8.654
48,constant_fertility,5yearly,2055,11.342
48,constant_mortality,5yearly,2055,8.802
48,high_variant,5yearly,2055,12.019
48,instant_replacement,5yearly,2055,10.93
48,low_variant,5yearly,2055,5.199
48,medium_variant,5yearly,2055,8.49
48,momentum,5yearly,2055,11.498
48,no_change,5yearly,2055,11.724
48,zero_migration,5yearly,2055,8.28
48,constant_fertility,5yearly,2060,11.254
48,constant_mortality,5yearly,2060,8.725
48,high_variant,5yearly,2060,11.891
48,instant_replacement,5yearly,2060,10.864
48,low_variant,5yearly,2060,5.004
48,medium_variant,5yearly,2060,8.338
48,momentum,5yearly,2060,11.832
48,no_change,5yearly,2060,11.722
48,zero_migration,5yearly,2060,8.256
48,constant_fertility,5yearly,2065,11.048
48,constant_mortality,5yearly,2065,8.579
48,high_variant,5yearly,2065,11.606
48,instant_replacement,5yearly,2065,10.627
48,low_variant,5yearly,2065,4.826
48,medium_variant,5yearly,2065,8.111
48,momentum,5yearly,2065,12.446
48,no_change,5yearly,2065,11.609
48,zero_migration,5yearly,2065,8.542
48,constant_fertility,5yearly,2070,10.859
48,constant_mortality,5yearly,2070,8.436
48,high_variant,5yearly,2070,11.379
48,instant_replacement,5yearly,2070,10.359
48,low_variant,5yearly,2070,4.626
48,medium_variant,5yearly,2070,7.873
48,momentum,5yearly,2070,12.991
48,no_change,5yearly,2070,11.527
