country,variant,freq,year,birthper1000population
32,estimates,5yearly,1950,25.364
32,estimates,5yearly,1955,24.265
32,estimates,5yearly,1960,23.179
32,estimates,5yearly,1965,22.544
32,estimates,5yearly,1970,23.39
32,estimates,5yearly,1975,25.653
32,estimates,5yearly,1980,23.129
32,estimates,5yearly,1985,22.211
32,estimates,5yearly,1990,21.314
32,estimates,5yearly,1995,19.742
32,estimates,5yearly,2000,19.206
32,estimates,5yearly,2005,18.456
32,estimates,5yearly,2010,17.82
32,constant_fertility,5yearly,2015,17.424
32,constant_mortality,5yearly,2015,16.881
32,high_variant,5yearly,2015,18.639
32,instant_replacement,5yearly,2015,15.537
32,low_variant,5yearly,2015,15.076
32,medium_variant,5yearly,2015,16.866
32,momentum,5yearly,2015,15.577
32,no_change,5yearly,2015,17.439
32,zero_migration,5yearly,2015,16.864
32,constant_fertility,5yearly,2020,16.96
32,constant_mortality,5yearly,2020,15.999
32,high_variant,5yearly,2020,18.556
32,instant_replacement,5yearly,2020,15.23
32,low_variant,5yearly,2020,13.253
32,medium_variant,5yearly,2020,15.947
32,momentum,5yearly,2020,15.327
32,no_change,5yearly,2020,17.016
32,zero_migration,5yearly,2020,15.941
32,constant_fertility,5yearly,2025,16.523
32,constant_mortality,5yearly,2025,15.253
32,high_variant,5yearly,2025,18.143
32,instant_replacement,5yearly,2025,14.936
32,low_variant,5yearly,2025,11.961
32,medium_variant,5yearly,2025,15.148
32,momentum,5yearly,2025,15.103
32,no_change,5yearly,2025,16.636
32,zero_migration,5yearly,2025,15.138
32,constant_fertility,5yearly,2030,16.135
32,constant_mortality,5yearly,2030,14.606
32,high_variant,5yearly,2030,17.243
32,instant_replacement,5yearly,2030,14.563
32,low_variant,5yearly,2030,11.406
32,medium_variant,5yearly,2030,14.438
32,momentum,5yearly,2030,14.812
32,no_change,5yearly,2030,16.321
32,zero_migration,5yearly,2030,14.426
32,constant_fertility,5yearly,2035,15.82
32,constant_mortality,5yearly,2035,14.043
32,high_variant,5yearly,2035,16.666
32,instant_replacement,5yearly,2035,14.11
32,low_variant,5yearly,2035,10.757
32,medium_variant,5yearly,2035,13.805
32,momentum,5yearly,2035,14.449
32,no_change,5yearly,2035,16.087
32,zero_migration,5yearly,2035,13.793
32,constant_fertility,5yearly,2040,15.553
32,constant_mortality,5yearly,2040,13.543
32,high_variant,5yearly,2040,16.306
32,instant_replacement,5yearly,2040,13.66
32,low_variant,5yearly,2040,10.042
32,medium_variant,5yearly,2040,13.228
32,momentum,5yearly,2040,14.096
32,no_change,5yearly,2040,15.909
32,zero_migration,5yearly,2040,13.216
32,constant_fertility,5yearly,2045,15.315
32,constant_mortality,5yearly,2045,13.092
32,high_variant,5yearly,2045,16.084
32,instant_replacement,5yearly,2045,13.205
32,low_variant,5yearly,2045,9.286
32,medium_variant,5yearly,2045,12.696
32,momentum,5yearly,2045,13.747
32,no_change,5yearly,2045,15.768
32,zero_migration,5yearly,2045,12.685
32,constant_fertility,5yearly,2050,15.104
32,constant_mortality,5yearly,2050,12.665
32,high_variant,5yearly,2050,15.889
32,instant_replacement,5yearly,2050,12.803
32,low_variant,5yearly,2050,8.521
32,medium_variant,5yearly,2050,12.184
32,momentum,5yearly,2050,13.457
32,no_change,5yearly,2050,15.661
32,zero_migration,5yearly,2050,12.172
32,constant_fertility,5yearly,2055,14.917
32,constant_mortality,5yearly,2055,12.298
32,high_variant,5yearly,2055,15.616
32,instant_replacement,5yearly,2055,12.56
32,low_variant,5yearly,2055,7.894
32,medium_variant,5yearly,2055,11.727
32,momentum,5yearly,2055,13.338
32,no_change,5yearly,2055,15.584
32,zero_migration,5yearly,2055,11.714
32,constant_fertility,5yearly,2060,14.758
32,constant_mortality,5yearly,2060,12.018
32,high_variant,5yearly,2060,15.271
32,instant_replacement,5yearly,2060,12.416
32,low_variant,5yearly,2060,7.471
32,medium_variant,5yearly,2060,11.353
32,momentum,5yearly,2060,13.323
32,no_change,5yearly,2060,15.536
32,zero_migration,5yearly,2060,11.34
32,constant_fertility,5yearly,2065,14.631
32,constant_mortality,5yearly,2065,11.79
32,high_variant,5yearly,2065,14.927
32,instant_replacement,5yearly,2065,12.268
32,low_variant,5yearly,2065,7.165
32,medium_variant,5yearly,2065,11.032
32,momentum,5yearly,2065,13.3
32,no_change,5yearly,2065,15.514
32,zero_migration,5yearly,2065,11.019
32,constant_fertility,5yearly,2070,14.531
32,constant_mortality,5yearly,2070,11.62
32,high_variant,5yearly,2070,14.693
32,instant_replacement,5yearly,2070,12.101
32,low_variant,5yearly,2070,6.906
32,medium_variant,5yearly,2070,10.774
32,momentum,5yearly,2070,13.247
32,no_change,5yearly,2070,15.509
32,zero_migration,5yearly,2070,10.761
32,constant_fertility,5yearly,2075,14.447
32,constant_mortality,5yearly,2075,11.465
32,high_variant,5yearly,2075,14.54
32,instant_replacement,5yearly,2075,11.934
32,low_variant,5yearly,2075,6.629
32,medium_variant,5yearly,2075,10.537
32,momentum,5yearly,2075,13.184
32,no_change,5yearly,2075,15.51
32,zero_migration,5yearly,2075,10.525
32,constant_fertility,5yearly,2080,14.368
32,constant_mortality,5yearly,2080,11.322
32,high_variant,5yearly,2080,14.41
32,instant_replacement,5yearly,2080,11.79
32,low_variant,5yearly,2080,6.349
32,medium_variant,5yearly,2080,10.314
32,momentum,5yearly,2080,13.138
32,no_change,5yearly,2080,15.51
32,zero_migration,5yearly,2080,10.302
32,constant_fertility,5yearly,2085,14.291
32,constant_mortality,5yearly,2085,11.211
32,high_variant,5yearly,2085,14.275
32,instant_replacement,5yearly,2085,11.687
32,low_variant,5yearly,2085,6.113
32,medium_variant,5yearly,2085,10.124
32,momentum,5yearly,2085,13.131
32,no_change,5yearly,2085,15.508
32,zero_migration,5yearly,2085,10.113
32,constant_fertility,5yearly,2090,14.216
32,constant_mortality,5yearly,2090,11.122
32,high_variant,5yearly,2090,14.101
32,instant_replacement,5yearly,2090,11.624
32,low_variant,5yearly,2090,5.938
32,medium_variant,5yearly,2090,9.956
32,momentum,5yearly,2090,13.161
32,no_change,5yearly,2090,15.506
32,zero_migration,5yearly,2090,9.945
32,constant_fertility,5yearly,2095,14.144
32,constant_mortality,5yearly,2095,11.065
32,high_variant,5yearly,2095,13.919
32,instant_replacement,5yearly,2095,11.57
32,low_variant,5yearly,2095,5.83
32,medium_variant,5yearly,2095,9.819
32,momentum,5yearly,2095,13.193
32,no_change,5yearly,2095,15.505
32,zero_migration,5yearly,2095,9.808
