country,variant,freq,year,birthper1000population
372,estimates,5yearly,1950,21.906
372,estimates,5yearly,1955,21.051
372,estimates,5yearly,1960,22.171
372,estimates,5yearly,1965,21.085
372,estimates,5yearly,1970,23.721
372,estimates,5yearly,1975,22.027
372,estimates,5yearly,1980,19.549
372,estimates,5yearly,1985,15.604
372,estimates,5yearly,1990,13.711
372,estimates,5yearly,1995,14.441
372,estimates,5yearly,2000,15.415
372,estimates,5yearly,2005,16.128
372,estimates,5yearly,2010,15.374
372,constant_fertility,5yearly,2015,13.619
372,constant_mortality,5yearly,2015,13.47
372,high_variant,5yearly,2015,15.095
372,instant_replacement,5yearly,2015,14.073
372,low_variant,5yearly,2015,11.81
372,medium_variant,5yearly,2015,13.459
372,momentum,5yearly,2015,14.078
372,no_change,5yearly,2015,13.629
372,zero_migration,5yearly,2015,13.421
372,constant_fertility,5yearly,2020,12.13
372,constant_mortality,5yearly,2020,11.941
372,high_variant,5yearly,2020,14.119
372,instant_replacement,5yearly,2020,12.423
372,low_variant,5yearly,2020,9.616
372,medium_variant,5yearly,2020,11.899
372,momentum,5yearly,2020,12.331
372,no_change,5yearly,2020,12.172
372,zero_migration,5yearly,2020,11.736
372,constant_fertility,5yearly,2025,11.55
372,constant_mortality,5yearly,2025,11.427
372,high_variant,5yearly,2025,13.855
372,instant_replacement,5yearly,2025,11.849
372,low_variant,5yearly,2025,8.668
372,medium_variant,5yearly,2025,11.332
372,momentum,5yearly,2025,11.658
372,no_change,5yearly,2025,11.647
372,zero_migration,5yearly,2025,11.019
372,constant_fertility,5yearly,2030,11.858
372,constant_mortality,5yearly,2030,11.827
372,high_variant,5yearly,2030,14.089
372,instant_replacement,5yearly,2030,12.197
372,low_variant,5yearly,2030,9.012
372,medium_variant,5yearly,2030,11.649
372,momentum,5yearly,2030,12.025
372,no_change,5yearly,2030,12.039
372,zero_migration,5yearly,2030,11.267
372,constant_fertility,5yearly,2035,12.386
372,constant_mortality,5yearly,2035,12.428
372,high_variant,5yearly,2035,14.634
372,instant_replacement,5yearly,2035,12.752
372,low_variant,5yearly,2035,9.438
372,medium_variant,5yearly,2035,12.146
372,momentum,5yearly,2035,12.726
372,no_change,5yearly,2035,12.673
372,zero_migration,5yearly,2035,11.79
372,constant_fertility,5yearly,2040,12.501
372,constant_mortality,5yearly,2040,12.578
372,high_variant,5yearly,2040,14.832
372,instant_replacement,5yearly,2040,12.876
372,low_variant,5yearly,2040,9.381
372,medium_variant,5yearly,2040,12.193
372,momentum,5yearly,2040,13.036
372,no_change,5yearly,2040,12.894
372,zero_migration,5yearly,2040,11.893
372,constant_fertility,5yearly,2045,12.071
372,constant_mortality,5yearly,2045,12.17
372,high_variant,5yearly,2045,14.623
372,instant_replacement,5yearly,2045,12.468
372,low_variant,5yearly,2045,8.721
372,medium_variant,5yearly,2045,11.7
372,momentum,5yearly,2045,12.75
372,no_change,5yearly,2045,12.552
372,zero_migration,5yearly,2045,11.41
372,constant_fertility,5yearly,2050,11.443
372,constant_mortality,5yearly,2050,11.578
372,high_variant,5yearly,2050,14.309
